cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	mismatch_detail
cpd05757	Decogenin 3-O-alpha-L-oleandroside	C08860	kegg_xref	MISMATCH	VWVNEVMJJOFEPL-PPBUWAHCSA-N	QKBSRWIVHXFMNA-OEKLXEDWSA-N	441854	CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)C4C(=O)C(=O)[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@@H](C)[C@@H]1O	C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4C3=C(C(=O)[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd06090	Taxodione	C09194	kegg_xref	MISMATCH	LJKNHENDBZNLIQ-RUTXASTPSA-N	FNNZMRSRVYUVQT-AZUAARDMSA-N	73588	CC(C)C1=CC2=CC(=O)[C@H]3C(C)(C)CCC[C@]3(C)C2C(=O)C1=O	CC(C)C1=CC2=CC(=O)[C@@H]3[C@@](C2=C(C1=O)O)(CCCC3(C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd06092	6,11-Dihydroxyabieta-7,9(11),13-trien-12-one	C09196	kegg_xref	MISMATCH	DTWMMKITSJUZQU-VTXJOHAHSA-N	QEAIMIKGLGBTSA-ADLFWFRXSA-N	275528	CC(C)C1=CC2=C[C@H](O)[C@H]3C(C)(C)CCC[C@]3(C)C2C(=O)C1=O	CC(C)C1=CC2=C[C@@H]([C@@H]3[C@@](C2=C(C1=O)O)(CCCC3(C)C)C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd06410	Multiradiatin	C09515	kegg_xref	MISMATCH	AWRSDYORGGKIRQ-HYJFEMIMSA-N	AUJNARNSAAQNAK-WWHLYTOASA-N	442284	C=C1C(=O)O[C@@H]2C(=O)C(C)=C3CCC(=O)[C@@]3(C)[C@@H](OC(=O)C=C(C)C)[C@H]12	C[C@H]1[C@@H]2C=CC(=O)[C@]2([C@H]([C@H]3[C@@H](C1=O)OC(=O)C3=C)OC(=O)C=C(C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd06411	Multistatin	C09516	kegg_xref	MISMATCH	ZZCNFULLXFEOEY-POBAEAHQSA-N	YPIMMVOHCVOXKT-SHJUBZLESA-N	5281487	C=C1C(=O)O[C@@H]2C(=O)C(C)=C3CCC(=O)[C@@]3(C)[C@@H](OC(=O)/C(C)=C/C)[C@H]12	C/C=C(\C)/C(=O)O[C@H]1[C@H]2[C@@H](C(=O)[C@H]([C@H]3[C@]1(C(=O)C=C3)C)C)OC(=O)C2=C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd08490	4,21-Dehydrocorynantheine aldehyde	C11679	kegg_xref	MISMATCH	WQHITQXKXQBIPT-YGNUYKAGSA-N	ALAYFJAHDKALQW-AXHNFQJDSA-O	11953961	C=C[C@H]1C=[N+]2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1C(C=O)C(=O)OC	COC(=O)/C(=C\O)/[C@H]1C[C@H]2C3=C(CC[N+]2=C[C@@H]1C=C)C4=CC=CC=C4N3	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd08573	R-Soterenol	C11769	kegg_xref	MISMATCH	CUVRQWZAXXYGOG-LBPRGKRZSA-O	HHRNQOGXBRYCHF-LBPRGKRZSA-N	443398	CC(C)[NH2+]C[C@H](O)c1ccc(O)c([N-]S(C)(=O)=O)c1	CC(C)NC[C@@H](C1=CC(=C(C=C1)O)NS(=O)(=O)C)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd08805	9-(N,N-Dimethylglycylamido)minocycline	C12011	kegg_xref	MISMATCH	CTFJMTPWQZXWGH-ISIOAQNYSA-N	HZACOPMRVHUEFI-ISIOAQNYSA-N	54704423	CN(C)CC(=O)Nc1cc(N(C)C)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3C[C@@H]1C2	CN(C)CC(=O)NC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd08887	Thiotropocin	C12105	kegg_xref	MISMATCH	DQGOJKVIMNNGAH-UHFFFAOYSA-N	RWJXTYSZCDAMCD-UHFFFAOYSA-N	55977	O=c1osc2c(=S)cccc(O)c12	C1=CC(=O)C2=C(C(=C1)S)SOC2=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd19563	Anhydro-7-chlorotetracycline	C18297	kegg_xref	MISMATCH	NICZYMKKWKYGHT-BAQLRCJTSA-N	WLYIHXRYRNHXOE-BAQLRCJTSA-N	54693278	Cc1c2c(c(O)c3c(O)ccc(Cl)c13)C(=O)[C@]1(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]1C2	CC1=C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C14)Cl)O)O)O)O)C(=O)N)N(C)C	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd19564	5a,11a-Dehydro-7-chlorotetracycline	C18298	kegg_xref	MISMATCH	ZWVGXYMEBVFNGR-GUQUGOGCSA-N	IMZOVGZUDCFUML-GUQUGOGCSA-N	54726727	C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C(C[C@@H]12)[C@](C)(O)c1c(Cl)ccc(O)c1C3=O	C[C@@]1(C2=C(C(=O)C3=C(C=CC(=C31)Cl)O)C(=O)[C@]4([C@@H](C2)[C@@H](C(=O)C(=C4O)C(=O)N)N(C)C)O)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd19605	AP	C18340	kegg_xref	MISMATCH	FFTKQFLZFAQOQG-KOEJALBTSA-L	ACFGRWJEQJVZTM-LEJBHHMKSA-L	54679072	O=C1O[C@H]([C@@H](O)CO)C(=O)C1OP(=O)([O-])[O-].[Mg+2]	C([C@@H]([C@@H]1C(=C(C(=O)O1)OP(=O)([O-])[O-])O)O)O.[Mg+2]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd19631	Sodium iodate	C18366	kegg_xref	MISMATCH	KPHCGMJVZXUBMV-UHFFFAOYSA-N	WTCBONOLBHEDIL-UHFFFAOYSA-M	23675764	[Na+].[O-][I+2]([O-])[O-]	[O-]I(=O)=O.[Na+]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd19665	Fosetyl	C18401	kegg_xref	MISMATCH	VUERQRKTYBIULR-UHFFFAOYSA-M	ZUNGGJHBMLMRFJ-UHFFFAOYSA-O	6328134	CCO[PH](=O)[O-]	CCO[P+](=O)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd20027	Sodium chlorate	C18765	kegg_xref	MISMATCH	GQMRMFTXVUMSAU-UHFFFAOYSA-N	YZHUMGUJCQRKBT-UHFFFAOYSA-M	516902	[Na+].[O-][Cl+2]([O-])[O-]	[O-]Cl(=O)=O.[Na+]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd03899	XV638	C06488	kegg_xref	MISMATCH	MDYWWBMXAFPJCJ-NWJWHWDBSA-N	JDALSSGOBMTZEP-NWJWHWDBSA-N	441046	O=C(NC1=S=CC=N1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NC4=S=CC=N4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	C1=CC=C(C=C1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2CC3=CC(=CC=C3)C(=O)NC4=NC=CS4)CC5=CC(=CC=C5)C(=O)NC6=NC=CS6)CC7=CC=CC=C7)O)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd04112	5,6-Dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline	CHEBI:16937	chebi_xref	MISMATCH	KHOXNJXQHSMUJN-UHFFFAOYSA-N	IYHQVDIUZANYNW-UHFFFAOYSA-N	5460068	CC1C=C2C(=O)C(O)=CC=C2NC1=O	CC1=CC2=C(C=CC(=C2O)O)NC1=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd04173	Tetracenomycin C	CHEBI:9470	chebi_xref	MISMATCH	ZIVBXTBNNBLLDX-YSIYOXGGSA-N	ULHJWHCSSAEMLW-UEVCKROQSA-N	73632	COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(O)C(=O)CC(OC)C(=O)[C@]1(O)C3=O	CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)[C@@]4(C(=O)C=C([C@H]([C@@]4(C3=O)O)O)OC)O)OC)C(=O)OC	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd04298	Doxycycline	C06973	kegg_xref	MISMATCH	JBIWCJUYHHGXTC-AKNGSSGZSA-N	SGKRLCUYIXIAHR-AKNGSSGZSA-N	54671203	C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@@H]21	C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd04579	Oxymetholone	C07393	kegg_xref	MISMATCH	PUQUTIRPHMRPJS-IYRCEVNGSA-N	ICMWWNHDUZJFDW-DHODBPELSA-N	5281034	C[C@]12CC(C=O)=C(O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd30774	(2<i>E</i>,4<i>E</i>,6<i>E</i>)-7-hydroxy-4-methylhepta-2,4,6-trienal	CHEBI:67191	chebi_xref	MISMATCH	OGPHOJRFHRWEEZ-MSGXFJBMSA-N	TYQZWSFEJJSSQR-YUHMVAQCSA-N	70678836	CC(/C=C/C=O)=C\CC=O	C/C(=C\C=C\O)/C=C/C=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31007	1-(4-Hydroxyphenylazo)-2-naphthol	C20281	kegg_xref	MISMATCH	DESSBFYEWJUENB-UHFFFAOYSA-N	VFCMIQSRZVLDRW-UHFFFAOYSA-N	167212	O=C1C=CC(=NNc2c(O)ccc3ccccc23)C=C1	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31008	1-(4-Hydroxyphenylazo)-naphthalene-2,6-diol	C20282	kegg_xref	MISMATCH	QARMLIUGXOTTOR-UHFFFAOYSA-N	AKAPJADGYIGRPD-UHFFFAOYSA-N	136242437	O=C1C=CC(=NNc2c(O)ccc3cc(O)ccc23)C=C1	C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31009	1-(3,4-Dihydroxyphenylazo)-2-naphthol	C20283	kegg_xref	MISMATCH	XTAXVTVYTSBQAY-UHFFFAOYSA-N	SBQMYKDRQXVKJM-UHFFFAOYSA-N	136235018	O=C1C=CC(=NNc2c(O)ccc3ccccc23)C=C1O	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC(=C(C=C3)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31210	(-)-Fusaproliferin	C20591	kegg_xref	MISMATCH	GPCSFXDBOKPNCK-WAKBCBSJSA-N	VRGWBRLULZUWAJ-UEWDWXLZSA-N	6506535	CC(=O)OC[C@@H](C)C1C(=O)C(=O)[C@@]2(C)C/C=C(\C)CC/C=C(\C)CC[C@H](O)/C(C)=C/C[C@H]12	C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)COC(=O)C)C)/C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31397	2-hydroxycyclohepta-1,4,6-triene-1-carboxylate	2-hydroxycyclohepta-1,4,6-triene-1-carboxylate	name_lookup	MISMATCH	MYDDYUWHJXCKSG-UHFFFAOYSA-M	FIQAFBCVOCRLKV-UHFFFAOYSA-M	90657133	O=C([O-])C1C=CC=CCC1=O	C1C=CC=CC(=C1[O-])C(=O)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31400	3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromenium	CHEBI:144779	chebi_xref	MISMATCH	ULIHBXCGNIMKBA-UHFFFAOYSA-M	NGQGUOMJCQWUSR-UHFFFAOYSA-M	25201457	COc1cc(C2OC3=CC(=O)C=C([O-])C3=CC2=O)ccc1O	COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=O)C=C3O2)O)O)[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31414	andilesin D	andilesin D	name_lookup	MISMATCH	HCZMDMWUWWWPFU-SJCPBWDLSA-N	MLOIPFPOSFHITC-NPEZIVKXSA-N	91819736	CC1(C)OC(=O)C=C[C@@]2(C)[C@H]1CC[C@]13C[C@]4(C)C(=O)[C@](C)(C[C@@H]21)[C@]31COC(=O)C1=C4O	C[C@@]12C[C@H]3[C@]4(C=CC(=O)OC([C@@H]4CC[C@@]35[C@@]16COC(=O)[C@H]6C(=O)[C@](C5)(C2=O)C)(C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31524	7,10-diketo-pre-bikaverin	7,10-diketo-pre-bikaverin	name_lookup	MISMATCH	ULUOQLIKGXPBNT-UHFFFAOYSA-M	FZOSKNNMPHJJBU-UHFFFAOYSA-L	136759123	Cc1cc([O-])cc2oc3cc4c(c(O)c3c(=O)c12)C(=O)[CH-]C(=O)C4=O	CC1=CC(=O)C=C2C1=C(C3=C(O2)C=C4C(=C(C=C(C4=O)O)[O-])C3=O)[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31573	(2Z,4Z)-2-chloro-5-hydroxyhexa-2,4-dienedioate	(2Z,4Z)-2-chloro-5-hydroxyhexa-2,4-dienedioate	name_lookup	MISMATCH	QHFMOLUZUANZPU-UHFFFAOYSA-L	NQNIOZLUWJONON-CCAGOZQPSA-L	54724268	O=C([O-])C(=O)C=CC(Cl)C(=O)[O-]	C(=C(/C(=O)O)\[O-])\C=C(\C(=O)[O-])/Cl	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31580	3,5,7,9,11,13,15,17,19-nonaoxohenicosanoate	3,5,7,9,11,13,15,17,19-nonaoxohenicosanoate	name_lookup	MISMATCH	SEPXPWOAJAMFQP-UHFFFAOYSA-M	PURNWHCCRVOHRA-UHFFFAOYSA-M	102514926	CCC(O)=CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)[O-]	CCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)[O-]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31603	13-hydroxynorjavanicin	13-hydroxynorjavanicin	name_lookup	MISMATCH	WZMHGTDWYWJSFN-UHFFFAOYSA-N	SZBFUZRSOJNJHT-UHFFFAOYSA-M	102514930	COc1cc(O)c2c(c1O)C(=O)[C-](CC(C)=O)C(=O)C2=O	CC(=O)CC1=C(C(=C2C(=O)C=C(C(=O)C2=C1[O-])OC)O)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd11318	Leinamycin	C15677	kegg_xref	MISMATCH	GINFACNXJRAECC-NVLDYPSISA-N	ZHTRILQJTPJGNK-FYBAATNNSA-N	9849230	C/C1=C\C(=O)C(=O)CC/C=C\c2csc(n2)[C@@H](C)NC(=O)C[C@@]2(CC1)S(=O)SC(=O)[C@]2(C)O	C[C@@H]1C2=NC(=CS2)/C=C\C=C\C(=O)[C@@H](/C=C(/CC[C@@]3(CC(=O)N1)[C@@](C(=O)SS3=O)(C)O)\C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd11407	Halstoctacosanolide A	C15766	kegg_xref	MISMATCH	UOHCPNKBCFDEOG-YFOVHLEMSA-N	GQHNSYURZJAIPC-IFGCVEQJSA-N	10259958	CCC(O)C(C)C(O)CC(O)C(O)/C=C(\C)CC(C)C1CC(O)C(C)/C=C/C=C/CC(C)C(=O)CC2CCC(C)C(O)(C/C=C(C)\C=C(/C)C(=O)C(=O)CC(C)C(=O)O1)O2	CCC(C(C)C(CC(C(/C=C(\C)/CC(C)C1CC(C(/C=C/C=C/CC(C(=O)CC2CCC(C(O2)(C/C=C(\C=C(\C(C(=O)/C=C(/C(=O)O1)\C)O)/C)/C)O)C)C)C)O)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd12744	Melanin	melanin	name_lookup	MISMATCH	RIDOXFSZAUFWLJ-UHFFFAOYSA-N	XUMBMVFBXHLACL-UHFFFAOYSA-N	6325610	Cc1c2[nH+]cc3c-2c(c(=O)c1[O-])c1c[nH]c2c(C)c(=O)c(=O)c3c21	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd45780	pronaphthomycin	pronaphthomycin	name_lookup	MISMATCH	PSNWZDLWAQOJPU-AOWOKWRISA-N	DVUDTEAQSQYLEL-DTWGOXCPSA-N	138319101	C/C1=C/C=C\C=C\[C@H](C)[C@@H](O)CC(=O)/C(C)=C/C[C@H](O)/C=C/[C@H](C)[C@H](O)[C@@H](C)/C=C(\C)C(=O)C2=C(O)C(C)C(O)C3=C2C(=O)C=C(NC1=O)C3=O	C[C@H]1/C=C/C=C\C=C(/C(=O)N=C2C=C(C3=C(C(=O)C(C(C3=C2O)O)C)C(=O)/C(=C/[C@@H]([C@H]([C@H](/C=C/[C@H](C/C=C(/C(=O)C[C@@H]1O)\C)O)C)O)C)/C)O)\C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd46418	ferric vibriobactin	ferric vibriobactin	name_lookup	MISMATCH	NXBTVYTZNBTCOA-VBIAIPROSA-H	XCZXQZJLNMPXIV-VBIAIPROSA-H	50909840	C[C@@H]1OC2=N[C@H]1C(=O)NCCCN1CCCNC(=O)c3cccc4c3O[Fe+3]35(O4)(Oc4cccc2c4O3)Oc2cccc(c2O5)C2=N[C@H](C1=O)[C@@H](C)O2	C[C@H]1[C@@H](N=C(O1)C2=C(C(=CC=C2)[O-])[O-])C(=O)NCCCN(CCCNC(=O)C3=C(C(=CC=C3)[O-])[O-])C(=O)[C@@H]4[C@H](OC(=N4)C5=C(C(=CC=C5)[O-])[O-])C.[Fe+3]	IGNORE:ring_chain_tautomer (O-rings 7->2)
cpd46522	3,6-dichloro-2,5-pyridinol	3,6-dichloro-2,5-pyridinol	name_lookup	MISMATCH	OCLFTQKGVGFJQT-UHFFFAOYSA-N	NMDKZMIQHHSAFC-UHFFFAOYSA-N	137700802	O=C1NC(Cl)C(=O)C=C1Cl	C1=C(C(=O)NC(=C1O)Cl)Cl	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd46620	aspulvinone G	aspulvinone G	name_lookup	MISMATCH	LYLYJIOHMZZUCM-UHFFFAOYSA-N	LNJMXTRRBBPZDK-AUWJEWJLSA-N	56928062	O=C1OC(=Cc2ccc(O)cc2)C(=O)C1c1ccc(O)cc1O	C1=CC(=CC=C1/C=C\2/C(=C(C(=O)O2)C3=C(C=C(C=C3)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd46676	3,6-dihydroxypicolinate	3,6-dihydroxypicolinate	name_lookup	MISMATCH	OBUWFKQRWSUMBU-UHFFFAOYSA-M	MTNSNDNZZWLYLO-UHFFFAOYSA-M	145865067	O=C1C=CC(=O)C(C(=O)[O-])N1	C1=CC(=O)NC(=C1[O-])C(=O)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd46782	(4beta,5beta,6beta,22R)-4-hydroxy-1,26-dioxo-5,6:22,26-diepoxyergosta-2,24-dien-27-yl beta-D-glucopyranoside	(4beta,5beta,6beta,22R)-4-hydroxy-1,26-dioxo-5,6:22,26-diepoxyergosta-2,24-dien-27-yl beta-D-glucopyranoside	name_lookup	MISMATCH	ZIILDNSDEUWVGX-BTOCWHEVSA-N	WKCJIGSUKSPCKI-WNXUODGFSA-N	189586	CC1=C(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56C(=O)CCC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1	CC1=C(C(=O)O[C@H](C1)[C@@H](C)[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3C[C@@H]5[C@]6([C@@]4(C(=O)C=C[C@@H]6O)C)O5)C)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd46809	1,3,5-triphenylformazan	triphenylformazan	name_lookup	MISMATCH	IKCFPZHOOZZOBA-ARJYQBEPSA-N	BEIHVSJTPTXQGB-QUHCWSQZSA-N	5464164	c1ccc(N=NC(/N=N/c2ccccc2)c2ccccc2)cc1	C1=CC=C(C=C1)/C(=N/NC2=CC=CC=C2)/N=NC3=CC=CC=C3	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31680	(2Z,4E)-2-hydroxy-6-oxo-(4-bromophenoxy)-hexa-2,4-dienoate	(2Z,4E)-2-hydroxy-6-oxo-(4-bromophenoxy)-hexa-2,4-dienoate	name_lookup	MISMATCH	OUMCMOYAZOFGSL-UHFFFAOYSA-M	BJPLOSJNYFOVTL-PGSNLPAFSA-M	122706052	O=C(CC=CC(=O)C(=O)[O-])Oc1ccc(Br)cc1	C1=CC(=CC=C1OC(=O)/C=C/C=C(/C(=O)O)\[O-])Br	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31851	reduced coenzyme F420-0	reduced factor 420-0	name_lookup	MISMATCH	CHFAVBLYYVMBND-DTCBKJPSSA-L	WURYRBDSLRFOSU-GQPBWUKJSA-L	91819799	C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=NC(=O)NC(=O)C2Cc2ccc(O)cc21)C(=O)[O-]	C[C@@H](C(=O)[O-])OP(=O)([O-])OC[C@H]([C@H]([C@H](CN1C2=C(CC3=C1NC(=O)NC3=O)C=CC(=C2)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31903	(2Z,4E)-2-hydroxy-6-oxo-6-phenoxyhexa-2,4-dienoate	(2Z,4E)-2-hydroxy-6-oxo-6-phenoxyhexa-2,4-dienoate	name_lookup	MISMATCH	QZPCGWMULILAIR-UHFFFAOYSA-M	WJHUWUBBCVIVJJ-BLQYPLODSA-M	122706091	O=C(CC=CC(=O)C(=O)[O-])Oc1ccccc1	C1=CC=C(C=C1)OC(=O)/C=C/C=C(/C(=O)O)\[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31921	3,5-dioxodecanoyl-CoA	3,5-dioxodecanoyl-CoA	name_lookup	MISMATCH	HKARBOJODOFSOJ-HSJNEKGZSA-J	CFIAMSAKPMQXNK-HSJNEKGZSA-J	90657355	CCCCCC(O)=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CCCCCC(=O)CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31923	2-hydroxy-3-carboxy-6-methoxy-hexa-2,4-dienoate	2-hydroxy-3-carboxy-6-methoxy-hexa-2,4-dienoate	name_lookup	MISMATCH	KBKGWVUCZMNXFY-UHFFFAOYSA-L	XFDVSYHDHRDPLP-WJPDYIDTSA-L	122706097	COC(=O)CC=C(C(=O)[O-])C(=O)C(=O)[O-]	COC(=O)/C=C/C(=C(/C(=O)O)\[O-])/C(=O)[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31938	excited state (2E,5E)-6-(3,4-dihydroxyphenyl)-2-hydroxy-4-oxohexa-2,5-dienoate	excited state fungal oxyluciferin	name_lookup	MISMATCH	VDADJCUBZJQTKA-HNQUOIGGSA-M	IQCMUVAMSBTUJE-KFSGTSSPSA-M	131841447	O=C(/C=C/c1ccc(O)c(O)c1)CC(=O)C(=O)[O-]	C1=CC(=C(C=C1/C=C/C(=O)/C=C(\C(=O)O)/O)O)[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd31998	prebassianin A	prebassianin A	name_lookup	MISMATCH	HXKIGJBVAYEOHS-UHFFFAOYSA-M	KJPKLHGXAPLBOE-FUMXAZDOSA-M	91819828	CCC(C)C=C(C)C=CC=CC(=O)C1=C([O-])C(Cc2ccc(O)cc2)NC1=O	CCC(C)/C=C(\C)/C=C/C=C/C(=C\1/C(=O)C(NC1=O)CC2=CC=C(C=C2)O)/[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
