ID	Name	Compartment	Charge	boundary Condition	KEGG	InChI
M_00228	C01179_3-(4-Hydroxyphenyl)pyruvate_C9H8O4	C_00003	UNDEF	UNDEF	C01179	
M_00229	C00082_L-Tyrosine_C9H11NO3	C_00003	UNDEF	UNDEF	C00082	
E_00081	1.1.1.1	C_00003	UNDEF	UNDEF		
M_00230	C00084_Acetaldehyde_C2H4O	C_00003	UNDEF	UNDEF	C00084	
M_00231	C00469_Ethanol_C2H6O	C_00003	UNDEF	UNDEF	C00469	
E_00082	1.1.1.1	C_00002	UNDEF	UNDEF		
M_00232	C00084_Acetaldehyde_C2H4O	C_00002	UNDEF	UNDEF	C00084	
M_00233	C00469_Ethanol_C2H6O	C_00002	UNDEF	UNDEF	C00469	
M_00234	C00129_Isopentenyl diphosphate_C5H12O7P2	C_00003	UNDEF	UNDEF	C00129	
M_00235	C00129_Isopentenyl diphosphate_C5H12O7P2	C_00001	UNDEF	UNDEF	C00129	
M_00236	C00019_S-Adenosyl-L-methionine_C15H22N6O5S	C_00001	UNDEF	UNDEF	C00019	
E_00083	2.3.1.12	C_00002	UNDEF	UNDEF		
M_00237	C16255_[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine_C10H18NO2S2R	C_00002	UNDEF	UNDEF	C16255	
M_00238	C15973_Enzyme N6-(dihydrolipoyl)lysine_C8H16NOS2R	C_00002	UNDEF	UNDEF	C15973	
M_00239	C00212_Adenosine_C10H13N5O4	C_00003	UNDEF	UNDEF	C00212	
M_00240	C00212_Adenosine_C10H13N5O4	C_00001	UNDEF	UNDEF	C00212	
M_00241	C06102_Adipate semialdehyde_C6H10O3	C_00003	UNDEF	UNDEF	C06102	
M_00242	C06102_Adipate semialdehyde_C6H10O3	C_00001	UNDEF	UNDEF	C06102	
E_00084	2.4.2.8	C_00003	UNDEF	UNDEF		
M_00243	C00119_5-Phospho-alpha-D-ribose 1-diphosphate_C5H13O14P3	C_00003	UNDEF	UNDEF	C00119	
M_00244	C00262_Hypoxanthine_C5H4N4O	C_00003	UNDEF	UNDEF	C00262	
M_00245	C00130_IMP_C10H13N4O8P	C_00003	UNDEF	UNDEF	C00130	
E_00085	2.A.1.1.#	C_00004	UNDEF	UNDEF		
E_00086	2.A.1.9.#	C_00004	UNDEF	UNDEF		
M_00246	C04549_1-Phosphatidyl-1D-myo-inositol 3-phosphate_C11H18O16P2R2	C_00001	UNDEF	UNDEF	C04549	
M_00247	C04549_1-Phosphatidyl-1D-myo-inositol 3-phosphate_C11H18O16P2R2	C_00003	UNDEF	UNDEF	C04549	
M_00248	C01194_1-Phosphatidyl-D-myo-inositol_C11H17O13PR2	C_00001	UNDEF	UNDEF	C01194	
M_00249	C01194_1-Phosphatidyl-D-myo-inositol_C11H17O13PR2	C_00003	UNDEF	UNDEF	C01194	
M_00250	C00020_AMP_C10H14N5O7P	C_00003	UNDEF	UNDEF	C00020	
M_00251	C00020_AMP_C10H14N5O7P	C_00001	UNDEF	UNDEF	C00020	
E_00087	2.A.1.2.#	C_00004	UNDEF	UNDEF		
E_00088	2.A.1.3.#	C_00004	UNDEF	UNDEF		
E_00089	2.A.1.48.#	C_00004	UNDEF	UNDEF		
E_00090	2.4.2.7	C_00003	UNDEF	UNDEF		
M_00252	C00147_Adenine_C5H5N5	C_00003	UNDEF	UNDEF	C00147	
E_00091	2.4.1.259	C_00003	UNDEF	UNDEF		
M_00253	G10595	C_00003	UNDEF	UNDEF	G10595	
E_00092	2.4.1.258	C_00003	UNDEF	UNDEF		
M_00254	G00006	C_00003	UNDEF	UNDEF	G00006	
M_00255	C00153_Nicotinamide_C6H6N2O	C_00001	UNDEF	UNDEF	C00153	
E_00093	1.1.1.6	C_00003	UNDEF	UNDEF		
M_00256	C00116_Glycerol_C3H8O3	C_00003	UNDEF	UNDEF	C00116	
M_00257	C01180_4-Methylthio-2-oxobutanoic acid_C5H8O3S	C_00003	UNDEF	UNDEF	C01180	
E_00094	2.5.1.9	C_00003	UNDEF	UNDEF		
M_00258	C04332_6,7-Dimethyl-8-(D-ribityl)lumazine_C13H18N4O6	C_00003	UNDEF	UNDEF	C04332	
M_00259	C04732_5-Amino-6-(1-D-ribitylamino)uracil_C9H16N4O6	C_00003	UNDEF	UNDEF	C04732	
E_00095	2.6.1.42	C_00003	UNDEF	UNDEF		
E_00096	2.6.1.6	C_00003	UNDEF	UNDEF		
M_00260	C05577_3,4-Dihydroxymandelaldehyde_C8H8O4	C_00003	UNDEF	UNDEF	C05577	
M_00261	C05576_3,4-Dihydroxyphenylethyleneglycol_C8H10O4	C_00003	UNDEF	UNDEF	C05576	
E_00097	4.1.3.38	C_00003	UNDEF	UNDEF		
M_00262	C11355_4-Amino-4-deoxychorismate_C10H11NO5	C_00003	UNDEF	UNDEF	C11355	
M_00263	C00568_4-Aminobenzoate_C7H7NO2	C_00003	UNDEF	UNDEF	C00568	
M_00264	C00022_Pyruvate_C3H4O3	C_00003	UNDEF	UNDEF	C00022	
M_00265	C05444_3alpha,7alpha,26-Trihydroxy-5beta-cholestane_C27H48O3	C_00003	UNDEF	UNDEF	C05444	
M_00266	C05445_3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al_C27H46O3	C_00003	UNDEF	UNDEF	C05445	
M_00267	C00576_Betaine aldehyde_C5H12NO	C_00003	UNDEF	UNDEF	C00576	
M_00268	C00114_Choline_C5H14NO	C_00003	UNDEF	UNDEF	C00114	
M_00269	C05752_Octanoyl-[acp]_C8H15OSR	C_00002	UNDEF	UNDEF	C05752	
M_00270	C05752_Octanoyl-[acp]_C8H15OSR	C_00003	UNDEF	UNDEF	C05752	
E_00098	1.I.1.1.#	C_00004	UNDEF	UNDEF		
E_00099	9.A.27.1.#	C_00004	UNDEF	UNDEF		
M_00271	C05752_Octanoyl-[acp]_C8H15OSR	C_00001	UNDEF	UNDEF	C05752	
M_00272	C05761_Tetradecanoyl-[acp]_C14H27OSR	C_00002	UNDEF	UNDEF	C05761	
M_00273	C05761_Tetradecanoyl-[acp]_C14H27OSR	C_00003	UNDEF	UNDEF	C05761	
E_00100	6.1.1.2	C_00003	UNDEF	UNDEF		
M_00274	C00078_L-Tryptophan_C11H12N2O2	C_00003	UNDEF	UNDEF	C00078	
M_00275	C01652_tRNA(Trp)	C_00003	UNDEF	UNDEF	C01652	
M_00276	C03512_L-Tryptophanyl-tRNA(Trp)_C26H31N7O11PR(C5H8O6PR)n	C_00003	UNDEF	UNDEF	C03512	
M_00277	C05761_Tetradecanoyl-[acp]_C14H27OSR	C_00001	UNDEF	UNDEF	C05761	
M_00278	C05764_Hexadecanoyl-[acp]_C16H31OSR	C_00002	UNDEF	UNDEF	C05764	
M_00279	C05764_Hexadecanoyl-[acp]_C16H31OSR	C_00003	UNDEF	UNDEF	C05764	
M_00280	C05764_Hexadecanoyl-[acp]_C16H31OSR	C_00001	UNDEF	UNDEF	C05764	
E_00101	4.2.1.114	C_00002	UNDEF	UNDEF		
E_00102	4.2.1.36	C_00002	UNDEF	UNDEF		
M_00281	C05662_Homoisocitrate_C7H10O7	C_00002	UNDEF	UNDEF	C05662	
M_00282	C04002_(Z)-But-1-ene-1,2,4-tricarboxylate_C7H8O6	C_00002	UNDEF	UNDEF	C04002	
E_00103	6.1.1.3	C_00003	UNDEF	UNDEF		
M_00283	C01651_tRNA(Thr)	C_00003	UNDEF	UNDEF	C01651	
M_00284	C02992_L-Threonyl-tRNA(Thr)_C14H24NO12PR2(C5H8O6PR)n	C_00003	UNDEF	UNDEF	C02992	
M_00285	C01251_(R)-2-Hydroxybutane-1,2,4-tricarboxylate_C7H10O7	C_00002	UNDEF	UNDEF	C01251	
E_00104	1.3.5.1	C_00002	UNDEF	UNDEF		
M_00286	C00399_Ubiquinone_C14H18O4(C5H8)n	C_00002	UNDEF	UNDEF	C00399	
M_00287	C00390_Ubiquinol_C14H20O4(C5H8)n	C_00002	UNDEF	UNDEF	C00390	
M_00288	C01352_FADH2_C27H35N9O15P2	C_00002	UNDEF	UNDEF	C01352	
M_00289	C00016_FAD_C27H33N9O15P2	C_00002	UNDEF	UNDEF	C00016	
E_00105	4.2.1.116	C_00003	UNDEF	UNDEF		
M_00290	C05668_3-Hydroxypropionyl-CoA_C24H40N7O18P3S	C_00003	UNDEF	UNDEF	C05668	
M_00291	C00894_Propenoyl-CoA_C24H38N7O17P3S	C_00003	UNDEF	UNDEF	C00894	
E_00106	2.7.4.8	C_00002	UNDEF	UNDEF		
M_00292	C00144_GMP_C10H14N5O8P	C_00003	UNDEF	UNDEF	C00144	
M_00293	C00035_GDP_C10H15N5O11P2	C_00003	UNDEF	UNDEF	C00035	
E_00107	2.7.1.40	C_00003	UNDEF	UNDEF		
E_00108	4.2.1.114	C_00003	UNDEF	UNDEF		
M_00294	C01251_(R)-2-Hydroxybutane-1,2,4-tricarboxylate_C7H10O7	C_00003	UNDEF	UNDEF	C01251	
M_00295	C05662_Homoisocitrate_C7H10O7	C_00003	UNDEF	UNDEF	C05662	
E_00109	4.2.1.122	C_00003	UNDEF	UNDEF		
E_00110	4.2.1.20	C_00003	UNDEF	UNDEF		
M_00296	C00463_Indole_C8H7N	C_00003	UNDEF	UNDEF	C00463	
E_00111	2.7.1.49	C_00003	UNDEF	UNDEF		
M_00297	C04556_4-Amino-2-methyl-5-phosphomethylpyrimidine_C6H10N3O4P	C_00003	UNDEF	UNDEF	C04556	
M_00298	C01279_4-Amino-5-hydroxymethyl-2-methylpyrimidine_C6H9N3O	C_00003	UNDEF	UNDEF	C01279	
E_00112	2.A.1.75.#	C_00004	UNDEF	UNDEF		
E_00113	2.A.82.1.#	C_00004	UNDEF	UNDEF		
E_00114	3.A.9.1.#	C_00004	UNDEF	UNDEF		
M_00299	C05584_3-Methoxy-4-hydroxymandelate_C9H10O5	C_00001	UNDEF	UNDEF	C05584	
M_00300	C05584_3-Methoxy-4-hydroxymandelate_C9H10O5	C_00003	UNDEF	UNDEF	C05584	
E_00115	4.1.3.27	C_00003	UNDEF	UNDEF		
M_00301	C00108_Anthranilate_C7H7NO2	C_00003	UNDEF	UNDEF	C00108	
M_00302	C00251_Chorismate_C10H10O6	C_00003	UNDEF	UNDEF	C00251	
E_00116	1.1.1.105	C_00003	UNDEF	UNDEF		
M_00303	C00473_Retinol_C20H30O	C_00003	UNDEF	UNDEF	C00473	
M_00304	C00376_Retinal_C20H28O	C_00003	UNDEF	UNDEF	C00376	
E_00117	3.A.1.203.#	C_00004	UNDEF	UNDEF		
M_00305	C00249_Hexadecanoic acid_C16H32O2	C_00001	UNDEF	UNDEF	C00249	
M_00306	C00249_Hexadecanoic acid_C16H32O2	C_00003	UNDEF	UNDEF	C00249	
E_00118	9.A.19.1.#	C_00004	UNDEF	UNDEF		
M_00307	C05437_Zymosterol_C27H44O	C_00001	UNDEF	UNDEF	C05437	
M_00308	C05437_Zymosterol_C27H44O	C_00003	UNDEF	UNDEF	C05437	
M_00309	C06124_Sphingosine 1-phosphate_C18H38NO5P	C_00003	UNDEF	UNDEF	C06124	
M_00310	C06124_Sphingosine 1-phosphate_C18H38NO5P	C_00001	UNDEF	UNDEF	C06124	
M_00311	C04884_N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide_C50H86N3O26R	C_00003	UNDEF	UNDEF	C04884	
M_00312	C04884_N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide_C50H86N3O26R	C_00001	UNDEF	UNDEF	C04884	
M_00313	C05378_beta-D-Fructose 1,6-bisphosphate_C6H14O12P2	C_00003	UNDEF	UNDEF	C05378	
M_00314	C00354_D-Fructose 1,6-bisphosphate_C6H14O12P2	C_00003	UNDEF	UNDEF	C00354	
E_00119	2.7.1.48	C_00003	UNDEF	UNDEF		
M_00315	C00075_UTP_C9H15N2O15P3	C_00003	UNDEF	UNDEF	C00075	
M_00316	C00105_UMP_C9H13N2O9P	C_00003	UNDEF	UNDEF	C00105	
M_00317	C00299_Uridine_C9H12N2O6	C_00003	UNDEF	UNDEF	C00299	
M_00318	C00015_UDP_C9H14N2O12P2	C_00003	UNDEF	UNDEF	C00015	
E_00120	4.1.1.37	C_00002	UNDEF	UNDEF		
M_00319	C03263_Coproporphyrinogen III_C36H44N4O8	C_00002	UNDEF	UNDEF	C03263	
M_00320	C01051_Uroporphyrinogen III_C40H44N4O16	C_00002	UNDEF	UNDEF	C01051	
M_00321	C01694_Ergosterol_C28H44O	C_00001	UNDEF	UNDEF	C01694	
M_00322	C01694_Ergosterol_C28H44O	C_00003	UNDEF	UNDEF	C01694	
E_00121	4.1.3.30	C_00002	UNDEF	UNDEF		
M_00323	C04593_(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate_C7H10O7	C_00002	UNDEF	UNDEF	C04593	
M_00324	C00022_Pyruvate_C3H4O3	C_00002	UNDEF	UNDEF	C00022	
M_00325	C05861_alpha-D-Mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol_C48H84N2O27P2(C5H8)n	C_00003	UNDEF	UNDEF	C05861	
M_00326	C05861_alpha-D-Mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol_C48H84N2O27P2(C5H8)n	C_00001	UNDEF	UNDEF	C05861	
E_00122	3.1.3.27	C_00002	UNDEF	UNDEF		
M_00327	C00344_Phosphatidylglycerol_C8H13O10PR2	C_00002	UNDEF	UNDEF	C00344	
M_00328	C03892_Phosphatidylglycerophosphate_C8H14O13P2R2	C_00002	UNDEF	UNDEF	C03892	
M_00329	C00460_dUTP_C9H15N2O14P3	C_00003	UNDEF	UNDEF	C00460	
M_00330	C01346_dUDP_C9H14N2O11P2	C_00003	UNDEF	UNDEF	C01346	
M_00331	C00256_(R)-Lactate_C3H6O3	C_00001	UNDEF	UNDEF	C00256	
M_00332	C00256_(R)-Lactate_C3H6O3	C_00002	UNDEF	UNDEF	C00256	
M_00333	C00921_Dihydropteroate_C14H14N6O3	C_00001	UNDEF	UNDEF	C00921	
M_00334	C00921_Dihydropteroate_C14H14N6O3	C_00003	UNDEF	UNDEF	C00921	
M_00335	C00341_Geranyl diphosphate_C10H20O7P2	C_00003	UNDEF	UNDEF	C00341	
M_00336	C00341_Geranyl diphosphate_C10H20O7P2	C_00001	UNDEF	UNDEF	C00341	
M_00337	C16634_5-Fluorouridine monophosphate_C9H12FN2O9P	C_00003	UNDEF	UNDEF	C16634	
M_00338	C16633_5-Fluorouridine_C9H11FN2O6	C_00003	UNDEF	UNDEF	C16633	
M_00339	C02336_beta-D-Fructose_C6H12O6	C_00003	UNDEF	UNDEF	C02336	
M_00340	C00095_D-Fructose_C6H12O6	C_00003	UNDEF	UNDEF	C00095	
M_00341	C00956_L-2-Aminoadipate_C6H11NO4	C_00001	UNDEF	UNDEF	C00956	
M_00342	C00956_L-2-Aminoadipate_C6H11NO4	C_00003	UNDEF	UNDEF	C00956	
M_00343	C00186_(S)-Lactate_C3H6O3	C_00001	UNDEF	UNDEF	C00186	
M_00344	C00186_(S)-Lactate_C3H6O3	C_00002	UNDEF	UNDEF	C00186	
M_00345	C00459_dTTP_C10H17N2O14P3	C_00003	UNDEF	UNDEF	C00459	
M_00346	C00363_dTDP_C10H16N2O11P2	C_00003	UNDEF	UNDEF	C00363	
M_00347	C00104_IDP_C10H14N4O11P2	C_00003	UNDEF	UNDEF	C00104	
M_00348	C00475_Cytidine_C9H13N3O5	C_00003	UNDEF	UNDEF	C00475	
M_00349	C00055_CMP_C9H14N3O8P	C_00003	UNDEF	UNDEF	C00055	
M_00350	C00081_ITP_C10H15N4O14P3	C_00003	UNDEF	UNDEF	C00081	
M_00351	C01161_3,4-Dihydroxyphenylacetate_C8H8O4	C_00002	UNDEF	UNDEF	C01161	
M_00352	C01161_3,4-Dihydroxyphenylacetate_C8H8O4	C_00003	UNDEF	UNDEF	C01161	
M_00353	C06125_Sulfatide_C25H46NO11SR	C_00003	UNDEF	UNDEF	C06125	
M_00354	C06125_Sulfatide_C25H46NO11SR	C_00001	UNDEF	UNDEF	C06125	
M_00355	C00044_GTP_C10H16N5O14P3	C_00003	UNDEF	UNDEF	C00044	
E_00123	2.7.8.15	C_00003	UNDEF	UNDEF		
M_00356	C00043_UDP-N-acetyl-alpha-D-glucosamine_C17H27N3O17P2	C_00003	UNDEF	UNDEF	C00043	
M_00357	C00110_Dolichyl phosphate_C20H37O4P(C5H8)n	C_00003	UNDEF	UNDEF	C00110	
M_00358	G00001_N-Acetyl-D-glucosaminyldiphosphodolichol	C_00003	UNDEF	UNDEF	G00001	
E_00124	1.6.5.3	C_00002	UNDEF	UNDEF		
E_00125	1.6.5.8	C_00002	UNDEF	UNDEF		
E_00126	1.6.5.9	C_00002	UNDEF	UNDEF		
M_00359	C00315_Spermidine_C7H19N3	C_00001	UNDEF	UNDEF	C00315	
M_00360	C00315_Spermidine_C7H19N3	C_00003	UNDEF	UNDEF	C00315	
M_00361	C01054_(S)-2,3-Epoxysqualene_C30H50O	C_00003	UNDEF	UNDEF	C01054	
M_00362	C01054_(S)-2,3-Epoxysqualene_C30H50O	C_00001	UNDEF	UNDEF	C01054	
E_00127	1.1.1.65	C_00003	UNDEF	UNDEF		
M_00363	C00250_Pyridoxal_C8H9NO3	C_00003	UNDEF	UNDEF	C00250	
M_00364	C00314_Pyridoxine_C8H11NO3	C_00003	UNDEF	UNDEF	C00314	
M_00365	C06010_(S)-2-Acetolactate_C5H8O4	C_00003	UNDEF	UNDEF	C06010	
M_00366	C06010_(S)-2-Acetolactate_C5H8O4	C_00001	UNDEF	UNDEF	C06010	
E_00128	1.2.1.5	C_00002	UNDEF	UNDEF		
M_00367	C07645_Aldophosphamide_C7H15Cl2N2O3P	C_00002	UNDEF	UNDEF	C07645	
M_00368	C07646_Carboxyphosphamide_C7H15Cl2N2O4P	C_00002	UNDEF	UNDEF	C07646	
E_00129	1.1.1.2	C_00003	UNDEF	UNDEF		
M_00369	C06103_6-Hydroxyhexanoic acid_C6H12O3	C_00003	UNDEF	UNDEF	C06103	
E_00130	1.2.1.5	C_00003	UNDEF	UNDEF		
M_00370	C07645_Aldophosphamide_C7H15Cl2N2O3P	C_00003	UNDEF	UNDEF	C07645	
M_00371	C07646_Carboxyphosphamide_C7H15Cl2N2O4P	C_00003	UNDEF	UNDEF	C07646	
M_00372	C05584_3-Methoxy-4-hydroxymandelate_C9H10O5	C_00002	UNDEF	UNDEF	C05584	
M_00373	C05583_3-Methoxy-4-hydroxyphenylglycolaldehyde_C9H10O4	C_00002	UNDEF	UNDEF	C05583	
M_00374	C05583_3-Methoxy-4-hydroxyphenylglycolaldehyde_C9H10O4	C_00003	UNDEF	UNDEF	C05583	
M_00375	C00017_Protein_C2H4NO2R(C2H2NOR)n	C_00003	UNDEF	UNDEF	C00017	
M_00376	C00047_L-Lysine_C6H14N2O2	C_00003	UNDEF	UNDEF	C00047	
M_00377	C00080_H+_H	C_00005	UNDEF	UNDEF	C00080	
M_00378	C00077_L-Ornithine_C5H12N2O2	C_00001	UNDEF	UNDEF	C00077	
M_00379	C00077_L-Ornithine_C5H12N2O2	C_00003	UNDEF	UNDEF	C00077	
M_00380	C04525_Fecosterol_C28H46O	C_00003	UNDEF	UNDEF	C04525	
E_00131	2.7.1.91	C_00003	UNDEF	UNDEF		
M_00381	C01120_Sphinganine 1-phosphate_C18H40NO5P	C_00003	UNDEF	UNDEF	C01120	
E_00132	6.1.1.6	C_00003	UNDEF	UNDEF		
M_00382	C01931_L-Lysyl-tRNA_C16H29N2O11PR2(C5H8O6PR)n	C_00003	UNDEF	UNDEF	C01931	
M_00383	C01646_tRNA(Lys)	C_00003	UNDEF	UNDEF	C01646	
M_00384	C00705_dCDP_C9H15N3O10P2	C_00003	UNDEF	UNDEF	C00705	
M_00385	C00458_dCTP_C9H16N3O13P3	C_00003	UNDEF	UNDEF	C00458	
M_00386	C00011_CO2_CO2	C_00001	UNDEF	UNDEF	C00011	
M_00387	C00206_dADP_C10H15N5O9P2	C_00003	UNDEF	UNDEF	C00206	
M_00388	C00131_dATP_C10H16N5O12P3	C_00003	UNDEF	UNDEF	C00131	
E_00133	2.7.8.11	C_00003	UNDEF	UNDEF		
M_00389	C00269_CDP-diacylglycerol_C14H19N3O15P2R2	C_00003	UNDEF	UNDEF	C00269	
M_00390	C00137_myo-Inositol_C6H12O6	C_00003	UNDEF	UNDEF	C00137	
M_00391	C01694_Ergosterol_C28H44O	C_00005	UNDEF	UNDEF	C01694	
E_00134	4.1.1.33	C_00003	UNDEF	UNDEF		
M_00392	C01143_(R)-5-Diphosphomevalonate_C6H14O10P2	C_00003	UNDEF	UNDEF	C01143	
M_00393	C00005_NADPH_C21H30N7O17P3	C_00005	UNDEF	UNDEF	C00005	
M_00394	C00006_NADP+_C21H29N7O17P3	C_00005	UNDEF	UNDEF	C00006	
M_00395	C05762_3-Oxohexadecanoyl-[acp]_C16H29O2SR	C_00003	UNDEF	UNDEF	C05762	
M_00396	C05762_3-Oxohexadecanoyl-[acp]_C16H29O2SR	C_00001	UNDEF	UNDEF	C05762	
M_00397	C00082_L-Tyrosine_C9H11NO3	C_00001	UNDEF	UNDEF	C00082	
E_00135	2.6.1.4	C_00003	UNDEF	UNDEF		
E_00136	2.6.1.44	C_00003	UNDEF	UNDEF		
M_00398	C00048_Glyoxylate_C2H2O3	C_00003	UNDEF	UNDEF	C00048	
M_00399	C00792_D-Arginine_C6H14N4O2	C_00001	UNDEF	UNDEF	C00792	
M_00400	C00179_Agmatine_C5H14N4	C_00003	UNDEF	UNDEF	C00179	
M_00401	C00792_D-Arginine_C6H14N4O2	C_00003	UNDEF	UNDEF	C00792	
M_00402	C00179_Agmatine_C5H14N4	C_00001	UNDEF	UNDEF	C00179	
E_00137	1.6.5.2	C_00002	UNDEF	UNDEF		
M_00403	C15602_Quinone	C_00002	UNDEF	UNDEF	C15602	
M_00404	C15603_Hydroquinone	C_00002	UNDEF	UNDEF	C15603	
M_00405	C05580_3,4-Dihydroxymandelate_C8H8O5	C_00003	UNDEF	UNDEF	C05580	
M_00406	C04840_3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate_C29H48O3	C_00003	UNDEF	UNDEF	C04840	
M_00407	C04840_3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate_C29H48O3	C_00001	UNDEF	UNDEF	C04840	
M_00408	C04043_3,4-Dihydroxyphenylacetaldehyde_C8H8O3	C_00002	UNDEF	UNDEF	C04043	
E_00138	1.1.1.72	C_00003	UNDEF	UNDEF		
M_00409	C00577_D-Glyceraldehyde_C3H6O3	C_00003	UNDEF	UNDEF	C00577	
E_00139	1.1.1.2	C_00002	UNDEF	UNDEF		
M_00410	C03765_4-Hydroxyphenylacetaldehyde_C8H8O2	C_00002	UNDEF	UNDEF	C03765	
M_00411	C00642_4-Hydroxyphenylacetate_C8H8O3	C_00002	UNDEF	UNDEF	C00642	
E_00140	1.2.2.1	C_00002	UNDEF	UNDEF		
M_00412	C00125_Ferricytochrome c_C42H44FeN8O8S2R4	C_00002	UNDEF	UNDEF	C00125	
M_00413	C00126_Ferrocytochrome c_C42H44FeN8O8S2R4	C_00002	UNDEF	UNDEF	C00126	
M_00414	C00601_Phenylacetaldehyde_C8H8O	C_00002	UNDEF	UNDEF	C00601	
M_00415	C07086_Phenylacetic acid_C8H8O2	C_00002	UNDEF	UNDEF	C07086	
M_00416	C00342_Thioredoxin_C10H14N4O4S2R4	C_00003	UNDEF	UNDEF	C00342	
M_00417	C00342_Thioredoxin_C10H14N4O4S2R4	C_00001	UNDEF	UNDEF	C00342	
E_00141	4.2.1.3	C_00002	UNDEF	UNDEF		
M_00418	C04225_(Z)-But-2-ene-1,2,3-tricarboxylate_C7H8O6	C_00002	UNDEF	UNDEF	C04225	
M_00419	C05755_Decanoyl-[acp]_C10H19OSR	C_00001	UNDEF	UNDEF	C05755	
M_00420	C00329_D-Glucosamine_C6H13NO5	C_00001	UNDEF	UNDEF	C00329	
M_00421	C00329_D-Glucosamine_C6H13NO5	C_00003	UNDEF	UNDEF	C00329	
E_00142	1.3.1.70	C_00003	UNDEF	UNDEF		
M_00422	C11455_4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol_C29H46O	C_00003	UNDEF	UNDEF	C11455	
M_00423	C05108_14-Demethyllanosterol_C29H48O	C_00003	UNDEF	UNDEF	C05108	
E_00143	4.1.1.36	C_00003	UNDEF	UNDEF		
M_00424	C04352_(R)-4'-Phosphopantothenoyl-L-cysteine_C12H23N2O9PS	C_00003	UNDEF	UNDEF	C04352	
M_00425	C01134_Pantetheine 4'-phosphate_C11H23N2O7PS	C_00003	UNDEF	UNDEF	C01134	
M_00426	C01717_4-Hydroxy-2-quinolinecarboxylic acid_C10H7NO3	C_00001	UNDEF	UNDEF	C01717	
M_00427	C01717_4-Hydroxy-2-quinolinecarboxylic acid_C10H7NO3	C_00003	UNDEF	UNDEF	C01717	
M_00428	C05580_3,4-Dihydroxymandelate_C8H8O5	C_00002	UNDEF	UNDEF	C05580	
M_00429	C05577_3,4-Dihydroxymandelaldehyde_C8H8O4	C_00002	UNDEF	UNDEF	C05577	
M_00430	C05345_beta-D-Fructose 6-phosphate_C6H13O9P	C_00003	UNDEF	UNDEF	C05345	
M_00431	C00601_Phenylacetaldehyde_C8H8O	C_00003	UNDEF	UNDEF	C00601	
M_00432	C07086_Phenylacetic acid_C8H8O2	C_00003	UNDEF	UNDEF	C07086	
E_00144	6.1.1.4	C_00003	UNDEF	UNDEF		
M_00433	C02047_L-Leucyl-tRNA_C21H32N6O11PR(C5H8O6PR)n	C_00003	UNDEF	UNDEF	C02047	
M_00434	C01645_tRNA(Leu)	C_00003	UNDEF	UNDEF	C01645	
E_00145	6.1.1.5	C_00003	UNDEF	UNDEF		
M_00435	C01644_tRNA(Ile)	C_00003	UNDEF	UNDEF	C01644	
M_00436	C03127_L-Isoleucyl-tRNA(Ile)_C21H32N6O11PR(C5H8O6PR)n	C_00003	UNDEF	UNDEF	C03127	
E_00146	2.3.1.35	C_00002	UNDEF	UNDEF		
M_00437	C00437_N-Acetylornithine_C7H14N2O3	C_00002	UNDEF	UNDEF	C00437	
M_00438	C00025_L-Glutamate_C5H9NO4	C_00002	UNDEF	UNDEF	C00025	
M_00439	C00077_L-Ornithine_C5H12N2O2	C_00002	UNDEF	UNDEF	C00077	
M_00440	C00624_N-Acetyl-L-glutamate_C7H11NO5	C_00002	UNDEF	UNDEF	C00624	
E_00147	6.1.1.7	C_00003	UNDEF	UNDEF		
M_00441	C00886_L-Alanyl-tRNA_C13H22NO11PR2(C5H8O6PR)n	C_00003	UNDEF	UNDEF	C00886	
M_00442	C01635_tRNA(Ala)	C_00003	UNDEF	UNDEF	C01635	
M_00443	C00286_dGTP_C10H16N5O13P3	C_00003	UNDEF	UNDEF	C00286	
M_00444	C00361_dGDP_C10H15N5O10P2	C_00003	UNDEF	UNDEF	C00361	
E_00148	3.1.3.21	C_00003	UNDEF	UNDEF		
M_00445	C00342_Thioredoxin_C10H14N4O4S2R4	C_00002	UNDEF	UNDEF	C00342	
E_00149	4.1.2.13	C_00003	UNDEF	UNDEF		
M_00446	C00118_D-Glyceraldehyde 3-phosphate_C3H7O6P	C_00003	UNDEF	UNDEF	C00118	
E_00150	2.1.2.11	C_00003	UNDEF	UNDEF		
E_00151	4.1.2.12	C_00003	UNDEF	UNDEF		
M_00447	C00067_Formaldehyde_CH2O	C_00003	UNDEF	UNDEF	C00067	
E_00152	1.8.1.9	C_00003	UNDEF	UNDEF		
M_00448	C01528_Hydrogen selenide_H2Se	C_00003	UNDEF	UNDEF	C01528	
M_00449	C05684_Selenite_SeO3	C_00003	UNDEF	UNDEF	C05684	
