ID	NAMES	FORMULA	CHARGE	MASS
CPD-9438	(S)-2-hydroxymethylglutarate	C6H8O5	10000000	160.126
CPD-9571	2-amino-5-carbamoylpyridine|6-amino-nicotinsaeureamid|6-aminonicotinamide|aminonicotinamide	C6H7N3O	10000000	137.141
CPD0-1260	DL-2-aminopropan-1-ol	C3H10NO	10000000	76.118
CPD-10829	2-(2-aminoethyl)-pyridine|2-(2-aminoethyl)pyridine|2-(2-pyridyl)ethylamine|2-pyridin-2-ylethanamine|2-pyridineethanamine|2-pyridylethylamine|alpha-pyridylethylamine|demethylbetahistine	C7H10N2	10000000	122.169
CPD-14866	6-hydroxyquercetin|quercetagetin	C15H9O8	10000000	317.231
CPD-17801	dechlorogriseofulvin	C17H18O6	10000000	318.326
CPD-18011	2-O-(alpha-D-glucopyranosyl)-sn-glycerol 3-phosphate	C9H17O11P	10000000	332.2
SULFUR-DIOXIDE	SO2|Sulfur_dioxide|sulfur dioxide|sulphur dioxide	O2S	10000000	64.059
CPD-7027	4-hydroxy-3-(4-hydroxyphenyl)-6-methoxy-chromen-7-one|glycitein	C16H12O5	10000000	284.268
CPD-4184	4alpha-methyl-cholesta-8-enol	C28H48O	10000000	400.687
CPD-14811	3-pyridazinecarboxylic acid, hexahydro-|diazinane-3-carboxylic acid|hexahydropyridazine-3-carboxylic acid|piperazate|piperazic pcid	C5H9N2O2	10000000	129.138
CPD-21515	(R)-norlaudanosoline|(R)-tetrahydropapaveroline	C16H18NO4	10000000	288.322
CPD-20131	2-formylphenyl beta-D-glucopyranoside|helicin|salicylaldehyde beta-D-glucopyranoside	C13H16O7	10000000	284.265
CPD-595	1,4-diguanidinobutane	C6H18N6	10000000	174.248
CPD-6601	alamethicin	C93H154N22O24	10000000	1964.373
CPD-8167	1-18:3-2-18:2-monogalactosyldiacylglycerol|18:3-18:2-MGDG	C45H76O10	10000000	777.089
CPD-19795	castasterone 22-O-sulfate	C28H47O8S	10000000	543.734
CPD-20889	domiphen	C22H40NO	10000000	334.564
CPD-12501	26-hydroxybrassinolide	C28H48O7	10000000	496.683
CPD-18260	3,3,4,5-tetramethyl-7-[(2S,3S,4R)-2,3,4-trihydroxy-5-(phosphonatooxy)pentyl]-2,3-dihydro-1H,7H-naphtho[1,8-fg]pteridine-9,11(8H,10H)-dione|prenylated FMNH2|prenylated reduced flavin mononucleotide	C22H29N4O9P	10000000	524.466
ADENOSINE-5-CARBOXAMIDE	adenosine 5'-carboxamide	C10H12N6O4	10000000	280.243
CPD-11743	deamino alpha-keto demethylphosphinothricin	C4H5O5P	10000000	164.054
CPD-14132	2-endo-hydroxy-1,8-cineole	C10H18O2	10000000	170.251
CPD-10255	(9Z,12Z,15Z)-hexadeca-9,12,15-trienoyl-CoA|16:3-delta9,12,15-CoA|9,12,15-cis-hexadecatrienoyl-CoA|9Z,12Z,15Z-hexadecatrienoyl-CoA	C37H56N7O17P3S	10000000	995.867
CPD-1421	1,2-dimethylbenzene|o-xylene|ortho-xylene	C8H10	10000000	106.167
CPD-11608	3-O-beta-D-glucosyl-beta-sitosterol|O-glucosyl-beta-sitosterol|beta-sitosterol 3-O-beta-D-glucoside|beta-sitosterol glucoside|beta-sitosterol-beta-D-glucopyranoside|daucosterol	C35H60O6	10000000	576.855
CIT	2-hydroxy-1,2,3-propanetricarboxylic acid|cit|citr|citrate|citric acid	C6H5O7	10000000	189.101
CPD-19249	(2Z)-3,7-dimethyl-2,6-octadienoate|neric acid|nerolate|nerolic acid	C10H15O2	10000000	167.227
CPD-8958	(-)-deoxypodophyllotoxin|(10R,11R,15R)-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.03,7,011,15]hexadeca-1(9),2,7-trien-12-one	C22H22O7	10000000	398.412
CPD-14390	Cocaethylene|cocaethylene|ethylbenzoylecgonine	C18H24NO4	10000000	318.392
CPD-12303	lipid I (tetrapeptide)|mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala)-diphosphoundecaprenol|undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl- D-alanine	C83H135N6O20P2	10000000	1598.955
CPD-18897	chlorophyll f	C55H69N4O6Mg	10000000	906.478
CPD-16555	4-O-beta-D-glucopyranosyl-D-glucitol|beta-D-glucopyranosyl-(1->4)-D-glucitol|cellobiitol|cellobiotol	C12H24O11	10000000	344.315
CPD-19844	8-methylmenaquinone-8|MMK-8	C52H74O2	10000000	731.155
CPD-16933	alpha-D-allofuranose	C6H12O6	10000000	180.157
CPD-15400	5'-deoxyadenosin-5'-yl radical|5'-deoxyadenosyl radical	C10H12N5O3	10000000	250.236
CPD-13109	4-aminobenzoyl-CoA|4-aminobenzoyl-coenzyme A|PABA-CoA|p-aminobenzoyl-CoA|p-aminobenzoyl-coenzyme A	C28H37N8O17P3S	10000000	882.625
CPD-20685	2-pentenoyl-CoA	C26H38N7O17P3S	10000000	845.604
CPD-8828	5-chloro-4-oxopentanoate	C5H6O3Cl	10000000	149.554
ERYTHRITOL	(2R,3S)-butane-1,2,3,4-tetrol|butanetetrol|erythrit|erythrite|erythritol|erythro-tetritol|erythrol|phycitol	C4H10O4	10000000	122.121
CPD-18500	calcium hydrogenphosphate|calcium phosphate dibasic	noformula	10000000	136.05899
CPD-15418	dTDP-5-methyl-alpha-L-rhamnose|dTDP-alpha-L-noviose	C17H26N2O15P2	10000000	560.344
CPD-13488	3-phosphonopropanoate|3-phosphonopropanoic acid|3-phosphonopropionate|3-phosphonopropionic acid|beta-phosphonopropionic acid	C3H5O5P	10000000	152.043
CPD-20571	(L-prolyl)adenylate|L-prolyl-AMP|L-prolyl-adenylate	C15H21N6O8P	10000000	444.34
IMIDAZOLE-RING	1,3-diaza-2,4-cyclopentadiene|1,3-diazole|1H-imidazole|N,N'-1,2-ethenediylmethanimidamide|N,N'-vinyleneformamidine|glyoxaline|pyrro[b]monazole	C3H4N2	10000000	68.078
MESO-TARTRATE	(2R,3S)-2,3-dihydroxybutanedioate|M-tartarate|erythrarate|meso-tartaric acid|meso-tartrate|mesotartaric acid	C4H4O6	10000000	148.072
CPD-9867	2-decaprenyl-6-hydroxyphenol|3-(all-trans-decaprenyl)benzene-1,2-diol	C56H86O2	10000000	791.294
CPD0-1251	7,8-dihydrohomopteroic acid|dihydrohomopteroate|dihydrohomopteroic acid	C15H15N6O3	10000000	327.322
CPD-4890	terpinolene	C10H16	10000000	136.236
CPD-8317	1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol|1-18:1-2-18:2-monogalactosyldiacylglycerol|18:1-18:2-MGDG	C45H80O10	10000000	781.121
CPD0-2013	2-(6-Amino-1-oxy-purin-9-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol|9-pentofuranosyl-9H-purin-6-amine 1-oxide|adenosine-N-oxide	C10H13N5O5	10000000	283.243
CPD-10784	N-(butyryl)-L-homoserine lactone|N-(butyryl)homoserine lactone|PAI-1-2|autoinducer 1-2 (P. aeruginosa)	C8H13NO3	10000000	171.196
CPD-15547	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol	noformula	10000000	10000000
CPD-14842	2,4-dinitrobenzenesulfonyl chloride|Benzenesulfonyl chloride	C6H3N2O6SCl	10000000	266.612
CPD-17003	3-(2-hydroxyphenyl)-1-phenylpentane-1,4-dione	C17H16O3	10000000	268.312
CPD-9960	(5S)-albaflavenol	C15H24O	10000000	220.354
ADP	ADP|adenosine 5'-pyrophosphate|adenosine pyrophosphate|adenosine-5'-diphosphate|adenosine-5-diphosphate|adenosine-diphosphate	C10H12N5O10P2	10000000	424.18
CPD-6742	1D-myo-inositol (1,2,5,6) tetrakisphosphate|D-myo-inositol (1,2,5,6) tetrakisphosphate|I(1,2,5,6)P4|Ins(1,2,5,6)P4	C6H8O18P4	10000000	492.013
EPOXYSQUALENE	(3S)-2,3-epoxy-2,3-dihydrosqualene|(3S)-2,3-epoxysqualene|(S)-squalene-2,3-epoxide|2,3-EDSQ|2,3-epoxisqualene|2,3-oxidosqualene|oxidosqualene|squalene 2,3-epoxide|squalene 2,3-oxide	C30H50O	10000000	426.724
CPD-3628	pseudobaptigenin	C16H10O5	10000000	282.252
CPD-19612	sucrose 2-isovaleroyl-3-isodecanoyl-4-isobutanoate|sucrose 2-isovaleroyl-3-isodecanoyl-4-isobutanoic acid	C31H54O14	10000000	650.759
ONONIN	3-(4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one|formononetin 7-O-beta-glucoside|formononetin 7-O-glucoside|formononetin glucoside|formononetin-7-O-beta-D-glucopyranoside|formononetin-7-O-glucoside|ononin	C22H22O9	10000000	430.41
SUCROSE	Glc(alpha1->2beta)Fru|beta-D-fructofuranosyl-(2&harr,1)-alpha-D-glucopyranoside|saccharose|sucrose	C12H22O11	10000000	342.299
CPD-20338	N-acetyl-L-valine	C7H12NO3	10000000	158.177
CPD66-68	(5E,8E,11E,14E,16E,18R)-18-hydroperoxyicosa-5,8,11,14,16-pentaenoate|18R-hydroxy-eicosapentaenoate|18R-hydroxy-icosapentaenoate	C20H29O3	10000000	317.447
INOSITOL-1-3-4-TRIPHOSPHATE	1-D-myo-inositol (1,3,4)-trisphosphate|D-myo-inositol (1,3,4)-trisphosphate|Ins(1,3,4)P3|inositol 1,3,4-trisphosphate	C6H9O15P3	10000000	414.049
BENZOATE	benzenecarboxylic acid|benzoate|benzoic acid|phenylformic acid	C7H5O2	10000000	121.115
UDP-GROUP	UDP group	C9H12N2O12P2	10000000	402.148
CPD-8864	glutaronitrile	C5H6N2	10000000	94.116
CPD-8279	1-18:0-2-18:2-phosphatidylcholine|1-octadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine|18:0-18:2-PC|phosphatidylcholine (1-18:0-2-18:2)	C44H84NO8P	10000000	786.123
CPD-16763	5,7,8,3',4'-pentahydroxyflavone|8-hydroxy-luteolin|hypotaetin	C15H9O7	10000000	301.232
CPD-12214	N1,N5,N10-triferuloyl spermidine|triferuloyl spermidine	C37H43N3O9	10000000	673.761
CPD-13509	Hyperin|hyperasid|hyperosid|hyperoside|quercetin 3-galactoside|quercetin-3-O-galactoside	C21H19O12	10000000	463.374
CPD-3425	malonyldaidzin	C24H21O12	10000000	501.423
UDP-OHMYR-ACETYLGLUCOSAMINE	UDP-3-O-(3-hydroxymyristoyl)-N-acetylglucosamine|UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine|UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-alpha-D-glucosamine	C31H51N3O19P2	10000000	831.7
CPD-245	(1E,3Z)-buta-1,3-diene-1,2,4-tricarboxylate|3-carboxy-cis,cis-muconate|beta-carboxy-cis,cis-muconate|cis,cis-butadiene-1,2,4-tricarboxylate	C7H3O6	10000000	183.097
CPD-20629	hydroxychlorobactene glucoside laurate|lauryl-hydroxychlorobactene glucoside	C58H86O7	10000000	895.313
CPD-9824	(4E,8E)-sphingadienine-18:0, ceramide|(4E,8E)-sphingadienine-octadecanoate|(4E,8E)-sphingadienine-octadecanoic acid|(4E,8E)-sphingadienine-stearic acid|all trans-4,8-sphingadienine-18:0|octadecanoyl-(4E,8E)-sphingadienine|sphinga-(4E,8E)-dienine-18:0	C36H69NO3	10000000	563.946
MEVALONATE-DP	(R)-3,5-bisphosphomevalonate|(R)-mevalonate-3,5-bisphosphate|3,5-diphosphomevalonate|D-ribulose-1,5-diphosphate|mevalonate-3,5-bisphosphate|mevalonate-35-dp|mevalonate-DP|mevalonate-bisphosphate	C6H9O10P2	10000000	303.079
CPD-7561	(+)-Arteannuin|1,5,9-trimethyl-(1R,4S,5R,9R,12S,13R)-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one|Arteannuin|Artemisinina|Octahydro-3,6,9-trimethyl-3,12-epoxy-12H-pyrano(4,3-j)-1,2-benzodioxepin-10(3H)-one|artemisinin|qinghaosu	C15H22O5	10000000	282.336
CPD-3733	cyclic 3',5'-thymidine monophosphate	C10H12N2O7P	10000000	303.188
CPD-7616	3,4-dihydroxybenzaldehyde|3,4-dihydroxybenzyl aldehyde|protocatechualdehyde|protocatechuic aldehyde|rancinamycin IV	C7H6O3	10000000	138.123
CPD-12015	6-hydroxymelatonin sulfate ester|6-hydroxymelatoninsulfate|6-sulfatoxymelatonin|6-sulphatoxymelatonin|acetamide, N-(2-(5-methoxy-6-(sulfooxy)-1H-indol-3-yl)ethyl)-	C13H15N2O6S	10000000	327.331
DEOXYADENOSINE	2'-deoxyadenosine|2-deoxy-adenosine|deoxyadenosine	C10H13N5O3	10000000	251.244
CPD0-1294	(1/2,5,6)-2-(3-azibutylthio)-5,6-epoxy-3-cyclohexen-1-ol	C10H14N2O2S	10000000	226.293
CPD-21139	methotrexate tri-L-glutamate	C30H32N10O11	10000000	708.643
CPD-3582	a-methyl-D-glucoside|alpha-methyl-D-glucoside|alpha-methylglucoside|alphaMG|methyl alpha-D-glucopyranose|methyl alpha-D-glucopyranoside|methyl alpha-D-glucoside|methyl-D-glucoside	C7H14O6	10000000	194.184
CPD-21470	9-{[(2E)-4-[(2S,4R,5R)-4,5-dihydroxy-5-[(2E,4R,5S)-5-hydroxy-4-methylhex-2-en-1-yl]-3-oxooxan-2-yl]-3-methylbut-2-enoyl]oxy}nonanoate|deoxymupirocin P	C26H41O9	10000000	497.604
CPD-20791	hapalindole U	C21H24N2	10000000	304.434
2-ACETO-LACTATE	(2S)-2-hydroxy-2-methyl-3-oxobutanoate|(S)-2-acetolactate|(S)-2-hydroxy-2-methyl-3-oxobutanoate|alpha-acetolactate	C5H7O4	10000000	131.108
CPD-16583	3alpha,6beta,7beta-trihydroxy-5beta-cholan-24-oic acid|5beta-cholanic acid-3alpha,6beta,7beta-triol|beta-muricholate|beta-muricholic acid	C24H39O5	10000000	407.569
CPD-19008	2-carboxyethyl-CoM	C4H6O5S2	10000000	198.208
CPD-9948	epoxypseudoisoeugenol-2-methylbutanoate|epoxypseudoisoeugenol-2-methylbutyrate	C15H20O4	10000000	264.321
CPD0-1498	N-amino DAP	C7H14N3O4	10000000	204.205
CPD-18334	1,4-diketo-2-naphthoate|1,4-dioxo-2-naphthoate|2-carboxy-1,4-naphthoquinone	C11H5O4	10000000	201.158
CYCLOARTENOL	9beta,19-cyclo-24-lanosten-3beta-ol|cycloart-24(25)-enol|cycloartenol	C30H50O	10000000	426.724
CPD0-2443	calcium pantothenate	noformula	10000000	476.53802
CPD-14131	(2E,4Z)-2-amino-5-carboxymuconate-6-semialdehyde|(2E,4Z)-2-amino-5-carboxymuconic-6-semialdehyde|(2Z,4E)-5-amino-2-formylhexa-2,4-dienedioate	C7H5NO5	10000000	183.12
CPD-18872	12-ethyl-8-isobutylbacteriochlorophyll e	C52H63N4O5Mg	10000000	848.398
CPD-11977	(2Z,6Z,10E)-tetraprenyl diphosphate|2,6-cis,10-trans-tetraprenyl diphosphate|omega,E,Z,Z-tetraprenyl diphosphate	C20H33O7P2	10000000	447.424
CPD-19264	(2Z)-4-{9,10-dihydroxy-5-methyl-1-oxo-3H,4H-naphtho[2,3-c]pyran-3-yl}-4-(dimethylamino)-3-hydroxybut-2-enamide	C20H22N2O6	10000000	386.404
CPD-9320	3''-hydroxy-geranylhydroquinone	C16H22O3	10000000	262.348
3-4DH3-4DH9FLUORENONE	3,4-dihydroxy-3,4-dihydro-9-fluorenone	C13H10O3	10000000	214.22
CPD-21213	4,9,13,17,21-pentamethyldocosa-4,6,8,12,16,20-hexaenal	C27H42O	10000000	382.628
CPD-3623	1,10-decanedioic acid|1,8-Octanedicarboxylic acid|decanedicarboxylic acid|decanedioic acid|n-decanedioic acid|sebacate|sebacic acid	C10H16O4	10000000	200.234
CPD-16776	3,4',5,7-tetrahydroxy-3',6-dimethoxyflavone|4',5,7-trihydroxy-3',6-dimethoxyflavonol|quercetagetin 3',6-dimethyl ether|spinacetin	C17H13O8	10000000	345.285
CPD-13878	epishionone	C30H50O	10000000	426.724
CPD-342	5alpha-androstane-3,17-dione|androstane-3,17-dione|androstanedione|dihydroandrostenedione	C19H28O2	10000000	288.429
7-DEOXYLOGANIN	7-deoxyloganin	C17H26O9	10000000	374.387
7E9E11Z14Z-5S6R-6-CYSTEIN-S-YL	(7E,9E,11Z,14Z)-(5S,6R)-6-(cystein-S-yl)-5- hydroxyeicosa-7,9,11,14-tetraenoate|(7E,9E,11Z,14Z)-(5S,6R)-6-(cystein-S-yl)-5-hydroxyicosa-7,9,11, 14-tetraenoate|6-(2-amino-2-carboxy-ethyl)sulfanyl-5-hydroxy-icosa-7,9,11,14- tetraenoic acid|leukotriene-E4	C23H36NO5S	10000000	438.601
CPD-12389	1-(methylsulfanyl)-4-aci-nitrobutane|4-(methylsulfanyl)butan-1-ylideneazinate	C5H11NO2S	10000000	149.207
CPD-20562	2MeO,6'OH-BDE68|3,5-dibromo-2-(3,5-dibromo-2-methoxyphenoxy)phenol	C13H8O3Br4	10000000	531.82
CPD-433	N-acetyl-L-leucine	C8H14NO3	10000000	172.203
KCL	potassium chloride	noformula	10000000	74.551
CPD-15831	1-(6-amino-9H-purin-9-yl)-1-deoxy-N-ethyl-beta-D-ribofuranuronamide|N-ethyl-5'-carboxamidoadenosine|NECA|adenosine-5'-(N-ethylcarboxamide)	C12H16N6O4	10000000	308.296
CPD-13243	(E)-geranyl phosphate|2,6-octadien-1-ol, 3,7-dimethyl-, 1-(dihydrogen phosphate), (2E)-|geranyl monophosphate|geranyl-PP|geranyl-monophosphate|geranyl-phosphate|trans-geranyl phosphate	C10H17O4P	10000000	232.216
CPD-15587	6-deoxy-D-talose	C6H12O5	10000000	164.158
CPD-12379	eu-melanin|eumelanin	noformula	10000000	10000000
CPD-7990	DFML|DL -alpha-difluoromethyllysine	C7H15N2O2F2	10000000	197.204
CPD-9663	(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-5-(hydroxymethyl)cyclohexan-1-one|2-epi-5-epi-valiolone	C7H12O6	10000000	192.168
RIBULOSE-5P	D-ribulose 5-phosphate|D-ribulose-5-P|ribulose-5-P|ribulose-5P	C5H9O8P	10000000	228.095
CPD-9926	BPH-652	C16H16O7PSK3	10000000	500.626
CPD-20967	(2-methylphenyl)acetonitrile	C9H9NO	10000000	147.176
CPD-9043	cobalt-precorrin-6A|cobalt-precorrin-6x	C44H45N4O16Co	10000000	944.787
CPD-17527	(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-5-(phosphooxymethyl)cyclohexanone|2-epi-5-epi-valiolone 7-phosphate	C7H11O9P	10000000	270.132
CPD-721	3-O-methylgallate	C8H7O5	10000000	183.14
ITP	ITP|inosine triphosphate|inosine, 5'-(tetrahydrogen triphosphate)	C10H11N4O14P3	10000000	504.137
CPD-20027	(3S)-3,7-diaminoheptanoate|L-beta-homolysine	C7H17N2O2	10000000	161.223
CPD-13647	4-coumaroylhexanoylmethane|p-coumaroylhexanoylmethane	C16H20O3	10000000	260.332
CPD-21293	2-hydroxyliquiritigenin	C15H12O5	10000000	272.257
AMP-GROUP	AMP group|adenosine 5'-phosphate group	C10H12N5O7P	10000000	345.208
CPD-15942	josamycin	C42H70NO15	10000000	829.013
CPD-7756	octadecyl octacosanoate	C46H92O2	10000000	677.232
CPD-15893	reduced methyl viologen	C12H16N2	10000000	188.272
CMP-N-ACETYL-NEURAMINATE	CMP-N-acetyl-beta-neuraminate|cytidine monophosphate N-acetyl-beta-neuraminate|cytidine monophosphate N-acetyl-beta-neuraminic acid	C20H29N4O16P	10000000	612.44
CPD-4127	isofucosterol	C29H48O	10000000	412.698
CPD-9040	cobalt-precorrin-3	C43H40N4O16Co	10000000	927.736
A-24-DIOXOTETRAHYDROPYRIMIDINE-D-RIBONU	a 2,4-dioxotetrahydropyrimidine D-ribonucleotide	C9H13N2O9P	10000000	324.183
CPD-17575	2-nitrocyclohexan-1-one	C6H9NO3	10000000	143.142
CPD-11405	3-iodothyronamine|T1AM	C14H15NO2I	10000000	356.182
CPD-8951	Deferoxamine|deferoxamine mesylate|desferal	C26H52N6O11S	10000000	656.79
CPD-5661	(3R,6'R)-beta,epsilon-caroten-3-ol|3-hydroxy-alpha-carotene|beta,epsilon-carotene-3-ol|zeinoxanthin	C40H56O	10000000	552.882
CPD0-1093	8-OH-dATP	C10H14N5O13P3	10000000	505.168
CPD-18144	1,2-dihydro-3H-indol-3-one|3-oxoindole|indolin-3-one	C8H7NO	10000000	133.149
GMP	GMP|guanosine 5'-phosphate|guanosine monophosphate|guanosine phosphate|guanosine-5'-monophosphate|guanylate|guanylic acid	C10H12N5O8P	10000000	361.207
DIHYDROKAEMPFEROL-CMPD	(+)-aromadendrin|(+)-dihydrokaempferol|(2R,3R)-dihydrokaempferol	C15H12O6	10000000	288.256
CPD0-1951	1-Thioglycerol|3-mercapto-1,2-propanediol|alpha-monothioglycerol	C3H8O2S	10000000	108.155
ACETYLMALTOSE	1-O-acetyl-alpha-maltose	C14H24O12	10000000	384.336
3-4DHFLUORENE	3,4-dihydroxyfluorene	C13H10O2	10000000	198.221
CPD-926	DBF|dibenzofuran|diphenylene oxide	C12H8O	10000000	168.195
CPD-18356	CDP-1-palmitoyl-2-cis-vaccenoylglycerol	C46H81N3O15P2	10000000	978.104
CPD-20552	3,3',5,5'-tetrabromo-2,2'-biphenyldiol|MC21-A	C12H5O2Br4	10000000	500.786
CPD-20624	isorenieratene|phi,phi-carotene	C40H48	10000000	528.819
CPD-16690	3alpha-hydroxy-ent-kaurene	C20H32O	10000000	288.472
CPD-9935	(6aS)-2,10-dimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-1,11-diol|(S)-corytuberine	C19H22NO4	10000000	328.387
CPD0-1661	FMA|alpha-monofluoromethylagmatine	C6H15N4F	10000000	162.21
CPD-3343	isoformononetin	C16H12O4	10000000	268.268
CPD-10805	N-(octanoyl)-L-homoserine|N-(octanoyl)homoserine	C12H22NO4	10000000	244.31
CPD0-1330	1-phospho-N-acetylmuramoyl-L-alanyl-D-glutamate|P1-MurNAc-L-Ala-D-Glu	C19H28N3O15P	10000000	569.415
CPD-13457	neocarratetraose 4-O-sulfate	C24H37O22S	10000000	709.603
CPD-207	phenylacetate-CoA|phenylacetyl-CoA	C29H38N7O17P3S	10000000	881.637
CPD-15366	lesqueroloyl-CoA	C41H68N7O18P3S	10000000	1072.006
CPD-21145	azlocillin	C20H22N5O6S	10000000	460.484
CPD-20217	sesterfisherate|sesterfisheric acid	C25H39O3	10000000	387.581
4-FLUOROBENZOATE	4-fluorobenzoate|p-fluorobenzoic acid	C7H4O2F	10000000	139.106
CPD-657	Carbodiimide|cyanamide	CH2N2	10000000	42.04
CPD-15076	(Z)-6'-hydroxyferulate|cis-6'-hydroxyferulate|cis-6'-hydroxyferulic acid	C10H9O5	10000000	209.178
DEACETYLISOIPECOSIDE	(1S)-deacetylisoipecoside|N-deacetylisoipecoside|deacetylisoipecoside	C25H34NO11	10000000	524.544
CPD-10137	CDP-N-methyl-L-glucosamine	C16H27N4O15P2	10000000	577.355
CPD-9286	n-heptane	C7H16	10000000	100.203
CPD-19440	3,7-dimethoxy-1,2-didehydrocrinan|bulphanidine|buphanidrine	C18H21NO4	10000000	315.368
CPD-1091	(-)-ureidoglycolate|(2S)-(carbamoylamino)(hydroxy)acetate|(S)-(-)-ureidoglycolate|(S)-ureidoglycolate|ureidoglycolate	C3H5N2O4	10000000	133.083
CPD-15811	cinerulose B	C6H10O4	10000000	146.143
CPD-11896	beta-D-lyxopyranose|beta-D-lyxose	C5H10O5	10000000	150.131
CPD-21445	(RS)-3-hydroxy-1,2-epoxypropane|2,3-epoxy-1-propanol|3-hydroxy-1,2-epoxypropane|3-hydroxypropylene oxide|glycidol|oxiran-2-ylmethanol	C3H6O2	10000000	74.079
CPD-8490	1-decanal|Capric aldehyde|capraldehyde|decanal|n-decanal|n-decyl aldehyde	C10H20O	10000000	156.267
CPD-16166	beta-chitobiose 6'-phosphate	C12H25N2O12P	10000000	420.309
CPD0-2216	cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C39H74NO8P	10000000	715.989
CPD-21539	L-histidyl-L-leucine	C12H20N4O3	10000000	268.315
CPD-9406	(2S)-ethylmalonyl-CoA|(S)-ethylmalonyl-CoA	C26H37N7O19P3S	10000000	876.595
CPD-19232	dimethyl disulfide	C2H6S2	10000000	94.189
CPD-12544	alpha-D-glucosamine 6-O-sulfate|alpha-D-glucosamine 6-sulfate	C6H13NO8S	10000000	259.231
CPD0-2337	2,3-dimethyl-1,4-naphthoquinone	C12H10O2	10000000	186.21
CPD-18673	(4E,9R,11R)-9,11-dihydroxy-2,4-dimethyl-3-oxotriacont-4-enoate|C32-carboxyphthiodiolenone	C32H59O5	10000000	523.815
2-CHLOROETHANOL	2-chloroethanol	C2H5OCl	10000000	80.514
CPD-7421	alpha-cryptoxanthin|beta,epsilon-caroten-3'-ol	C40H56O	10000000	552.882
CPD-13376	XXLG xyloglucan oligosaccharide	C45H76O38	10000000	1225.073
OCTADEC-9-ENE-118-DIOIC-ACID	1,18-9Z-octadecenedioic acid|18-carboxyl oleate|alpha,omega-9Z-octadecenedioate|alpha,omega-9Z-octadecenedioic acid|octadecenedioate	C18H30O4	10000000	310.433
CPD-316	4a,5-dihydroriboflavine|7,8-dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)-4a,5-dihydroisoalloxazine|7,8-dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)-5,10-dihydrobenzo[g]pteridine-2,4(3H,4aH)-dione|reduced riboflavin	C17H22N4O6	10000000	378.384
CPD-15421	clorobiocin	C35H36N2O11Cl	10000000	696.129
CPD-8773	4-methylbenzaldehyde|4-tolualdehyde|p-4-methylbenzaldehyde|p-tolualdehyde|p-toluylaldehyde|para-tolualdehyde	C8H8O	10000000	120.151
CPD-20622	hypholomine B	C26H18O10	10000000	490.422
CPD-14049	N-hydroxytrihomomethionine	C8H16NO3S	10000000	206.279
CPD-19893	3-epoxy-16-methoxy-2,3-dihydrotabersonine	C22H27N2O4	10000000	383.466
CPD-18563	(E)-2,4,6-trimethyltetracos-2-enoate|(E)-2,4,6-trimethyltetracos-2-enoic acid|C27-mycolipenate|C27-mycolipenic acid|mycolipenate|mycolipenic acid|phthioenoate|phthioenoic acid	C27H51O2	10000000	407.699
CPD-12756	dihydrogenphosphite|hydrogenphosphonate	H2O3P	10000000	80.988
CPD-687	hydrogenobyrinate|hydrogenobyrinic acid	C45H54N4O14	10000000	874.94
CPD-14213	gentamicin C1|gentamycin C1	C21H48N5O7	10000000	482.639
CPD-20619	3-hydroxybisnoryangonin	C13H9O5	10000000	245.211
CPD-467	S-(2-sulfoethyl)cysteine|sulfoethylcysteine	C5H10NO5S2	10000000	228.258
CPD0-1345	2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate|hydroxymethyl-dCDP	C10H14N3O11P2	10000000	414.182
CPD-10366	nodularin	C41H59N8O10	10000000	823.965
CPD-21532	4-{[(2S,5S)-5-[(4-hydroxyphenyl)methyl] piperazin-2-yl]methyl}phenol	C18H23N2O2	10000000	299.392
CPD-15665	N-acetyl-beta-D-galactosaminouronate|N-acetyl-beta-D-galactosaminouronic acid	C8H12NO7	10000000	234.185
