ModelSEED ID	External ID	External Name
R310-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R310-RXN	P344-PWY	superpathway of acrylonitrile degradation
R310-RXN	PWY-7308	acrylonitrile degradation I
R311-RXN	Acrylonitrile-Degradation	Acrylonitrile Degradation
R311-RXN	Degradation	Degradation/Utilization/Assimilation
R311-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R311-RXN	P344-PWY	superpathway of acrylonitrile degradation
R311-RXN	PWY-7308	acrylonitrile degradation I
R312-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R312-RXN	Degradation	Degradation/Utilization/Assimilation
R312-RXN	P345-PWY	aldoxime degradation
R313-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R313-RXN	Degradation	Degradation/Utilization/Assimilation
R313-RXN	P345-PWY	aldoxime degradation
R321-RXN	Adenosylcobamide-Biosynthesis	Adenosylcobamide Biosynthesis
R321-RXN	Cobalamin-Biosynthesis	Cobamide Biosynthesis
R321-RXN	Cobamide-De-Novo-Biosynthesis	Cobamide <i>de novo</i> Biosynthesis
R321-RXN	Cobyrinate-diamide-Biosynthesis	cob(II)yrinate <i>a,c</i>-diamide biosynthesis
R321-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
R321-RXN	De-Novo-Adenosylcobalamin-Biosynthesis	Adenosylcobalamin <i>de novo</i> Biosynthesis
R321-RXN	P381-PWY	adenosylcobalamin biosynthesis II (aerobic)
R321-RXN	PWY-7376	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)
R321-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
R322-RXN	Adenosylcobamide-Biosynthesis	Adenosylcobamide Biosynthesis
R322-RXN	Cobalamin-Biosynthesis	Cobamide Biosynthesis
R322-RXN	Cobamide-De-Novo-Biosynthesis	Cobamide <i>de novo</i> Biosynthesis
R322-RXN	Cobyrinate-diamide-Biosynthesis	cob(II)yrinate <i>a,c</i>-diamide biosynthesis
R322-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
R322-RXN	De-Novo-Adenosylcobalamin-Biosynthesis	Adenosylcobalamin <i>de novo</i> Biosynthesis
R322-RXN	P381-PWY	adenosylcobalamin biosynthesis II (aerobic)
R322-RXN	PWY-7376	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)
R322-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
R341-RXN	Adenosylcobamide-Biosynthesis	Adenosylcobamide Biosynthesis
R341-RXN	Cobalamin-Biosynthesis	Cobamide Biosynthesis
R341-RXN	Cobamide-De-Novo-Biosynthesis	Cobamide <i>de novo</i> Biosynthesis
R341-RXN	Cobyrinate-diamide-Biosynthesis	cob(II)yrinate <i>a,c</i>-diamide biosynthesis
R341-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
R341-RXN	De-Novo-Adenosylcobalamin-Biosynthesis	Adenosylcobalamin <i>de novo</i> Biosynthesis
R341-RXN	P381-PWY	adenosylcobalamin biosynthesis II (aerobic)
R341-RXN	PWY-7376	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)
R341-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
R342-RXN	Adenosylcobamide-Biosynthesis	Adenosylcobamide Biosynthesis
R342-RXN	Cobalamin-Biosynthesis	Cobamide Biosynthesis
R342-RXN	Cobamide-De-Novo-Biosynthesis	Cobamide <i>de novo</i> Biosynthesis
R342-RXN	Cobyrinate-diamide-Biosynthesis	cob(II)yrinate <i>a,c</i>-diamide biosynthesis
R342-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
R342-RXN	De-Novo-Adenosylcobalamin-Biosynthesis	Adenosylcobalamin <i>de novo</i> Biosynthesis
R342-RXN	P381-PWY	adenosylcobalamin biosynthesis II (aerobic)
R342-RXN	PWY-7376	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)
R342-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
R343-RXN	Adenosylcobamide-Biosynthesis	Adenosylcobamide Biosynthesis
R343-RXN	Cobalamin-Biosynthesis	Cobamide Biosynthesis
R343-RXN	Cobamide-De-Novo-Biosynthesis	Cobamide <i>de novo</i> Biosynthesis
R343-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
R343-RXN	De-Novo-Adenosylcobalamin-Biosynthesis	Adenosylcobalamin <i>de novo</i> Biosynthesis
R343-RXN	P381-PWY	adenosylcobalamin biosynthesis II (aerobic)
R343-RXN	PWY-5507	adenosylcobalamin biosynthesis I (anaerobic)
R343-RXN	PWY-7962	adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide
R343-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
R344-RXN	Adenosylcobamide-Biosynthesis	Adenosylcobamide Biosynthesis
R344-RXN	Cobalamin-Biosynthesis	Cobamide Biosynthesis
R344-RXN	Cobamide-De-Novo-Biosynthesis	Cobamide <i>de novo</i> Biosynthesis
R344-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
R344-RXN	De-Novo-Adenosylcobalamin-Biosynthesis	Adenosylcobalamin <i>de novo</i> Biosynthesis
R344-RXN	P381-PWY	adenosylcobalamin biosynthesis II (aerobic)
R344-RXN	PWY-5507	adenosylcobalamin biosynthesis I (anaerobic)
R344-RXN	PWY-7962	adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide
R344-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
R345-RXN	Adenosylcobamide-Biosynthesis	Adenosylcobamide Biosynthesis
R345-RXN	Cobalamin-Biosynthesis	Cobamide Biosynthesis
R345-RXN	Cobamide-De-Novo-Biosynthesis	Cobamide <i>de novo</i> Biosynthesis
R345-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
R345-RXN	De-Novo-Adenosylcobalamin-Biosynthesis	Adenosylcobalamin <i>de novo</i> Biosynthesis
R345-RXN	P381-PWY	adenosylcobalamin biosynthesis II (aerobic)
R345-RXN	PWY-5507	adenosylcobalamin biosynthesis I (anaerobic)
R345-RXN	PWY-7962	adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide
R345-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
R346-RXN	B12-Salvage-From-Cobinamide	Adenosylcobalamin Salvage from Cobinamide
R346-RXN	Cobalamin-Biosynthesis	Cobamide Biosynthesis
R346-RXN	Cobamide-Salvage	Cobinamide Salvage
R346-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
R346-RXN	PWY-6269	superpathway of adenosylcobalamin salvage from cobinamide II
R346-RXN	PWY-7972	adenosylcobinamideGDP salvage from cobinamide II
R346-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
R361-RXN	4-Nitrotoluene-Degradation	4-Nitrotoluene Degradation
R361-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R361-RXN	Degradation	Degradation/Utilization/Assimilation
R361-RXN	Nitro-Toluene-Degradation	Nitrotoluene Degradation
R361-RXN	Nitroaromatic-Degradation	Nitroaromatic Compound Degradation
R361-RXN	P421-PWY	4-nitrotoluene degradation I
R362-RXN	4-Nitrotoluene-Degradation	4-Nitrotoluene Degradation
R362-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R362-RXN	Degradation	Degradation/Utilization/Assimilation
R362-RXN	Nitro-Toluene-Degradation	Nitrotoluene Degradation
R362-RXN	Nitroaromatic-Degradation	Nitroaromatic Compound Degradation
R362-RXN	P421-PWY	4-nitrotoluene degradation I
R363-RXN	4-Nitrotoluene-Degradation	4-Nitrotoluene Degradation
R363-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R363-RXN	Degradation	Degradation/Utilization/Assimilation
R363-RXN	Nitro-Toluene-Degradation	Nitrotoluene Degradation
R363-RXN	Nitroaromatic-Degradation	Nitroaromatic Compound Degradation
R363-RXN	P421-PWY	4-nitrotoluene degradation I
R364-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R364-RXN	Degradation	Degradation/Utilization/Assimilation
R364-RXN	Nitroaromatic-Degradation	Nitroaromatic Compound Degradation
R364-RXN	Nitrobenzoate-Degradation	Nitrobenzoate Degradation
R364-RXN	PWY-2381	4-nitrobenzoate degradation
R365-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R365-RXN	Degradation	Degradation/Utilization/Assimilation
R365-RXN	Nitroaromatic-Degradation	Nitroaromatic Compound Degradation
R365-RXN	Nitrobenzoate-Degradation	Nitrobenzoate Degradation
R365-RXN	PWY-2381	4-nitrobenzoate degradation
R421-RXN	Degradation	Degradation/Utilization/Assimilation
R421-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R421-RXN	P481-PWY	adamantanone degradation
R422-RXN	Degradation	Degradation/Utilization/Assimilation
R422-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R422-RXN	P481-PWY	adamantanone degradation
R423-RXN	Degradation	Degradation/Utilization/Assimilation
R423-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R423-RXN	P481-PWY	adamantanone degradation
R424-RXN	Degradation	Degradation/Utilization/Assimilation
R424-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R424-RXN	P481-PWY	adamantanone degradation
R425-RXN	Degradation	Degradation/Utilization/Assimilation
R425-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R425-RXN	P482-PWY	arsonoacetate degradation
R461-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R461-RXN	Atrazine-Degradation	Atrazine Degradation
R461-RXN	Degradation	Degradation/Utilization/Assimilation
R461-RXN	PWY-5727	atrazine degradation II
R461-RXN	s-Triazine-Degradation	<i>s</i>-Triazine Degredation
R462-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R462-RXN	Atrazine-Degradation	Atrazine Degradation
R462-RXN	Degradation	Degradation/Utilization/Assimilation
R462-RXN	PWY-5727	atrazine degradation II
R462-RXN	s-Triazine-Degradation	<i>s</i>-Triazine Degredation
R464-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R464-RXN	Degradation	Degradation/Utilization/Assimilation
R464-RXN	PWY-5726	deethylsimazine degradation
R464-RXN	s-Triazine-Degradation	<i>s</i>-Triazine Degredation
R465-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R465-RXN	Degradation	Degradation/Utilization/Assimilation
R465-RXN	PWY-5726	deethylsimazine degradation
R465-RXN	s-Triazine-Degradation	<i>s</i>-Triazine Degredation
R468-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R468-RXN	Atrazine-Degradation	Atrazine Degradation
R468-RXN	Degradation	Degradation/Utilization/Assimilation
R468-RXN	PWY-5169	cyanurate degradation
R468-RXN	PWY-5724	superpathway of atrazine degradation
R468-RXN	s-Triazine-Degradation	<i>s</i>-Triazine Degredation
R5-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R5-RXN	Degradation	Degradation/Utilization/Assimilation
R5-RXN	GALLATE-DEG	Gallate Degradation
R5-RXN	P3-PWY	gallate degradation III (anaerobic)
R501-RXN	AMINE-DEG	Amine and Polyamine Degradation
R501-RXN	Degradation	Degradation/Utilization/Assimilation
R501-RXN	P561-PWY	proline betaine degradation
R502-RXN	AMINE-DEG	Amine and Polyamine Degradation
R502-RXN	Degradation	Degradation/Utilization/Assimilation
R502-RXN	P561-PWY	proline betaine degradation
R521-RXN	Degradation	Degradation/Utilization/Assimilation
R521-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R521-RXN	P581-PWY	thiocyanate degradation I
R521-RXN	Thiocyanate-Degradation	Thiocyanate Degradation
R524-RXN	CYANCAT-PWY	cyanate degradation
R524-RXN	Degradation	Degradation/Utilization/Assimilation
R524-RXN	Detoxification	Detoxification
R524-RXN	NITROGEN-DEG	Nitrogen Compound Metabolism
R524-RXN	Noncarbon-Nutrients	Inorganic Nutrient Metabolism
R525-RXN	CHLORINATED-COMPOUNDS-DEG	Chlorinated Compound Degradation
R525-RXN	Carbon-tetrachloride-degradation	Carbon Tetrachloride Degradation
R525-RXN	Degradation	Degradation/Utilization/Assimilation
R525-RXN	PWY-5370	carbon tetrachloride degradation I
R526-RXN	CHLORINATED-COMPOUNDS-DEG	Chlorinated Compound Degradation
R526-RXN	Carbon-tetrachloride-degradation	Carbon Tetrachloride Degradation
R526-RXN	Degradation	Degradation/Utilization/Assimilation
R526-RXN	PWY-5370	carbon tetrachloride degradation I
R527-RXN	CHLORINATED-COMPOUNDS-DEG	Chlorinated Compound Degradation
R527-RXN	Carbon-tetrachloride-degradation	Carbon Tetrachloride Degradation
R527-RXN	Degradation	Degradation/Utilization/Assimilation
R527-RXN	PWY-5370	carbon tetrachloride degradation I
R541-RXN	Camphor-Degradation	Camphor Degradation
R541-RXN	Degradation	Degradation/Utilization/Assimilation
R541-RXN	P601-PWY	(+)-camphor degradation
R541-RXN	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
R541-RXN	TERPENOID-DEG	Terpenoid Degradation
R542-RXN	Camphor-Degradation	Camphor Degradation
R542-RXN	Degradation	Degradation/Utilization/Assimilation
R542-RXN	P601-PWY	(+)-camphor degradation
R542-RXN	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
R542-RXN	TERPENOID-DEG	Terpenoid Degradation
R543-RXN	Camphor-Degradation	Camphor Degradation
R543-RXN	Degradation	Degradation/Utilization/Assimilation
R543-RXN	P601-PWY	(+)-camphor degradation
R543-RXN	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
R543-RXN	TERPENOID-DEG	Terpenoid Degradation
R544-RXN	Camphor-Degradation	Camphor Degradation
R544-RXN	Degradation	Degradation/Utilization/Assimilation
R544-RXN	P601-PWY	(+)-camphor degradation
R544-RXN	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
R544-RXN	TERPENOID-DEG	Terpenoid Degradation
R545-RXN	Camphor-Degradation	Camphor Degradation
R545-RXN	Degradation	Degradation/Utilization/Assimilation
R545-RXN	P601-PWY	(+)-camphor degradation
R545-RXN	PWY-6989	(-)-camphor degradation
R545-RXN	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
R545-RXN	TERPENOID-DEG	Terpenoid Degradation
R546-RXN	Camphor-Degradation	Camphor Degradation
R546-RXN	Degradation	Degradation/Utilization/Assimilation
R546-RXN	P601-PWY	(+)-camphor degradation
R546-RXN	PWY-6989	(-)-camphor degradation
R546-RXN	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
R546-RXN	TERPENOID-DEG	Terpenoid Degradation
R547-RXN	Camphor-Degradation	Camphor Degradation
R547-RXN	Degradation	Degradation/Utilization/Assimilation
R547-RXN	P601-PWY	(+)-camphor degradation
R547-RXN	PWY-6989	(-)-camphor degradation
R547-RXN	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
R547-RXN	TERPENOID-DEG	Terpenoid Degradation
R561-RXN	Degradation	Degradation/Utilization/Assimilation
R561-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R561-RXN	P621-PWY	nylon-6 oligomer degradation
R562-RXN	Degradation	Degradation/Utilization/Assimilation
R562-RXN	Other-Degradation	Degradation/Utilization/Assimilation-Other
R562-RXN	P621-PWY	nylon-6 oligomer degradation
R581-RXN	Detoxification	Detoxification
R581-RXN	Mercury-Detoxification	Mercury Detoxification
R581-RXN	P641-PWY	phenylmercury acetate degradation
R6-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R6-RXN	Degradation	Degradation/Utilization/Assimilation
R6-RXN	GALLATE-DEG	Gallate Degradation
R6-RXN	P3-PWY	gallate degradation III (anaerobic)
R601-RXN	ANAEROBIC-RESPIRATION	Anaerobic Respiration
R601-RXN	Alcohol-Biosynthesis	Fermentation to Alcohols
R601-RXN	Amino-Acid-Degradation	Amino Acid Degradation
R601-RXN	Autotrophic-CO2-Fixation	Autotrophic CO<sub>2</sub> Fixation
R601-RXN	C1-COMPOUNDS	C1 Compound Utilization and Assimilation
R601-RXN	CO2-Fixation	CO<sub>2</sub> Fixation
R601-RXN	Degradation	Degradation/Utilization/Assimilation
R601-RXN	Electron-Transfer	Electron Transfer
R601-RXN	Energy-Metabolism	Generation of Precursor Metabolite and Energy
R601-RXN	FERMENTATION-PWY	mixed acid fermentation
R601-RXN	Fermentation	
R601-RXN	Fermentation-to-Acids	Fermentation to Short-Chain Fatty Acids
R601-RXN	Fermentation-to-propanoate	Fermentation to Propanoate
R601-RXN	GLUTAMATE-DEG	L-glutamate Degradation
R601-RXN	P108-PWY	pyruvate fermentation to propanoate I
R601-RXN	P23-PWY	reductive TCA cycle I
R601-RXN	P42-PWY	incomplete reductive TCA cycle
R601-RXN	PWY-5088	L-glutamate degradation VIII (to propanoate)
R601-RXN	PWY-5392	reductive TCA cycle II
R601-RXN	PWY-6146	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism
R601-RXN	PWY0-1336	NADH to fumarate electron transfer
R601-RXN	PWY0-1576	hydrogen to fumarate electron transfer
R601-RXN	PWY0-1582	glycerol-3-phosphate to fumarate electron transfer
R601-RXN	Proteinogenic-Amino-Acids-Degradation	Proteinogenic Amino Acid Degradation
R601-RXN	Pyruvate-Degradation	Fermentation of Pyruvate
R601-RXN	Pyruvate-Ethanol-Fermentation	Pyruvate Fermentation to Ehanol
R601-RXN	Pyruvate-Propanoate-Fermentation	Pyruvate Fermentation to Propanoate
R601-RXN	REDCITCYC	TCA cycle VIII (helicobacter)
R601-RXN	Reductive-TCA-Cycles	Reductive TCA Cycles
R601-RXN	Respiration	
R601-RXN	TCA-VARIANTS	TCA cycle
R602-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R602-RXN	Degradation	Degradation/Utilization/Assimilation
R602-RXN	P661-PWY	dibenzo-<I>p</I>-dioxin degradation
R603-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R603-RXN	Degradation	Degradation/Utilization/Assimilation
R603-RXN	P661-PWY	dibenzo-<I>p</I>-dioxin degradation
R604-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R604-RXN	Degradation	Degradation/Utilization/Assimilation
R604-RXN	P661-PWY	dibenzo-<I>p</I>-dioxin degradation
R605-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R605-RXN	Degradation	Degradation/Utilization/Assimilation
R605-RXN	P661-PWY	dibenzo-<I>p</I>-dioxin degradation
R606-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R606-RXN	Degradation	Degradation/Utilization/Assimilation
R606-RXN	P662-PWY	dibenzofuran degradation
R607-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R607-RXN	Degradation	Degradation/Utilization/Assimilation
R607-RXN	P662-PWY	dibenzofuran degradation
R607-RXN	PWY-7009	2,2'-dihydroxybiphenyl degradation
R608-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R608-RXN	Degradation	Degradation/Utilization/Assimilation
R608-RXN	P662-PWY	dibenzofuran degradation
R608-RXN	PWY-7009	2,2'-dihydroxybiphenyl degradation
R62-RXN	Degradation	Degradation/Utilization/Assimilation
R62-RXN	Energy-Metabolism	Generation of Precursor Metabolite and Energy
R62-RXN	Fermentation	
R62-RXN	NUCLEO-DEG	Nucleoside and Nucleotide Degradation
R62-RXN	P164-PWY	purine nucleobases degradation I (anaerobic)
R62-RXN	PWY-5497	purine nucleobases degradation II (anaerobic)
R62-RXN	Purine-Degradation	Purine Nucleotide Degradation
R63-RXN	Degradation	Degradation/Utilization/Assimilation
R63-RXN	Energy-Metabolism	Generation of Precursor Metabolite and Energy
R63-RXN	Fermentation	
R63-RXN	NUCLEO-DEG	Nucleoside and Nucleotide Degradation
R63-RXN	P164-PWY	purine nucleobases degradation I (anaerobic)
R63-RXN	PWY-5497	purine nucleobases degradation II (anaerobic)
R63-RXN	Purine-Degradation	Purine Nucleotide Degradation
R7-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R7-RXN	Degradation	Degradation/Utilization/Assimilation
R7-RXN	GALLATE-DEG	Gallate Degradation
R7-RXN	P3-PWY	gallate degradation III (anaerobic)
R8-RXN	AROMATIC-COMPOUNDS-DEGRADATION	Aromatic Compound Degradation
R8-RXN	Degradation	Degradation/Utilization/Assimilation
R8-RXN	GALLATE-DEG	Gallate Degradation
R8-RXN	P3-PWY	gallate degradation III (anaerobic)
R82-RXN	Amino-Acid-Biosynthesis	Amino Acid Biosynthesis
R82-RXN	Degradation	Degradation/Utilization/Assimilation
R82-RXN	IND-AMINO-ACID-SYN	Proteinogenic Amino Acid Biosynthesis
R82-RXN	METHIONINE-SYN	L-methionine Biosynthesis
R82-RXN	MTR-1P-Degradation	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation
R82-RXN	Methionine-Salvage	L-methionine Salvage
R82-RXN	NUCLEO-DEG	Nucleoside and Nucleotide Degradation
R82-RXN	PWY-4361	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I
R82-RXN	PWY-7270	L-methionine salvage cycle II (plants)
R82-RXN	PWY-7527	L-methionine salvage cycle III
R82-RXN	PWY-7528	L-methionine salvage cycle I (bacteria and plants)
R83-RXN	Amino-Acid-Biosynthesis	Amino Acid Biosynthesis
R83-RXN	Degradation	Degradation/Utilization/Assimilation
R83-RXN	IND-AMINO-ACID-SYN	Proteinogenic Amino Acid Biosynthesis
R83-RXN	METHIONINE-SYN	L-methionine Biosynthesis
R83-RXN	MTR-1P-Degradation	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation
R83-RXN	Methionine-Salvage	L-methionine Salvage
R83-RXN	NUCLEO-DEG	Nucleoside and Nucleotide Degradation
R83-RXN	PWY-4361	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I
R83-RXN	PWY-7270	L-methionine salvage cycle II (plants)
R83-RXN	PWY-7527	L-methionine salvage cycle III
R83-RXN	PWY-7528	L-methionine salvage cycle I (bacteria and plants)
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	ALKALOIDS-SYN	Alkaloid Biosynthesis
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	INDOLE-ALKALOIDS	Indole Alkaloid Biosynthesis
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	PWY-5301	ajmaline and sarpagine biosynthesis
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	TERPENOID-ALKALOIDS	Terpenoid Alkaloid Biosynthesis
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RENILLA-LUCIFERIN-SULFOTRANSFERASE-RXN	Bioluminescence	Bioluminescence
RENILLA-LUCIFERIN-SULFOTRANSFERASE-RXN	PWY-7914	coral bioluminescence
RETICULINE-OXIDASE-RXN	ALKALOIDS-SYN	Alkaloid Biosynthesis
RETICULINE-OXIDASE-RXN	ISOQUINOLINE-ALKALOIDS	Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis
RETICULINE-OXIDASE-RXN	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RETICULINE-OXIDASE-RXN	PWY-3901	berberine biosynthesis
RETICULINE-OXIDASE-RXN	PWY-5287	sanguinarine and macarpine biosynthesis
RETICULINE-OXIDASE-RXN	PWY-6337	dehydroscoulerine biosynthesis
RETICULINE-OXIDASE-RXN	PWY-7138	noscapine biosynthesis
RETICULINE-OXIDASE-RXN	PWY-7507	chelerythrine biosynthesis
RETICULINE-OXIDASE-RXN	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RETINAL-OXIDASE-RXN	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RETINAL-OXIDASE-RXN	PWY-6875	retinoate biosynthesis II
RETINAL-OXIDASE-RXN	Vitamin-A-Biosynthesis	Vitamin A Biosynthesis
RETINAL-OXIDASE-RXN	Vitamin-Biosynthesis	Vitamin Biosynthesis
RFFTRANS-RXN	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RFFTRANS-RXN	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RFFTRANS-RXN	Cell-Structure-Biosynthesis	Cell Structure Biosynthesis
RFFTRANS-RXN	ECASYN-PWY	enterobacterial common antigen biosynthesis
RFFTRANS-RXN	Lipopolysaccharide-Biosynthesis	Lipopolysaccharide Biosynthesis
RFFTRANS-RXN	PWY-7315	dTDP-<i>N</i>-acetylthomosamine biosynthesis
RFFTRANS-RXN	PWY-7317	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis
RFFTRANS-RXN	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RFFTRANS-RXN	dTDP-Sugar-Biosynthesis	dTDP-sugar Biosynthesis
RHAMNISOM-RXN	Carbohydrates-Degradation	Carbohydrate Degradation
RHAMNISOM-RXN	Degradation	Degradation/Utilization/Assimilation
RHAMNISOM-RXN	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation
RHAMNISOM-RXN	L-rhamnose-Degradation	L-rhamnose Degradation
RHAMNISOM-RXN	RHAMCAT-PWY	L-rhamnose degradation I
RHAMNISOM-RXN	Sugars-And-Polysaccharides-Degradation	Sugar Degradation
RHAMNULOKIN-RXN	Carbohydrates-Degradation	Carbohydrate Degradation
RHAMNULOKIN-RXN	Degradation	Degradation/Utilization/Assimilation
RHAMNULOKIN-RXN	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation
RHAMNULOKIN-RXN	L-rhamnose-Degradation	L-rhamnose Degradation
RHAMNULOKIN-RXN	RHAMCAT-PWY	L-rhamnose degradation I
RHAMNULOKIN-RXN	Sugars-And-Polysaccharides-Degradation	Sugar Degradation
RHAMNULPALDOL-RXN	Carbohydrates-Degradation	Carbohydrate Degradation
RHAMNULPALDOL-RXN	Degradation	Degradation/Utilization/Assimilation
RHAMNULPALDOL-RXN	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation
RHAMNULPALDOL-RXN	L-rhamnose-Degradation	L-rhamnose Degradation
RHAMNULPALDOL-RXN	RHAMCAT-PWY	L-rhamnose degradation I
RHAMNULPALDOL-RXN	Sugars-And-Polysaccharides-Degradation	Sugar Degradation
RIB5PISOM-RXN	Acetate-Formation	Fermentation to Acetate
RIB5PISOM-RXN	Alcohol-Biosynthesis	Fermentation to Alcohols
