ID	NAMES	FORMULA	CHARGE	MASS
C04623	DDT|1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane|1,1,1-Trichloro-2,2-bis-(4'-chlorophenyl)ethane|Clofenotane|Dichlorodiphenyltrichloroethane	C14H9Cl5	10000000	351.9147
C04625	2,4-Dichloro-2,5-dihydro-5-oxofuran-2-acetate|3,5-Dichloro-2,5-dihydro-2-oxofuran-5-acetate	C6H4Cl2O4	10000000	209.9487
C04627	D-Galactosyl-N-acetyl-alpha-D-galactosaminide	C14H24NO11R	0	0
C04628	Coenzyme B|N-(7-Mercaptoheptanoyl)threonine 3-O-phosphate|N-(7-Mercaptoheptanoyl)threonine O3-phosphate|HTP	C11H22NO7PS	10000000	343.0855
C04630	UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose|UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine|UDP-N-acetylbacillosamine	C17H28N4O15P2	10000000	590.1026
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine|UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine|UDP-N-acetylglucosamine-3-O-pyruvateether|UDP-N-acetylglucosamine enolpyruvate|UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine	C20H29N3O19P2	10000000	677.087
C04632	[Hydroxymethylglutaryl-CoA reductase (NADPH)]	C4H6N2O3R2	0	0
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]|(R)-3-Hydroxypalmitoyl-[acyl-carrier protein]|(3R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]|(R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]	C16H31O2SR	0	0
C04634	1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate|1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate	C7H8O4	10000000	156.0423
C04635	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine|1-Alkenylglycerophosphoethanolamine	C7H15NO6PR	0	0
C04636	1-Acyl-2-linoleoyl-sn-glycero-3-phosphocholine	C27H50NO8PR	0	0
C04637	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate|1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate|Phosphatidyl-myo-inositol 4,5-bisphosphate|Phosphatidylinositol-4,5-bisphosphate|1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate)	C11H19O19P3R2	0	0
C04638	2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate|2,3-Bis-O-(geranylgeranyl)-sn-glycerol-1-phosphate|2,3-Digeranylgeranyl sn-glycerol 1-phosphate	C43H73O6P	10000000	716.5145
C04639	2,4-Dioxotetrahydropyrimidine D-ribonucleotide	C9H15N2O9P	10000000	326.0515
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine|1-(5'-Phosphoribosyl)-N-formylglycinamidine|5'-Phosphoribosyl-N-formylglycinamidine|5'-Phosphoribosylformylglycinamidine|2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	C8H16N3O8P	10000000	313.0675
C04641	2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate	C9H19O11P	10000000	334.0665
C04642	2-Hydroxy-5-carboxymethylmuconate semialdehyde|5-Carboxymethyl-2-hydroxymuconate semialdehyde|5-Carboxymethyl-2-hydroxymuconic semialdehyde	C8H8O6	10000000	200.0321
C04643	3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate	C24H38O5	10000000	406.2719
C04644	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	C48H80N7O19P3S	10000000	1183.4443
C04645	6-(D-Glucose-1-phospho)-D-mannosylglycoprotein|Glycoprotein 6-(D-glucose-1-phospho)-D-mannose	C12H22O14PR	0	0
C04646	6-Thioinosine-5'-monophosphate|9-(5-Phospho-1-ribofuranosyl)-6-mercaptopurine	C10H13N4O7PS	10000000	364.0243
C04648	alpha-L-Fucosyl-1,2-beta-D-galactoside|Glycoprotein alpha-L-fucosyl-(1,2)-D-galactose|Glycolipid alpha-L-fucosyl-1,2-beta-D-galactose|alpha-L-Fucosyl-(1->2)-D-galactosyl-R	C12H21O10R	0	0
C04649	Heparan sulfate N-acetyl-alpha-D-glucosaminide	C8H14NO6(C12H19NO19S3)n	10000000	10000000
C04650	L-2-Amino-4-(hydroxymethylphosphinyl)butanoate	C5H12NO4P	10000000	181.0504
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine|UDP-2,3-bis(beta-hydroxymyristoyl)-D-glucosamine|UDP-2,3-bis(3-hydroxytetradecanoyl)-D-glucosamine|UDP-2,3-bis[O-(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine	C43H77N3O20P2	10000000	1017.4576
C04654	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	C20H32O5	10000000	352.225
C04655	(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate	C16H28O7	10000000	332.1835
C04656	1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R	C14H24NO11R	0	0
C04657	1,4-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R|1,4-beta-Galactosyl-N-acetyl-D-glucosaminyl-R	C14H24NO11R	0	0
C04660	3'-Deoxydihydrostreptomycin 6,3''-bis-phosphate	C21H43N7O17P2	10000000	727.2191
C04661	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanate|3alpha,7alpha,12beta-Trihydroxy-5beta-cholanic acid	C24H40O5	10000000	408.2876
C04662	4-Deoxy-alpha-L-erythro-hex-4-enopyranuronoside	C6H7O6R	0	0
C04663	Acadesine|AICA riboside|5-Amino-1-beta-D-ribofuranosylimidazole-4-carboxamide|5-Aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside	C9H14N4O5	10000000	258.0964
C04665	Co-Methyl-5-hydroxybenzimidazolylcobamide	C61H87CoN13O15P	10000000	1331.5514
C04666	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate|D-erythro-Imidazole-glycerol 3-phosphate|D-erythro-Imidazole-glycerol phosphate	C6H11N2O6P	10000000	238.0355
C04667	N-Acetyl-D-glucosaminyl-poly(ribitol phosphate)	(C13H24NO12P)n	10000000	10000000
C04670	(1S,4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate	C7H10O4	10000000	158.0579
C04671	(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate	C20H32O5	10000000	352.225
C04672	(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid|(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate|(9Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate|12,13(S)-EOT|12,13(S)-EOTrE	C18H28O3	10000000	292.2038
C04673	1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol|Amidino-3-keto-scyllo-inosamine	C7H13N3O5	10000000	219.0855
C04674	3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine	C12H21NO17S2	10000000	515.0251
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA|3-Hydroxy-3-isohexeneylglutaryl-CoA	C32H52N7O20P3S	10000000	979.2201
C04676	Testololactone|3-Oxo-13,17-secoandrost-4-ene-17,13alpha-lactone	C19H26O3	10000000	302.1882
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide|5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide|5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide|AICAR|5-Aminoimidazole-4-carboxamide ribotide|5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole|5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C9H15N4O8P	10000000	338.0628
C04678	Dolichyl N-acetyl-alpha-D-glucosaminyl phosphate	C28H50NO9P(C5H8)n	10000000	10000000
C04679	Protein N6-[(R)-4-amino-2-hydroxybutyl]-L-lysine|[eIF5A-precursor]-hypusine	C11H22N4O3R2	0	0
C04680	Retinyl-ester-(cellular-retinol-binding-protein)	C21H29O2R	0	0
C04681	[Acetyl-CoA:carbon-dioxide ligase (ADP-forming)]|Holo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]|Biotin-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]|Holo-[acetyl-CoA carboxylase]|Biotin-[acetyl-CoA carboxylase]	C17H27N5O4SR2	0	0
C04682	[Methylmalonyl-CoA:pyruvate carboxytransferase]|Holo-[methylmalonyl-CoA:pyruvate carboxytransferase]|Biotin-[methylmalonyl-CoA:pyruvate carboxytransferase]|Holo-[methylmalonyl-CoA-carboxyltransferase]|Biotin-[methylmalonyl-CoA-carboxyltransferase]	C17H27N5O4SR2	0	0
C04683	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-R	C17H28NO14R	0	0
C04684	m-Carboxyphenyl phenylacetamidomethylphosphonate	C16H16NO6P	10000000	349.0715
C04685	(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate|Prostaglandin A1|PGA1	C20H32O4	10000000	336.2301
C04686	(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate|Prostaglandin C1	C20H32O4	10000000	336.2301
C04687	(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate	C7H12O4	10000000	160.0736
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]|(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]|beta-Hydroxymyristyl-[acyl-carrier protein]|HMA	C14H27O2SR	0	0
C04690	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate|2-(Acetamidomethylene)-3-(hydroxymethyl)succinate	C8H11NO6	10000000	217.0586
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate|3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate|3-Deoxy-arabino-heptulonate 7-phosphate|3-Deoxy-D-arabino-heptulosonic acid 7-phosphate|DAHP|2-Dahp	C7H13O10P	10000000	288.0246
C04692	Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine|2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine|EF-2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine|Elongation factor 2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	C12H17N5O4R2	0	0
C04695	5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside	C22H29NO12	10000000	499.169
C04696	7-Methylguanosine 5'-triphospho-5'-polynucleotide	C21H34N5O23P4R2(C5H8O6PR)n	0	0
C04698	Methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside	C13H24O10	10000000	340.1369
C04700	UDP-N-acetylmuramoyl-L-alanyl-alpha-D-glutamyl-L-lysine	C34H55N7O24P2	10000000	1007.2774
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)|UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine|UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C40H65N9O26P2	10000000	1149.3516
C04703	alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate|1-O-alpha-D-Galactosyl-sn-glycerol 3-phosphate	C9H19O11P	10000000	334.0665
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide|cis-2-Chlorodienelactone|cis-4-Carboxymethylene-2-chlorobut-2-en-4-olide	C6H3ClO4	10000000	173.972
C04707	(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate|(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprosta-13-enoate	C20H30O5	10000000	350.2093
C04708	1-(beta-D-Galactosyl)-2-(2-hydroxyacyl)sphingosine	C26H48NO9R	0	0
C04709	3'-Deoxydihydrostreptomycin 3'alpha,6-bisphosphate	C21H43N7O17P2	10000000	727.2191
C04711	5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene	C14H12O3S2	10000000	292.0228
C04712	(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate	C16H18N2O9S	10000000	414.0733
C04713	N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate|N6-(Dimethylallyl)adenosine 5'-phosphate|Isopentenyl-AMP	C15H22N5O7P	10000000	415.1257
C04714	alpha-D-Galactosyl-beta-D-galactosyldiacylglycerol|1,3-Diacyl-2-O-(alpha-D-galactosyl(1->4)-O-beta-D-galactosyl)-sn-glycerol	C17H26O15R2	0	0
C04715	Nuatigenin|(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol	C27H42O4	10000000	430.3083
C04717	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid|(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate|13(S)-HPODE|13S-Hydroperoxy-9Z,11E-octadecadienoic acid	C18H32O4	10000000	312.2301
C04718	1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one	C10H16O3	10000000	184.1099
C04719	1-Hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone	C20H18O9	10000000	402.0951
C04720	DIMBOA|2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one|2,4-Dihydroxy-7-methoxy-1,4-benzoxazin-3-one	C9H9NO5	10000000	211.0481
C04722	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate|3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oate|3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanate	C27H46O5	10000000	450.3345
C04724	D-Mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid|alpha-D-Mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol	C73H122O21P2	10000000	1396.7954
C04725	Oligosaccharide containing 6-methyl-D-glucose units|1,4-alpha-D-Glucooligosaccharide containing 6-O-methyl-D-glucose units	(C19H32O15)n	10000000	10000000
C04726	[3-Methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]|[3-Methyl-2-oxobutanoate dehydrogenase (lipoamide)]	C4H6N2O3R2	0	0
C04727	[Propionyl-CoA:carbon-dioxide ligase (ADP-forming)]|[Propanoyl-CoA:carbon-dioxide ligase (ADP-forming)]|Holo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]|Biotin-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]|Holo-[propionyl-CoA-carboxylase (ATP-hydrolysing)]|Biotin-[propionyl-CoA-carboxylase (ATP-hydrolysing)]	C17H27N5O4SR2	0	0
C04728	tRNA containing 5-methylaminomethyl-2-thiouridylate|tRNA containing mnm5s2U	C11H18N3O8PS(C5H8O6PR)n(C5H8O6PR)n	0	0
C04729	trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide|trans-2-Chlorodienelactone	C6H3ClO4	10000000	173.972
C04730	GM3|(N-Acetylneuraminyl)-D-galactosyl-D-glucosylceramide|alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide|N-Acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide|Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer	C42H73N2O21R	0	0
C04731	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide	C12H15NO	10000000	189.1154
C04732	5-Amino-6-(1-D-ribitylamino)uracil|5-Amino-6-(D-ribitylamino)uracil|6-(1-D-Ribitylamino)-5-amino-2,4-dihydroxypyrimidine|6-(1-D-Ribitylamino)-5-aminouracil|4-(1-D-Ribitylamino)-5-amino-2,6-dihydroxypyrimidine	C9H16N4O6	10000000	276.107
C04733	4-(4-Deoxy-beta-D-gluc-4-enuronosyl)-D-galacturonate	C12H16O12	10000000	352.0642
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide|5'-Phosphoribosyl-5-formamido-4-imidazolecarboxamide|5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide|5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide|FAICAR	C10H15N4O9P	10000000	366.0577
C04735	Apo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]|Apo-[acetyl-CoA carboxylase]	C7H13N3O2R2	0	0
C04736	Apo-[methylmalonyl-CoA:pyruvate carboxytransferase]|Apo-[methylmalonyl-CoA-carboxyltransferase]	C7H13N3O2R2	0	0
C04737	alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide|Globotriosylceramide|Trihexosylceramide|Gal-alpha1->4Gal-beta1->4Glc-beta1->1'Cer|Gal-alpha1->4LacCer|D-Galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide	C37H66NO18R	0	0
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine|UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine|UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine	C31H53N3O19P2	10000000	833.2749
C04739	UDP-N-acetyl-6-(alpha-D-galactose-1-phospho)-alpha-D-glucosamine|UDP-N-acetyl-6-(D-galactose-1-phospho)-D-glucosamine	C23H38N3O25P3	10000000	849.1007
C04740	alpha-N-Acetylneuraminyl-2,6-beta-galactosyl-1,4-beta-D-glucosylceramide|Neu5Ac-alpha2->6Gal-beta1->4Glc-beta1->1'Cer	C42H73N2O21R	0	0
C04741	Alprostadil|Prostaglandin E1|(13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate|PGE1	C20H34O5	10000000	354.2406
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate|(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate|(5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid|15(S)-HETE	C20H32O3	10000000	320.2351
C04744	2,6-Diamino-4-hydroxy-5-(N-methyl)formamidopyrimidine	C6H9N5O2	10000000	183.0756
C04746	3beta-Hydroxy-5alpha-cholest-7-ene-4alpha-carboxylate	C28H46O3	10000000	430.3447
C04747	[Citrate-oxaloacetate-lyase((pro-3S)-CH2COO-->acetate)]	noformula	10000000	10000000
C04748	Protein C-terminal S-farnesyl-L-cysteine methyl ester	C21H35N2O3SR(C2H2NOR)n	0	0
C04749	[[Hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]	noformula	10000000	10000000
C04750	beta-D-Galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R|beta-D-Galactosyl-1,3-N-acetyl-D-galactosaminyl-R|Glycoprotein D-galactosyl-1,3-N-acetyl-D-galactosamine|beta-D-Galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R	C14H24NO11R	0	0
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate|1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxylate|1-(5'-Phosphoribosyl)-5-amino-4-carboxyimidazole|5'-Phosphoribosyl-5-amino-4-imidazolecarboxylate|1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole|5'-Phosphoribosyl-4-carboxy-5-aminoimidazole|5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	C9H14N3O9P	10000000	339.0468
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate|4-Amino-2-methyl-5-diphosphomethylpyrimidine	C6H11N3O7P2	10000000	299.0072
C04755	Glycoprotein N-acetyl-D-glucosaminyl-phospho-D-mannose	C14H25NO14PR	0	0
C04756	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|Phosphatidalethanolamine|Plasmenylethanolamine|Ethanolamineplasmalogen|2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine|1-Alkenyl-2-acylglycerophosphoethanolamine	C8H14NO7PR2	0	0
C04758	(5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate|15-Dehydro-prostaglandin D2	C20H30O5	10000000	350.2093
C04759	1,2-D-Glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen|Procollagen alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine	C19H33N3O13R2	0	0
C04760	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA	C48H80N7O20P3S	10000000	1199.4392
C04763	Apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]|Apo-[propionyl-CoA-carboxylase (ATP-hydrolysing)]	C7H13N3O2R2	0	0
C04767	O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate|alpha-L-Dihydrostreptosyl-(1->4)-streptidine 6-phosphate	C14H29N6O11P	10000000	488.1632
C04768	[Hydroxymethylglutaryl-CoA reductase (NADPH)] phosphate	C4H7N2O6PR2	0	0
C04771	L-Mimosine|Leucenol|(S)-2-Amino-3-(3-hydroxy-4-oxo-4H-pyridin-1-yl)propanoate	C8H10N2O4	10000000	198.0641
C04772	1,6-alpha-D-Mannosyl-1,6-alpha-D-mannosyloligosaccharide	C18H31O16(C12H20O10)n	10000000	10000000
C04773	3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate|5-Pyridoxate|5-Pyridoxic acid	C8H9NO4	10000000	183.0532
C04775	D-Galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-R|D-Galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyl-R|beta-D-Galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-R	C18H31O16R	0	0
C04776	Peptide beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-L-serine|T antigen	C18H29N3O13R2	0	0
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole|alpha-Ribazole 5'-phosphate	C14H19N2O7P	10000000	358.093
C04779	rRNA containing a single residue of 2'-O-methyladenosine	C11H16N5O7P(C5H8O6PR)n(C5H8O6PR)n	0	0
C04780	8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate|OPC-8:0	C18H30O3	10000000	294.2195
C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate|Phthalate-4,5-cis-dihydrodiol	C8H8O6	10000000	200.0321
C04785	13(S)-HPOT|(9Z,11E,15Z)-(13S)-Hydroperoxyoctadeca-9,11,15-trienoate|(9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid|13(S)-HpOTrE|13-HPOT	C18H30O4	10000000	310.2144
C04787	Cyanidin 3-rutinoside 5-glucoside chloride	C33H41O20. Cl	10000000	792.188
C04789	Lysosomal-enzyme N-acetyl-D-glucosaminyl-phospho-D-mannose	C14H25NO14PR	0	0
C04790	N-Acetyl-beta-D-mannosaminouronosyl-1,4-lipopolysaccharide	noformula	10000000	10000000
C04791	beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein	C14H24NO11R	0	0
C04792	1-Acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine	C27H52NO9PR	0	0
C04793	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione	C19H24O4	10000000	316.1675
C04794	3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine|3-(4-Deoxy-alpha-L-threo-hex-4-enopyranosyluronic acid)-2-acetamido-2-deoxy-D-glucose	C14H21NO11	10000000	379.1115
C04796	4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde	C9H11NO6	10000000	229.0586
C04797	5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde	C9H11NO6	10000000	229.0586
C04798	5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone|Chloridazon catechol|5-Amino-4-chloro-2-(2',3'-dihydroxyphenyl)-3(2H)-pyridazinone	C10H8ClN3O3	10000000	253.0254
C04799	Colominic acid(non-reducing N- or O-acylneuraminyl residue)|Colominate	(C22H34N2O16)n	10000000	10000000
C04800	D-Glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan	C41H63N3O34R2	0	0
C04801	[3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]|Holo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]|Biotin-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]|Holo-[methylcrotonoyl-CoA-carboxylase]|Biotin-[methylcrotonoyl-CoA-carboxylase]	C17H27N5O4SR2	0	0
C04802	m7G(5')pppRm-mRNA|5'-(N7-Methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide)-[mRNA]	C22H36N5O23P4R(R1)(C5H8O6PR)n	0	0
C04804	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimeloyl-D-alanine|UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-D-Ala|UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanine	C38H60N8O27P2	10000000	1122.3043
C04805	5(S)-HETE|5-Hydroxyeicosatetraenoate|5-HETE|(6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid	C20H32O3	10000000	320.2351
C04806	17alpha-(N-Acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside	C32H45NO13	10000000	651.2891
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine|2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate|7,8-Dihydropterin pyrophosphate	C7H11N5O8P2	10000000	355.0083
C04808	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid	C79H132O24P2	10000000	1526.8584
C04809	Membrane-derived-oligosaccharide 6-(glycerophospho)-D-glucose	noformula	10000000	10000000
C04810	Oligosaccharide with 4-deoxy-alpha-D-gluc-4-enuronosyl group|Oligosaccharide with 4-deoxy-alpha-D-galact-4-enuronosyl group	C6H7O6(C6H8O6)n	10000000	10000000
C04811	1-(5-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole	C12H20N5O9P	10000000	409.0999
C04812	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 4-phosphate	C7H17N4O7P	10000000	300.0835
C04814	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol	C29H50O2	10000000	430.3811
C04815	5-D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one|5D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxy-2-cyclohexen-1-one	C7H10O4	10000000	158.0579
C04816	Dephospho-[[hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]	noformula	10000000	10000000
C04817	Protein alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine	C19H33N3O13R2	0	0
C04818	beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminylglycopeptide	C14H24NO11R	0	0
C04819	beta-D-Galactosyl-beta-1,4-N-acetyl-D-glucosaminylglycopeptide	C42H74N8O22	10000000	1042.4918
C04822	8(R)-HPETE|(5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyeicosa-5,9,11,14-tetraenoate|(5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyicosa-5,9,11,14-tetraenoate	C20H32O4	10000000	336.2301
