complex_id	complex_name	complex_source	complex_type	role_id	role_name	role_type	role_source	role_aliases	role_exemplar	type	triggering	optional
cpx.12228	cpx.12228	KEGG	KEGG_role_complex	fr.50117	glycogenin glucosyltransferase (EC 2.4.1.186)	KEGG_role	KEGG	searchname:glycogeninglucosyltransferase(ec);kegg:glycogenin (EC 2.4.1.186);kegg:priming glucosyltransferase (EC 2.4.1.186);kegg:UDP-glucose:glycogenin glucosyltransferase (EC 2.4.1.186)	null	role_mapping	1	0
cpx.15423	cpx.15423	KEGG	KEGG_role_complex	fr.50118	phosphoribosylanthranilate isomerase (EC 5.3.1.24)	KEGG_role	KEGG	searchname:phosphoribosylanthranilateisomerase(ec);kegg:PRA isomerase (EC 5.3.1.24);kegg:PRAI (EC 5.3.1.24);kegg:IGPS:PRAI (indole-3-glycerol-phosphate synthetase/N-5'-phosphoribosylanthranilate isomerase complex) (EC 5.3.1.24);kegg:N-(5-phospho-beta-D-ribosyl)anthranilate ketol-isomerase (EC 5.3.1.24)	null	role_mapping	1	0
cpx.11988	cpx.11988	KEGG	KEGG_role_complex	fr.50119	(R)-citramalate synthase (EC 2.3.1.182)	KEGG_role	KEGG	searchname:(r)-citramalatesynthase(ec);kegg:CimA (EC 2.3.1.182)	null	role_mapping	1	0
cpx.10971	cpx.10971	KEGG	KEGG_role_complex	fr.50120	7-hydroxymethyl chlorophyll a reductase (EC 1.17.7.2)	KEGG_role	KEGG	searchname:7-hydroxymethylchlorophyllareductase(ec);kegg:HCAR (EC 1.17.7.2)	null	role_mapping	1	0
cpx.15103	cpx.15103	KEGG	KEGG_role_complex	fr.50121	bicyclogermacrene synthase (EC 4.2.3.100)	KEGG_role	KEGG	searchname:bicyclogermacrenesynthase(ec);kegg:Ov-TPS4 (EC 4.2.3.100)	null	role_mapping	1	0
cpx.15102	cpx.15102	KEGG	KEGG_role_complex	fr.50122	(-)-endo-fenchol synthase (EC 4.2.3.10)	KEGG_role	KEGG	searchname:(-)-endo-fencholsynthase(ec);kegg:(-)-endo-fenchol cyclase (EC 4.2.3.10);kegg:geranyl pyrophosphate:(-)-endo-fenchol cyclase (EC 4.2.3.10)	null	role_mapping	1	0
cpx.10968	cpx.10968	KEGG	KEGG_role_complex	fr.50123	phenylacetyl-CoA dehydrogenase (EC 1.17.5.1)	KEGG_role	KEGG	searchname:phenylacetyl-coadehydrogenase(ec);kegg:phenylacetyl-CoA:acceptor oxidoreductase (EC 1.17.5.1)	null	role_mapping	1	0
cpx.10969	cpx.10969	KEGG	KEGG_role_complex	fr.50124	caffeine dehydrogenase (EC 1.17.5.2)	KEGG_role	KEGG	searchname:caffeinedehydrogenase(ec)	null	role_mapping	1	0
cpx.15107	cpx.15107	KEGG	KEGG_role_complex	fr.50125	tricyclene synthase (EC 4.2.3.105)	KEGG_role	KEGG	searchname:tricyclenesynthase(ec);kegg:TPS3 (EC 4.2.3.105)	null	role_mapping	1	0
cpx.15106	cpx.15106	KEGG	KEGG_role_complex	fr.50126	ent-isokaurene synthase (EC 4.2.3.103)	KEGG_role	KEGG	searchname:ent-isokaurenesynthase(ec);kegg:OsKSL5i (EC 4.2.3.103);kegg:OsKSL6 (EC 4.2.3.103)	null	role_mapping	1	0
cpx.15105	cpx.15105	KEGG	KEGG_role_complex	fr.50127	sesquithujene synthase (EC 4.2.3.102)	KEGG_role	KEGG	searchname:sesquithujenesynthase(ec);kegg:TPS5-Del1 (EC 4.2.3.102)	null	role_mapping	1	0
cpx.15104	cpx.15104	KEGG	KEGG_role_complex	fr.50128	7-epi-sesquithujene synthase (EC 4.2.3.101)	KEGG_role	KEGG	searchname:7-epi-sesquithujenesynthase(ec);kegg:TPS4-B73 (EC 4.2.3.101)	null	role_mapping	1	0
cpx.10962	cpx.10962	KEGG	KEGG_role_complex	fr.50129	6-hydroxynicotinate dehydrogenase (EC 1.17.3.3)	KEGG_role	KEGG	searchname:6-hydroxynicotinatedehydrogenase(ec);kegg:6-hydroxynicotinic acid hydroxylase (EC 1.17.3.3);kegg:6-hydroxynicotinic acid dehydrogenase (EC 1.17.3.3);kegg:6-hydroxynicotinate hydroxylase (EC 1.17.3.3)	null	role_mapping	1	0
cpx.13090	cpx.13090	KEGG	KEGG_role_complex	fr.50130	cortisol sulfotransferase (EC 2.8.2.18)	KEGG_role	KEGG	searchname:cortisolsulfotransferase(ec);kegg:glucocorticosteroid sulfotransferase (EC 2.8.2.18);kegg:glucocorticoid sulfotransferase (EC 2.8.2.18)	null	role_mapping	1	0
cpx.15109	cpx.15109	KEGG	KEGG_role_complex	fr.50131	(+)-car-3-ene synthase (EC 4.2.3.107)	KEGG_role	KEGG	searchname:(+)-car-3-enesynthase(ec);kegg:3-carene cyclase (EC 4.2.3.107);kegg:3-carene synthase (EC 4.2.3.107);kegg:3CAR (EC 4.2.3.107);kegg:(+)-3-carene synthase (EC 4.2.3.107)	null	role_mapping	1	0
cpx.15108	cpx.15108	KEGG	KEGG_role_complex	fr.50132	(E)-beta-ocimene synthase (EC 4.2.3.106)	KEGG_role	KEGG	searchname:(e)-beta-ocimenesynthase(ec);kegg:beta-ocimene synthase (EC 4.2.3.106);kegg:AtTPS03 (EC 4.2.3.106);kegg:ama0a23 (EC 4.2.3.106);kegg:LjEbetaOS (EC 4.2.3.106);kegg:MtEBOS (EC 4.2.3.106)	null	role_mapping	1	0
cpx.10966	cpx.10966	KEGG	KEGG_role_complex	fr.50133	vitamin-K-epoxide reductase (warfarin-sensitive) (EC 1.17.4.4)	KEGG_role	KEGG	searchname:vitamin-k-epoxidereductase(warfarin-sensitive)(ec)	null	role_mapping	1	0
cpx.10964	cpx.10964	KEGG	KEGG_role_complex	fr.50134	ribonucleoside-triphosphate reductase (EC 1.17.4.2)	KEGG_role	KEGG	searchname:ribonucleoside-triphosphatereductase(ec);kegg:ribonucleotide reductase (EC 1.17.4.2);kegg:2'-deoxyribonucleoside-triphosphate:oxidized-thioredoxin 2'-oxidoreductase (EC 1.17.4.2)	null	role_mapping	1	0
cpx.14405	cpx.14405	KEGG	KEGG_role_complex	fr.50135	N-methyl-2-oxoglutaramate hydrolase (EC 3.5.1.36)	KEGG_role	KEGG	searchname:n-methyl-2-oxoglutaramatehydrolase(ec);kegg:5-hydroxy-N-methylpyroglutamate synthase (EC 3.5.1.36)	null	role_mapping	1	0
cpx.14404	cpx.14404	KEGG	KEGG_role_complex	fr.50136	D-glutaminase (EC 3.5.1.35)	KEGG_role	KEGG	searchname:d-glutaminase(ec)	null	role_mapping	1	0
cpx.14407	cpx.14407	KEGG	KEGG_role_complex	fr.50137	glutamin-(asparagin-)ase (EC 3.5.1.38)	KEGG_role	KEGG	searchname:glutamin-(asparagin-)ase(ec)	null	role_mapping	1	0
cpx.11166	cpx.11166	KEGG	KEGG_role_complex	fr.50138	maleylacetate reductase (EC 1.3.1.32)	KEGG_role	KEGG	searchname:maleylacetatereductase(ec);kegg:maleolylacetate reductase (EC 1.3.1.32)	null	role_mapping	1	0
cpx.11161	cpx.11161	KEGG	KEGG_role_complex	fr.50139	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28)	KEGG_role	KEGG	searchname:2,3-dihydro-2,3-dihydroxybenzoatedehydrogenase(ec);kegg:2,3-DHB dehydrogenase (EC 1.3.1.28);kegg:2,3-dihydro-2,3-dihydroxybenzoate:NAD+ oxidoreductase (EC 1.3.1.28)	null	role_mapping	1	0
cpx.11160	cpx.11160	KEGG	KEGG_role_complex	fr.50140	2-hexadecenal reductase (EC 1.3.1.27)	KEGG_role	KEGG	searchname:2-hexadecenalreductase(ec);kegg:2-alkenal reductase (EC 1.3.1.27);kegg:hexadecanal: NADP+ oxidoreductase (EC 1.3.1.27)	null	role_mapping	1	0
cpx.11163	cpx.11163	KEGG	KEGG_role_complex	fr.50141	Delta4-3-oxosteroid 5beta-reductase (EC 1.3.1.3)	KEGG_role	KEGG	searchname:delta4-3-oxosteroid5beta-reductase(ec);kegg:3-oxo-Delta4-steroid 5beta-reductase (EC 1.3.1.3);kegg:5beta-reductase (EC 1.3.1.3);kegg:androstenedione 5beta-reductase (EC 1.3.1.3);kegg:cholestenone 5beta-reductase (EC 1.3.1.3);kegg:cortisone 5beta-reductase (EC 1.3.1.3);kegg:cortisone beta-reductase (EC 1.3.1.3);kegg:cortisone Delta4-5beta-reductase (EC 1.3.1.3);kegg:steroid 5beta-reductase (EC 1.3.1.3);kegg:testosterone 5beta-reductase (EC 1.3.1.3);kegg:Delta4-3-ketosteroid 5beta-reductase (EC 1.3.1.3);kegg:Delta4-5beta-reductase (EC 1.3.1.3);kegg:Delta4-hydrogenase (EC 1.3.1.3);kegg:4,5beta-dihydrocortisone:NADP+ Delta4-oxidoreductase (EC 1.3.1.3);kegg:3-oxo-5beta-steroid:NADP+ Delta4-oxidoreductase (EC 1.3.1.3)	null	role_mapping	1	0
cpx.11162	cpx.11162	KEGG	KEGG_role_complex	fr.50142	cis-1,2-dihydro-1,2-dihydroxynaphthalene dehydrogenase (EC 1.3.1.29)	KEGG_role	KEGG	searchname:cis-1,2-dihydro-1,2-dihydroxynaphthalenedehydrogenase(ec);kegg:(+)-cis-naphthalene dihydrodiol dehydrogenase (EC 1.3.1.29);kegg:naphthalene dihydrodiol dehydrogenase (EC 1.3.1.29);kegg:cis-dihydrodiol naphthalene dehydrogenase (EC 1.3.1.29)	null	role_mapping	1	0
cpx.10970	cpx.10970	KEGG	KEGG_role_complex	fr.50143	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (EC 1.17.7.1)	KEGG_role	KEGG	searchname:(e)-4-hydroxy-3-methylbut-2-enyl-diphosphatesynthase(ec);kegg:4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.7.1);kegg:(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:protein-disulfide oxidoreductase (hydrating) (incorrect) (EC 1.17.7.1);kegg:(E)-4-hydroxy-3-methylbut-2-enyl diphosphate synthase (EC 1.17.7.1);kegg:GcpE (EC 1.17.7.1)	null	role_mapping	1	0
cpx.14409	cpx.14409	KEGG	KEGG_role_complex	fr.50144	amidase (EC 3.5.1.4)	KEGG_role	KEGG	searchname:amidase(ec);kegg:acylamidase (EC 3.5.1.4);kegg:acylase (misleading) (EC 3.5.1.4);kegg:amidohydrolase (ambiguous) (EC 3.5.1.4);kegg:deaminase (ambiguous) (EC 3.5.1.4);kegg:fatty acylamidase (EC 3.5.1.4);kegg:N-acetylaminohydrolase (ambiguous) (EC 3.5.1.4)	null	role_mapping	1	0
cpx.14408	cpx.14408	KEGG	KEGG_role_complex	fr.50145	alkylamidase (EC 3.5.1.39)	KEGG_role	KEGG	searchname:alkylamidase(ec)	null	role_mapping	1	0
cpx.13760	cpx.13760	KEGG	KEGG_role_complex	fr.50146	fructan beta-fructosidase (EC 3.2.1.80)	KEGG_role	KEGG	searchname:fructanbeta-fructosidase(ec);kegg:exo-beta-D-fructosidase (EC 3.2.1.80);kegg:exo-beta-fructosidase (EC 3.2.1.80);kegg:polysaccharide beta-fructofuranosidase (EC 3.2.1.80);kegg:fructan exohydrolase (EC 3.2.1.80)	null	role_mapping	1	0
cpx.12784	cpx.12784	KEGG	KEGG_role_complex	fr.50147	riboflavin phosphotransferase (EC 2.7.1.42)	KEGG_role	KEGG	searchname:riboflavinphosphotransferase(ec);kegg:riboflavine phosphotransferase (EC 2.7.1.42);kegg:glucose-1-phosphate phosphotransferase (EC 2.7.1.42);kegg:G-1-P phosphotransferase (EC 2.7.1.42);kegg:D-glucose-1-phosphate:riboflavin 5'-phosphotransferase (EC 2.7.1.42)	null	role_mapping	1	0
cpx.13994	cpx.13994	KEGG	KEGG_role_complex	fr.50148	prolyl oligopeptidase (EC 3.4.21.26)	KEGG_role	KEGG	searchname:prolyloligopeptidase(ec);kegg:post-proline cleaving enzyme (EC 3.4.21.26);kegg:proline-specific endopeptidase (EC 3.4.21.26);kegg:post-proline endopeptidase (EC 3.4.21.26);kegg:proline endopeptidase (EC 3.4.21.26);kegg:endoprolylpeptidase (EC 3.4.21.26);kegg:prolyl endopeptidase (EC 3.4.21.26)	null	role_mapping	1	0
cpx.13995	cpx.13995	KEGG	KEGG_role_complex	fr.50149	coagulation factor XIa (EC 3.4.21.27)	KEGG_role	KEGG	searchname:coagulationfactorxia(ec);kegg:blood-coagulation factor XIa (EC 3.4.21.27);kegg:activated blood-coagulation factor XI (EC 3.4.21.27);kegg:activated plasma thromboplastin antecedent (EC 3.4.21.27)	null	role_mapping	1	0
cpx.13220	cpx.13220	KEGG	KEGG_role_complex	fr.50150	pheophorbidase (EC 3.1.1.82)	KEGG_role	KEGG	searchname:pheophorbidase(ec);kegg:phedase (EC 3.1.1.82);kegg:PPD (EC 3.1.1.82)	null	role_mapping	1	0
cpx.13990	cpx.13990	KEGG	KEGG_role_complex	fr.50151	coagulation factor IXa (EC 3.4.21.22)	KEGG_role	KEGG	searchname:coagulationfactorixa(ec);kegg:activated Christmas factor (EC 3.4.21.22);kegg:blood-coagulation factor IXa (EC 3.4.21.22);kegg:activated blood-coagulation factor IX (EC 3.4.21.22);kegg:autoprothrombin II (EC 3.4.21.22);kegg:blood platelet cofactor II (EC 3.4.21.22);kegg:activated blood coagulation factor XI (EC 3.4.21.22)	null	role_mapping	1	0
cpx.10891	cpx.10891	KEGG	KEGG_role_complex	fr.50152	steroid 21-monooxygenase (EC 1.14.99.10)	KEGG_role	KEGG	searchname:steroid21-monooxygenase(ec);kegg:steroid 21-hydroxylase (EC 1.14.99.10);kegg:21-hydroxylase (EC 1.14.99.10)	null	role_mapping	1	0
cpx.13998	cpx.13998	KEGG	KEGG_role_complex	fr.50153	metridin (EC 3.4.21.3)	KEGG_role	KEGG	searchname:metridin(ec);kegg:Metridium proteinase A (EC 3.4.21.3);kegg:sea anemone protease A (EC 3.4.21.3);kegg:sea anemone proteinase A (EC 3.4.21.3)	null	role_mapping	1	0
cpx.15479	cpx.15479	KEGG	KEGG_role_complex	fr.50154	bisphosphoglycerate mutase (EC 5.4.2.4)	KEGG_role	KEGG	searchname:bisphosphoglyceratemutase(ec);kegg:diphosphoglycerate mutase (EC 5.4.2.4);kegg:glycerate phosphomutase (EC 5.4.2.4);kegg:bisphosphoglycerate synthase (EC 5.4.2.4);kegg:bisphosphoglyceromutase (EC 5.4.2.4);kegg:biphosphoglycerate synthase (EC 5.4.2.4);kegg:diphosphoglyceric mutase (EC 5.4.2.4);kegg:2,3-diphosphoglycerate mutase (EC 5.4.2.4);kegg:phosphoglyceromutase (EC 5.4.2.4);kegg:2,3-diphosphoglycerate synthase (EC 5.4.2.4);kegg:DPGM (EC 5.4.2.4);kegg:2,3-bisphosphoglycerate mutase (EC 5.4.2.4);kegg:BPGM (EC 5.4.2.4);kegg:diphosphoglyceromutase (EC 5.4.2.4);kegg:2,3-diphosphoglyceromutase (EC 5.4.2.4)	null	role_mapping	1	0
cpx.10388	cpx.10388	KEGG	KEGG_role_complex	fr.50155	vitamin-K-epoxide reductase (warfarin-insensitive) (EC 1.1.4.2)	KEGG_role	KEGG	searchname:vitamin-k-epoxidereductase(warfarin-insensitive)(ec)	null	role_mapping	1	0
cpx.11228	cpx.11228	KEGG	KEGG_role_complex	fr.50156	very-long-chain enoyl-CoA reductase (EC 1.3.1.93)	KEGG_role	KEGG	searchname:very-long-chainenoyl-coareductase(ec);kegg:TSC13 (gene name) (EC 1.3.1.93);kegg:CER10 (gene name) (EC 1.3.1.93)	null	role_mapping	1	0
cpx.15393	cpx.15393	KEGG	KEGG_role_complex	fr.50157	maleate isomerase (EC 5.2.1.1)	KEGG_role	KEGG	searchname:maleateisomerase(ec)	null	role_mapping	1	0
cpx.11226	cpx.11226	KEGG	KEGG_role_complex	fr.50158	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase (EC 1.3.1.87)	KEGG_role	KEGG	searchname:3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoatedehydrogenase(ec);kegg:hcaB (gene name) (EC 1.3.1.87);kegg:cis-dihydrodiol dehydrogenase (EC 1.3.1.87);kegg:2,3-dihydroxy-2,3-dihydro-phenylpropionate dehydrogenase (EC 1.3.1.87)	null	role_mapping	1	0
cpx.11227	cpx.11227	KEGG	KEGG_role_complex	fr.50159	enoyl-[acyl-carrier-protein] reductase (NADH) (EC 1.3.1.9)	KEGG_role	KEGG	searchname:enoyl-[acyl-carrier-protein]reductase(nadh)(ec);kegg:enoyl-[acyl carrier protein] reductase (EC 1.3.1.9);kegg:enoyl-ACP reductase (EC 1.3.1.9);kegg:NADH-enoyl acyl carrier protein reductase (EC 1.3.1.9);kegg:NADH-specific enoyl-ACP reductase (EC 1.3.1.9);kegg:enoyl-[acyl-carrier-protein] reductase (NADH) (EC 1.3.1.9);kegg:acyl-[acyl-carrier-protein]:NAD+ oxidoreductase (EC 1.3.1.9)	null	role_mapping	1	0
cpx.11224	cpx.11224	KEGG	KEGG_role_complex	fr.50160	crotonyl-CoA carboxylase/reductase (EC 1.3.1.85)	KEGG_role	KEGG	searchname:crotonyl-coacarboxylase/reductase(ec);kegg:CCR (EC 1.3.1.85);kegg:crotonyl-CoA reductase (carboxylating) (EC 1.3.1.85)	null	role_mapping	1	0
cpx.11225	cpx.11225	KEGG	KEGG_role_complex	fr.50161	crotonyl-CoA reductase (EC 1.3.1.86)	KEGG_role	KEGG	searchname:crotonyl-coareductase(ec);kegg:butyryl-CoA dehydrogenase (EC 1.3.1.86);kegg:butyryl dehydrogenase (EC 1.3.1.86);kegg:unsaturated acyl-CoA reductase (EC 1.3.1.86);kegg:ethylene reductase (EC 1.3.1.86);kegg:enoyl-coenzyme A reductase (EC 1.3.1.86);kegg:unsaturated acyl coenzyme A reductase (EC 1.3.1.86);kegg:butyryl coenzyme A dehydrogenase (EC 1.3.1.86);kegg:short-chain acyl CoA dehydrogenase (EC 1.3.1.86);kegg:short-chain acyl-coenzyme A dehydrogenase (EC 1.3.1.86);kegg:3-hydroxyacyl CoA reductase (EC 1.3.1.86);kegg:butanoyl-CoA:(acceptor) 2,3-oxidoreductase (EC 1.3.1.86);kegg:CCR (EC 1.3.1.86)	null	role_mapping	1	0
cpx.11222	cpx.11222	KEGG	KEGG_role_complex	fr.50162	geranylgeranyl diphosphate reductase (EC 1.3.1.83)	KEGG_role	KEGG	searchname:geranylgeranyldiphosphatereductase(ec);kegg:geranylgeranyl reductase (EC 1.3.1.83);kegg:CHL P (EC 1.3.1.83)	null	role_mapping	1	0
cpx.11223	cpx.11223	KEGG	KEGG_role_complex	fr.50163	acrylyl-CoA reductase (NADPH) (EC 1.3.1.84)	KEGG_role	KEGG	searchname:acrylyl-coareductase(nadph)(ec)	null	role_mapping	1	0
cpx.11220	cpx.11220	KEGG	KEGG_role_complex	fr.50164	(+)-pulegone reductase (EC 1.3.1.81)	KEGG_role	KEGG	searchname:(+)-pulegonereductase(ec)	null	role_mapping	1	0
cpx.11221	cpx.11221	KEGG	KEGG_role_complex	fr.50165	(-)-isopiperitenone reductase (EC 1.3.1.82)	KEGG_role	KEGG	searchname:(-)-isopiperitenonereductase(ec)	null	role_mapping	1	0
cpx.12937	cpx.12937	KEGG	KEGG_role_complex	fr.50166	guanylate kinase (EC 2.7.4.8)	KEGG_role	KEGG	searchname:guanylatekinase(ec);kegg:deoxyguanylate kinase (EC 2.7.4.8);kegg:5'-GMP kinase (EC 2.7.4.8);kegg:GMP kinase (EC 2.7.4.8);kegg:guanosine monophosphate kinase (EC 2.7.4.8);kegg:ATP:GMP phosphotransferase (EC 2.7.4.8)	null	role_mapping	1	0
cpx.12936	cpx.12936	KEGG	KEGG_role_complex	fr.50167	phosphomethylpyrimidine kinase (EC 2.7.4.7)	KEGG_role	KEGG	searchname:phosphomethylpyrimidinekinase(ec);kegg:hydroxymethylpyrimidine phosphokinase (EC 2.7.4.7);kegg:ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase (EC 2.7.4.7)	null	role_mapping	1	0
cpx.12935	cpx.12935	KEGG	KEGG_role_complex	fr.50168	nucleoside-diphosphate kinase (EC 2.7.4.6)	KEGG_role	KEGG	searchname:nucleoside-diphosphatekinase(ec);kegg:nucleoside 5'-diphosphate kinase (EC 2.7.4.6);kegg:nucleoside diphosphate (UDP) kinase (EC 2.7.4.6);kegg:nucleoside diphosphokinase (EC 2.7.4.6);kegg:nucleotide phosphate kinase (EC 2.7.4.6);kegg:UDP kinase (EC 2.7.4.6);kegg:uridine diphosphate kinase (EC 2.7.4.6)	null	role_mapping	1	0
cpx.10363	cpx.10363	KEGG	KEGG_role_complex	fr.50169	hydroxyphytanate oxidase (EC 1.1.3.27)	KEGG_role	KEGG	searchname:hydroxyphytanateoxidase(ec);kegg:L-2-hydroxyphytanate:oxygen 2-oxidoreductase (EC 1.1.3.27)	null	role_mapping	1	0
cpx.10364	cpx.10364	KEGG	KEGG_role_complex	fr.50170	nucleoside oxidase (EC 1.1.3.28)	KEGG_role	KEGG	searchname:nucleosideoxidase(ec)	null	role_mapping	1	0
cpx.10365	cpx.10365	KEGG	KEGG_role_complex	fr.50171	N-acylhexosamine oxidase (EC 1.1.3.29)	KEGG_role	KEGG	searchname:n-acylhexosamineoxidase(ec);kegg:N-acyl-D-hexosamine oxidase (EC 1.1.3.29);kegg:N-acyl-beta-D-hexosamine:oxygen 1-oxidoreductase (EC 1.1.3.29)	null	role_mapping	1	0
cpx.12931	cpx.12931	KEGG	KEGG_role_complex	fr.50172	(d)CMP kinase (EC 2.7.4.25)	KEGG_role	KEGG	searchname:(d)cmpkinase(ec);kegg:prokaryotic cytidylate kinase (EC 2.7.4.25);kegg:deoxycytidylate kinase (EC 2.7.4.25);kegg:dCMP kinase (EC 2.7.4.25);kegg:deoxycytidine monophosphokinase (EC 2.7.4.25)	null	role_mapping	1	0
cpx.12930	cpx.12930	KEGG	KEGG_role_complex	fr.50173	diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	KEGG_role	KEGG	searchname:diphosphoinositol-pentakisphosphatekinase(ec);kegg:PP-IP5 kinase (EC 2.7.4.24);kegg:diphosphoinositol pentakisphosphate kinase (EC 2.7.4.24);kegg:ATP:5-diphospho-1D-myo-inositol-pentakisphosphate phosphotransferase (EC 2.7.4.24);kegg:PP-InsP5 kinase (EC 2.7.4.24);kegg:PPIP5K (EC 2.7.4.24);kegg:PPIP5K1 (EC 2.7.4.24);kegg:PPIP5K2 (EC 2.7.4.24);kegg:VIP1 (EC 2.7.4.24);kegg:VIP2 (EC 2.7.4.24)	null	role_mapping	1	0
cpx.12938	cpx.12938	KEGG	KEGG_role_complex	fr.50174	dTMP kinase (EC 2.7.4.9)	KEGG_role	KEGG	searchname:dtmpkinase(ec);kegg:thymidine monophosphate kinase (EC 2.7.4.9);kegg:thymidylate kinase (EC 2.7.4.9);kegg:thymidylate monophosphate kinase (EC 2.7.4.9);kegg:thymidylic acid kinase (EC 2.7.4.9);kegg:thymidylic kinase (EC 2.7.4.9);kegg:deoxythymidine 5'-monophosphate kinase (EC 2.7.4.9);kegg:TMPK (EC 2.7.4.9);kegg:thymidine 5'-monophosphate kinase (EC 2.7.4.9)	null	role_mapping	1	0
cpx.11830	cpx.11830	KEGG	KEGG_role_complex	fr.50175	quercetin 3-O-methyltransferase (EC 2.1.1.76)	KEGG_role	KEGG	searchname:quercetin3-o-methyltransferase(ec);kegg:flavonol 3-O-methyltransferase (EC 2.1.1.76);kegg:flavonoid 3-methyltransferase (EC 2.1.1.76)	null	role_mapping	1	0
cpx.10589	cpx.10589	KEGG	KEGG_role_complex	fr.50176	3,4-dihydroxyphenylalanine oxidative deaminase (EC 1.13.12.15)	KEGG_role	KEGG	searchname:3,4-dihydroxyphenylalanineoxidativedeaminase(ec);kegg:3,4-dihydroxy-L-phenylalanine: oxidative deaminase (EC 1.13.12.15);kegg:oxidative deaminase (EC 1.13.12.15);kegg:DOPA oxidative deaminase (EC 1.13.12.15);kegg:DOPAODA (EC 1.13.12.15)	null	role_mapping	1	0
cpx.10727	cpx.10727	KEGG	KEGG_role_complex	fr.50177	taxoid 7beta-hydroxylase (EC 1.14.13.147)	KEGG_role	KEGG	searchname:taxoid7beta-hydroxylase(ec)	null	role_mapping	1	0
cpx.12189	cpx.12189	KEGG	KEGG_role_complex	fr.50178	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase (EC 2.4.1.150)	KEGG_role	KEGG	searchname:n-acetyllactosaminidebeta-1,6-n-acetylglucosaminyl-transferase(ec);kegg:N-acetylglucosaminyltransferase (EC 2.4.1.150);kegg:uridine diphosphoacetylglucosamine-acetyllactosaminide beta1->6-acetylglucosaminyltransferase (EC 2.4.1.150);kegg:Galbeta1->4GlcNAc-R beta1->6 N-acetylglucosaminyltransferase (EC 2.4.1.150);kegg:UDP-GlcNAc:Gal-R, beta-D-6-N-acetylglucosaminyltransferasel UDP-N-acetyl-D-glucosamine:beta-D-galactosyl-1,4-N-acetyl-D-glucosaminide beta-1,6-N-acetyl-D-glucosaminyltransferase (EC 2.4.1.150)	null	role_mapping	1	0
cpx.15004	cpx.15004	KEGG	KEGG_role_complex	fr.50179	L(+)-tartrate dehydratase (EC 4.2.1.32)	KEGG_role	KEGG	searchname:l(+)-tartratedehydratase(ec);kegg:tartrate dehydratase (EC 4.2.1.32);kegg:tartaric acid dehydrase (EC 4.2.1.32);kegg:L-tartrate dehydratase (EC 4.2.1.32);kegg:L-(+)-tartaric acid dehydratase (EC 4.2.1.32);kegg:(R,R)-tartrate hydro-lyase (EC 4.2.1.32)	null	role_mapping	1	0
cpx.14093	cpx.14093	KEGG	KEGG_role_complex	fr.50180	cancer procoagulant (EC 3.4.22.26)	KEGG_role	KEGG	searchname:cancerprocoagulant(ec)	null	role_mapping	1	0
cpx.13966	cpx.13966	KEGG	KEGG_role_complex	fr.50181	matriptase (EC 3.4.21.109)	KEGG_role	KEGG	searchname:matriptase(ec);kegg:serine protease 14 (EC 3.4.21.109);kegg:membrane-type serine protease 1 (EC 3.4.21.109);kegg:MT-SP1 (EC 3.4.21.109);kegg:prostamin (EC 3.4.21.109);kegg:serine protease TADG-15 (EC 3.4.21.109);kegg:tumor-associated differentially-expressed gene 15 protein (EC 3.4.21.109);kegg:ST14 (EC 3.4.21.109);kegg:breast cancer 80 kDa protease (EC 3.4.21.109);kegg:epithin (EC 3.4.21.109);kegg:serine endopeptidase SNC19 (EC 3.4.21.109)	null	role_mapping	1	0
cpx.15483	cpx.15483	KEGG	KEGG_role_complex	fr.50182	phosphomannomutase (EC 5.4.2.8)	KEGG_role	KEGG	searchname:phosphomannomutase(ec);kegg:mannose phosphomutase (EC 5.4.2.8);kegg:phosphomannose mutase (EC 5.4.2.8);kegg:D-mannose 1,6-phosphomutase (EC 5.4.2.8)	null	role_mapping	1	0
cpx.14074	cpx.14074	KEGG	KEGG_role_complex	fr.50183	spermosin (EC 3.4.21.99)	KEGG_role	KEGG	searchname:spermosin(ec)	null	role_mapping	1	0
cpx.11595	cpx.11595	KEGG	KEGG_role_complex	fr.50184	iron---cytochrome-c reductase (EC 1.9.99.1)	KEGG_role	KEGG	searchname:iron---cytochrome-creductase(ec);kegg:iron-cytochrome c reductase (EC 1.9.99.1)	null	role_mapping	1	0
cpx.14076	cpx.14076	KEGG	KEGG_role_complex	fr.50185	streptopain (EC 3.4.22.10)	KEGG_role	KEGG	searchname:streptopain(ec);kegg:Streptococcus peptidase A (EC 3.4.22.10);kegg:streptococcal cysteine proteinase (EC 3.4.22.10);kegg:Streptococcus protease (EC 3.4.22.10)	null	role_mapping	1	0
