ID	NAMES
136991	N-(14,15-epoxy-5Z,8Z,11Z-eicosatrienoyl)-ethanolamine
17181	5-(4-acetoxybut-1-ynyl)-2,2'-bithiophene
136992	N-(20-hydroxy-5Z,8Z,11Z,14Z-eicosatetraenoyl)-ethanolamine
137001	C-terminal alpha-amino-acid amide residue
137000	C-terminal Xaa-Gly residue
27904	D-erythrose
137009	1-O-(1Z-octadecenyl)-sn-glycero-3-phospho-N-hexadecanoyl-ethanolamine
137017	1-O-(1Z-octadecenyl)-sn-glycero-3-phosphate
137010	1-O-(1Z-octadecenyl)-sn-glycero-3-phospho-(N-9Z-octadecenoyl)-ethanolamine
137016	1-O-(1Z-octadecenyl)-sn-glycero-3-phospho-(N-5Z,8Z,11Z,14Z-eicosatetraenoyl)-ethanolamine
34172	16alpha,17beta-dihydroxyandrost-4-en-3-one
137031	17beta,19-dihydroxy-3-oxo-5alpha-androstanone
137032	17beta-hydroxy-3,19-dioxo-5alpha-androstanone
137037	17beta,18-dihydroxy-3-oxo-5alpha-androstanone
137040	a short-chain fatty acyl-CoA
763	16alpha,17alpha-dihydroxyprogesterone
137046	6beta,16alpha,17alpha-trihydroxyprogesterone
137049	16alpha,17alpha-dihydroxypregnenolone
27582	16alpha-hydroxyandrost-4-ene-3,17-dione
1624	a 3-oxo-5beta-steroid
137053	(24Z),26-hydroxydesmosterol
137057	cholesta-5,7-dien-3beta,25-diol
137061	cholesta-5,7-dien-3beta,24S-diol
137062	5alpha-cholestan-7-oxo-3beta-ol
137063	7alpha,8alpha-epoxy-5alpha-cholestan-3beta-ol
137076	1beta-hydroxytestosterone
137077	2beta-hydroxytestosterone
137108	5-dehydro-L-gluconate
137110	17beta-hydroxy-3-oxo-19-nor-5alpha-androst-1-ene
28587	D-threose
137015	3-dehydro-scyllo-inosose
137117	L-5-[2-(methysulfanyl)ethyl]hydantoin
137116	N-carbamoyl-L-methionine
137152	N-carbamoyl-D-methionine
137150	D-5-[2-(methylsulfanyl)ethyl]hydantoin
57487	2-(hydroxyimino)propanoate
137166	16(R)-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate
137167	16(S)-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate
137165	(3S)-6-acetamido-3-aminohexanoate
137168	alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-di-trans,octa-cis-undecaprenyl diphosphate
137169	alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-di-trans,octa-cis-undecaprenyl diphosphate
137172	2-glyceryl-prostaglandin E2
60651	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc}-L-Asn residue
137179	UDP-2,3-diacyl-alpha-D-glucosamine
137180	2,3-diacyl-alpha-D-glucosaminyl 1-phosphate
137182	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc}-Asn residue
137186	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc}-L-Asn residue
137187	2-[15(S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl]-glycerol
137207	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-L-asparagine residue
65315	UMP residue
74443	5,6-dihydrouridine 5'-phosphate residue
65315	UMP residue
74443	5,6-dihydrouridine 5'-phosphate residue
65315	UMP residue
74443	5,6-dihydrouridine 5'-phosphate residue
74443	5,6-dihydrouridine 5'-phosphate residue
58339	3'-phosphoadenylyl sulfate
65315	UMP residue
74443	5,6-dihydrouridine 5'-phosphate residue
65315	UMP residue
74443	5,6-dihydrouridine 5'-phosphate residue
65315	UMP residue
136916	5alpha-dihydrotestosterone 17-O-[beta-D-glucuronosyl-(1->2)-glucuronate]
137321	O-(alpha-D-mannosyl)-L-serine residue
137323	O-(alpha-D-mannosyl)-L-threonine residue
137320	(13S)-hydroxy-(14S,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate
137324	13-hydroxy-(14R,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate
211	(3S)-3-isopropenyl-6-oxoheptanoate
29001	(3R)-3-isopropenyl-6-oxoheptanoate
136518	8-amino-8-demethylriboflavin
136521	roseoflavin
136520	8-demethyl-8-(methylamino)riboflavin
137387	4-O-methyl dTMP residue
137386	dTMP residue
137390	19-hydroxy-leukotriene B4
17587	L-gulono-1,4-lactone
137391	18-hydroxy-leukotriene B4
81481	11beta,17beta-dihydroxyandrost-4-ene-3-one
86119	1-hexadecanoyl-2-(5Z,8Z,11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine
88752	cholesteryl (5Z,8Z,11Z)-eicosatrienoate
86121	1-hexadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine
84346	cholesteryl (8Z,11Z,14Z)-eicosatrienoate
86137	1-hexadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine
84786	1-hexadecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-sn-glycero-3-phosphocholine
88756	(6Z,9Z,12Z-octadecatrienoyl)-cholesterol
58405	di-trans,octa-cis-undecaprenyl diphosphate
34133	17beta-hydroxyandrost-4-ene-3,11-dione
2495	androst-4-ene-3,11,17-trione
27967	11beta-hydroxyandrost-4-ene-3,17-dione
74411	AMP residue
74449	N(6)-methyladenosine 5'-phosphate residue
82748	CMP residue
74900	N(4)-acetylcytidine 5'-phosphate residue
137403	1-hexanoyl-2-acyl-sn-glycero-3-phosphocholine
137404	5-hydroxybenzimidazole
137407	(13R)-S-glutathionyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate
137408	(13R)-S-cysteinylglycinyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate
13172	keto-L-sorbose
137409	L-sorbose 1-phosphate
137405	an (S)-2-haloacid
137406	an (R)-2-haloacid
137411	1-hexadecanoyl-2-(11Z,14Z,17Z-eicosatrienoyl)-sn-glycero-3-phosphocholine
137412	(11Z,14Z,17Z-eicosatrienoyl)-cholesterol
84789	1-hexadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine
78085	N-hexadecanoyl-1,2-diacyl-sn-glycero-3-phosphoethanolamine
137442	(13R,14S)-dihydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate
137410	(13R)-S-cysteinyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate
133424	Delta(12)-prostaglandin J2
137461	(9S,10R)-epoxy-octadecanoate
137458	18-hydroxy-(9S,10R)-epoxy-octadecanoate
137460	(9R,10S)-epoxy-octadecanoate
137459	18-hydroxy-(9R,10S)-epoxy-octadecanoate
137457	18-hydroxy-9,10-epoxy-octadecanoate
137467	18-hydroxy-9,10-epoxy-(12Z)-octadecenoate
137469	18-hydroxy-12,13-epoxy-(9Z)-octadecenoate
15581	juvenile hormone II
137474	20-hydroxy-8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate
137475	20-hydroxy-11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoate
137476	20-hydroxy-14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoate
137480	a 4-saturated-(3S)-3-hydroxyacyl-CoA
137487	(2R,5S)-2,5-diaminohexanoate
133367	resolvin D2
137497	7-oxoresolvin D2
137498	16-oxoresolvin D2
137521	(2Z,10Z)-3-hydroxy-5,17-dioxo-4,5-secoestra-2,10-diene-3-oate
137524	CDP-D-ribulose
57774	2-acetolactate
137522	(+)-isoafricanol
137523	(-)-spiroviolene
137528	tsukubadiene
137530	(2S,3R,6S,9S)-(-)-protoillud-7-ene
137531	(3S)-(+)-asterisca-2(9),6-diene
137533	(-)-alpha-amorphene
137536	(+)-corvol ether B
137535	(+)-corvol ether A
137540	N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl-L-threonine residue
137543	(5S,15S)-dihydroperoxy-(6E,8Z,11Z,13E)-eicosatetraenoate
137542	(5S,6R)-dihydroxy-(7E,9E,11Z,14Z)-eicosatetraenoate
137547	(5S,6R)-dihydroxy-(15S)-hydroperoxy-(7E,9E,11Z,13E)-eicosatetraenoate
137546	(5S)-hydroxy-(15S)-hydroperoxy-(6E,8Z,11Z,13E)-eicosatetraenoate
137549	pyridinestrone carboxylate
137562	(+)-eremophilene
137563	(1R,4R,5S)-(-)-guaia-6,10(14)-diene
137580	2-[(11R)-hydroxy-(5Z,8Z,12E,14Z)-eicosatetraenoyl]-sn-glycero-3-phosphoethanolamine
137585	2-(prostaglandin E2)-sn-glycero-3-phosphocholine
137581	2-(prostaglandin E2)-sn-glycero-3-phosphoethanolamine
137582	2-[(11R)-hydroxy-(5Z,8Z,12E,14Z)-eicosatetraenoyl]-sn-glycero-3-phosphocholine
137583	2-[(15R)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl]-sn-glycero-3-phosphocholine
137584	2-[(15S)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl]-sn-glycero-3-phosphocholine
137593	(2E,4Z)-decadienoyl-CoA
137594	N-acetyl-alpha-D-muramate 1-phosphate
137598	4-aminosalicylate
137600	2-hydroxy-7,8-dihydropteroate
70856	a 2-halobenzoate
83624	L-tyrosine-O-adenyl residue
46858	L-tyrosine residue
78522	3'-glycyladenylyl group
137667	a 1,2-diacyl-3-O-[beta-D-glucopyranosyl-(1->6)-beta-D-galactopyranosyl]-sn-glycerol
137662	allodeoxycholate
137664	allodeoxycholoyl-CoA
137661	allocholate
137663	allocholoyl-CoA
137673	3-sulfinopropanoate
86386	3-sulfanylpropanoate
137668	beta-muricholoyl-CoA
137675	benzothialdehyde
137674	benzylthiol
137679	ursodeoxycholoyl-CoA
86570	cholestanol
137687	(24S)-hydroxycholestanol
137688	(25R)-26-hydroxycholestanol
137724	7-oxotaurolithocholate
137731	5-formyl dCMP residue
137732	5-carboxyl dCMP residue
137740	a UDP-3-O-[(3R)-3-hydroxyacyl]-alpha-D-glucosamine
137748	a UDP-2-N,3-O-bis[(3R)-3-hydroxyacyl]-alpha-D-glucosamine
16150	benzoate
137789	7,12-dioxo-lithocholate
137818	7-oxoglycolithocholate
137820	7-oxo-taurodeoxycholate
137824	7-oxo-glycodeoxycholate
137880	ursocholate
137881	dehydrocholate
137882	7beta-hydroxy-3,12-dioxo-5beta-cholan-24-oate
137886	3alpha,7beta-dihydroxy-12-oxo-5beta-cholan-24-oate
62216	1-hydroxyphenazine
137525	CDP-D-ribose
57252	(E)-cinnamoyl-CoA
82748	CMP residue
74900	N(4)-acetylcytidine 5'-phosphate residue
137927	CDP-alpha-D-glucose
137931	TDP-alpha-D-glucose
137933	N(4)-methyl-dCMP residue
137941	a beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl derivative
137942	an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-beta-D-GlcNAc-R
17700	2-undecanone
61973	S-hydroxy-L-cysteine residue
29999	L-serine residue
83421	O-phospho-L-serine residue
30013	L-threonine residue
61977	O-phospho-L-threonine residue
29999	L-serine residue
83421	O-phospho-L-serine residue
29999	L-serine residue
83421	O-phospho-L-serine residue
29999	L-serine residue
83421	O-phospho-L-serine residue
29999	L-serine residue
83421	O-phospho-L-serine residue
15600	(2R,3S)-catechin
29999	L-serine residue
83421	O-phospho-L-serine residue
30013	L-threonine residue
61977	O-phospho-L-threonine residue
27378	a D-threo-aldose
28991	a D-threo-aldono-1,5-lactone
137954	N(6)-(E)-but-2-enoyl-L-lysine residue
137955	N(6)-butanoyl-L-lysine residue
137967	N(6)-acyl-L-lysine residue
137976	S-acetyl-O-[2'-(5-phosphoribosyl)-3'-dephospho-CoA]-L-serine(3-) residue
29999	L-serine residue
83421	O-phospho-L-serine residue
30013	L-threonine residue
61977	O-phospho-L-threonine residue
30013	L-threonine residue
61977	O-phospho-L-threonine residue
58044	2,5-dihydroxybenzoate
137981	5-amino-1-(5-phospho-beta-D-ribosyl)imidazole
29999	L-serine residue
83421	O-phospho-L-serine residue
137984	a methylated secondary amine
137419	a secondary amine
137982	a tertiary amine
137983	a methylated tertiary amine
137987	19-hydroxy-prostaglandin I2
137988	19-hydroxy-thromboxane A2
137989	18-hydroxy-thromboxane A2
137991	L-4-(L-arginin-2-N-yl)aspartate
76247	4-hydroxy-2,5-dimethyl-furan-3(2H)-one
137994	(2E)-2-ethylidene-4-hydroxy-5-methylfuran-3(2H)-one
137995	2-ethyl-4-hydroxy-5-methyl-3(2H)-furanone
29999	L-serine residue
64479	O-(pantetheine-4'-phosphoryl)-L-serine residue
137996	O-[S-gamma-L-glutamylpantetheine-4'-phosphoryl]serine residue
137999	O-[S-4-(gamma-L-glutamylamino)-(2S)-2-hydroxybutanoylpantetheine-4'-phosphoryl]serine residue
137997	O-[S-4-aminobutanoylpantetheine-4'-phosphoryl]serine residue
137998	O-[S-4-(gamma-L-glutamylamino)butanoylpantetheine-4'-phosphoryl]serine residue
138002	(8S,9S)-dihydroxy-(5Z,11Z,14Z)-eicosatrienoate
138003	(14R,15R)-dihydroxy-(5Z,8Z,11Z)-eicosatrienoate
138004	(11R,12R)-dihydroxy-(5Z,8Z,14Z)-eicosatrienoate
138005	(11S,12S)-dihydroxy-(5Z,8Z,14Z)-eicosatrienoate
16205	biphenyl-2,3-diol
138006	(14S,15S)-dihydroxy-(5Z,8Z,11Z)-eicosatrienoate
138007	N-acetyl-alpha-D-hexosamine 1-phosphate
138008	(8R,9R)-dihydroxy-(5Z,11Z,14Z)-eicosatrienoate
134251	a guaiacol
138019	N(6)-propanoyl-L-lysine residue
58136	2,5-dioxopentanoate
29979	L-histidine residue
138021	(3S)-3-hydroxy-L-histidine residue
138029	a 14alpha-methyl steroid
138031	a Delta(14) steroid
138034	dTDP-4-formamido-4,6-dideoxy-alpha-D-glucose
29950	L-cysteine residue
138035	S-mycothiol-L-cysteine residue
138037	10-epi-juneol
137564	(+)-(1(10)E,4E,6S,7R)-germacradien-6-ol
137565	(3E,7E)-dolabella-3,7-dien-18-ol
138039	(3E,7E)-dolathalia-3,7,11-triene
138040	7-epi-alpha-eudesmol
138041	4-epi-cubebol
138042	tau-cadinol
138043	(2E,6E)-hedycaryol
138044	(2Z,6E)-hedycaryol
138045	10-epi-cubebol
138046	sesterfisherol
138047	beta-thujene
17770	1-hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone
138048	stellata-2,6,19-triene
138053	5-methoxycarbonylmethoxyuridine residue
55377	beta-hematin
138056	2,4,5-trihydroxyphenylacetate
138057	N-terminal L-alanine-L-proline-L-lysine residue
138058	N-terminal N-methyl-L-alanyl-L-prolyl-L-lysine residue
138059	N-terminal L-prolyl-L-prolyl-L-lysine residue
138060	N-terminal N-methyl-L-prolyl-L-prolyl-L-lysine residue
138061	N-terminal L-seryl-L-prolyl-L-lysine residue
138062	N-terminal N-methyl-L-seryl-L-prolyl-L-lysine residue
29034	Fe(3+)
29033	Fe(2+)
138049	guaia-4,6-diene
138024	an alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative
138051	selina-4(15),7(11)-diene
138050	pseudolaratriene
138025	an N-acetyl-beta-D-glucosaminyl-(1->6)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative
138027	an N-acetyl-beta-D-galactosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative
138063	coelenterazine h dioxetanone
138067	N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-L-threonine residue
138068	a ribonucleoside 5'-diphosphate-alpha-D-glucose
82748	CMP residue
74483	5-methylcytidine 5'-phosphate residue
82748	CMP residue
74483	5-methylcytidine 5'-phosphate residue
74483	5-methylcytidine 5'-phosphate residue
138075	5-formyl CMP residue
57429	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate
138077	1-hydroxy-all-trans-1,2-dihydro-neurosporene
138076	1,1'-dihydroxy-1,1',2,2'-tetrahydroneurosporene
74478	2'-O-methyluridine 5'-phosphate residue
65315	UMP residue
50342	L-proline residue
138052	(3S)-3,4-dihydroxy-L-proline residue
85428	trans-3-hydroxy-L-proline residue
15394	(1S,2R,4S)-borneol
138079	a 5'-(N(2),N(2),N(7)-trimethyl 5'-triphosphoguanosine)-(purine-ribonucleoside) residue
138078	a 5'-(N(2),N(7)-dimethyl 5'-triphosphoguanosine)-(purine-ribonucleoside) residue
138087	2''-O-acyl-ADP-D-ribose
138093	an N-acyl-aromatic L-alpha-amino acid
61961	N(6),N(6),N(6)-trimethyl-L-lysine residue
61976	N(6),N(6)-dimethyl-L-lysine residue
138098	2-(prostaglandin G2)-sn-glycero-3-phosphoethanolamine
138099	2-(prostaglandin H2)-sn-glycero-3-phosphoethanolamine
138100	2-(prostaglandin G2)-sn-glycero-3-phosphocholine
138101	2-(prostaglandin H2)-sn-glycero-3-phosphocholine
138102	4-O-(ADP-D-ribosyl)-L-aspartyl residue
50347	L-asparagine residue
138107	(3S)-3-hydroxy-L-asparagine residue
29979	L-histidine residue
138021	(3S)-3-hydroxy-L-histidine residue
50347	L-asparagine residue
138107	(3S)-3-hydroxy-L-asparagine residue
138021	(3S)-3-hydroxy-L-histidine residue
138107	(3S)-3-hydroxy-L-asparagine residue
138111	(3S)-3-hydroxy-L-aspartate residue
29961	L-aspartate residue
138111	(3S)-3-hydroxy-L-aspartate residue
83358	N-(octadecanoyl)-sphing-4-enine-1-phosphocholine
83624	L-tyrosine-O-adenyl residue
138113	L-threonine-O-adenyl residue
138114	L-tyrosine-O-guanylyl residue
17598	phorbol 12,13-dibutanoate
65314	psi-uridine residue
74890	N(1)-methylpseudouridine 5'-phosphate residue
138131	a Delta(5),Delta(7)-sterol
138130	a Delta(7)-sterol
138140	a 2,3-bis-O-(geranylgeranyl)-sn-glycerol 1-phospholipid
138139	a 2,3-bis-O-phytanyl-sn-glycerol 1-phospholipid
61313	a C21-steroid
15402	(+)-neomenthol
138141	a 17alpha-hydroxy-C21-steroid
84417	1,2-di-(9Z-hexadecenoyl)-sn-glycerol
138145	1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine
138148	3'-end deoxyribonucleotide residue
138147	3'-end deoxyribonucleotide 3'-phosphate residue
138150	D-tagatopyranose 1-phosphate
138165	(+)-(2S,3R,9R)-pristinol
138166	nezukol
138167	5-hydroxy-alpha-gurjunene
86094	1-tetradecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine
50211	retinol
86102	1-tetradecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine
86162	1-tetradecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine
45240	1,2-ditetradecanoyl-sn-glycero-3-phosphocholine
131738	2-tetradecanoyl-sn-glycero-3-phosphocholine
18534	campest-4-en-3-one
18533	5alpha-campestan-3-one
138171	5'-O-phosphonoadenylyl-(3'->5')-adenosine
138175	O-[S-L-alpha-aminoacyl-pantetheine-4'-phosphoryl]serine residue
138176	a (2R,3S,4S)-leucoanthocyanidin
138177	a 4-H-anthocyanidin with a 3-hydroxy group
16405	a 6-O-(beta-D-xylopyranosyl)-beta-D-glucopyranose
138178	a (4S)-2,3-dehydroflavan-3,4-diol
133752	epsilon-(gamma-L-glutamyl)-L-lysine
138188	a (2R,3R)-dihydroflavonol
138191	3'-(N-acyl-L-alpha-aminoacyl)adenylyl 3'-end residue
74411	AMP residue
82852	IMP residue
74443	5,6-dihydrouridine 5'-phosphate residue
82748	CMP residue
65315	UMP residue
57342	3-hydroxybenzoyl-CoA
138211	1-octadecanoyl-2-pentanoyl-sn-glycero-3-phosphocholine
138212	1-octadecanoyl-2-hexanoyl-sn-glycero-3-phosphocholine
138213	1-octadecanoyl-2-octanoyl-sn-glycero-3-phosphocholine
138214	1-octadecanoyl-2-nonanoyl-sn-glycero-3-phosphocholine
32361	nonanoate
138215	1-octadecanoyl-2-dodecanoyl-sn-glycero-3-phosphocholine
86089	1-octadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphocholine
138195	1,2-diheptanoyl-sn-glycero-3-phosphocholine
138194	1,2-dihexanoyl-sn-glycero-3-phosphocholine
138197	1-hexanoyl-2-heptanoyl-sn-glycero-3-phosphocholine
17325	3-hydroxy-3-methylglutarate
138198	1-heptanoyl-2-hexanoyl-sn-glycero-3-phosphocholine
138199	1-hexadecanoyl-2-heptanoyl-sn-glycero-3-phosphocholine
138200	1-heptanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine
138217	1-heptanoyl-2-hexanoyl-sn-glycero-3-phosphoethanolamine
138216	1,2-dihexanoyl-sn-glycero-3-phosphoethanolamine
138219	ent-atiserene
137796	2,5,6-triamino-4-hydroxypyrimidine
138220	1,2-diheptadecanoyl-sn-glycero-3-phospho-N-hexadecanoyl-ethanolamine
138218	1,2-diheptadecanoyl-sn-glycero-3-phosphoethanolamine
138222	1,2-diheptadecanoyl-sn-glycero-3-phospho-N-(9Z-octadecenoyl)-ethanolamine
57326	(R)-methylmalonyl-CoA
138223	ent-8alpha-hydroxylabd-13-en-15-yl diphosphate
138224	ent-13-epi-manoyl oxide
138226	beta-geranylfarnesene
138227	beta-hexaprene
138228	beta-heptaprene
138232	peregrinol diphosphate
138233	(13R)-9,13-epoxylabd-14-ene
138234	(13R)-manoyl oxide
138247	cycloaraneosene
138251	3-hydroxyhexane-2,5-dione
138256	N-(4-oxoglutaryl)-L-cysteinylglycine
138261	a very long-chain fatty acyl-CoA
137949	O(3)-(beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl)-L-serine residue
137950	O(3)-(beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl)-L-threonine residue
138267	hexanoyl-sn-glycero-3-phosphoethanolamine
138266	2-heptanoyl-sn-glycero-3-phosphocholine
138268	D-xylulose 1,5-bisphosphate
138269	1-O-hexadecyl-2-nonadioyl-sn-glycero-3-phosphocholine
138275	excited coelenteramide h monoanion
138276	a 5'-diphospho-(purine-ribonucleoside) residue
28889	5,6,7,8-tetrahydropteridine
138278	5'-triphospho-guanosine-ribonucleotide residue
138280	adenosine-5'-diphospho-5'-(ribonucleotide) residue
65314	psi-uridine residue
65314	psi-uridine residue
138282	5'-end ribonucleotide residue
138284	5'-end 5'-dephospho ribonucleotide residue
74269	GMP residue
74480	N(7)-methylguanosine 5'-phosphate residue
65315	UMP residue
57273	GDP-beta-L-fucose
74502	N(3)-methyluridine 5'-phosphate residue
138288	a 5'-end triphospho-(purine-ribonucleoside) residue
138290	2-hydroxyoctanoyl-CoA
138292	2-hydroxydecanoyl-CoA
138294	N(epsilon)-GMP-L-lysine residue
138296	2-hydroxy-3-methylbutanoyl-CoA
138297	2-hydroxyheptadecanoyl-CoA
138298	2-hydroxyeicosanoyl-CoA
138299	2-hydroxydodecanoyl-CoA
138300	2-hydroxytetradecanoyl-CoA
138301	labda-7,13(16),14-triene
138302	(12E)-labda-8(17),12,14-triene
138306	an aromatic (S)-hydroxynitrile
138307	(3S,22S)-2,3:22,23-diepoxy-2,3,22,23-tetrahydrosqualene
138305	pre-alpha-onocerin
138303	alpha-onocerin
28788	quinoline-3,4-diol
138311	(+)-kolavenyl diphosphate
138313	(+)-kolavelool
138310	(-)-kolavenyl diphosphate
138314	allylsulfenate
132987	alliin
138321	O-[S-(4-hydroxybenzyl)pantetheine-4'-phosphoryl]serine residue
138286	N-terminal N,N-dimethyl-L-alanyl-L-prolyl-L-lysine residue
138315	N-terminal N,N,N-trimethyl-L-alanyl-L-prolyl-L-lysine residue
138316	N-terminal N,N-dimethyl-L-seryl-L-prolyl-L-lysyl residue
138317	N-terminal N,N,N-trimethyl-L-seryl-L-prolyl-L-lysine residue
138318	N-terminal N,N-dimethyl-L-prolyl-L-prolyl-L-lysyl residue
138322	9alpha,11alpha-methylene thromboxane A2
138323	19-hydroxy-9alpha,11alpha-methylene thromboxane A2
138324	18-hydroxy-9alpha,11alpha-methylene thromboxane A2
138329	firefly L-luciferin
138328	L-firefly luciferyl-CoA
137353	pyridinium-3,5-dicarboxylate mononucleotide
29950	L-cysteine residue
137356	S-[5-carboxy-1-(5-O-phospho-beta-D-ribofuranosyl)pyridinium-3-carbonyl]-L-cysteine residue
137357	S-[1-(5-O-phospho-beta-D-ribofuranosyl)-5-(sulfanylcarbonyl)pyridinium-3-carbonyl]-L-cysteine residue
90873	dehydroalanine residue
137355	5-carboxy-1-(5-O-phospho-beta-D-ribofuranosyl)pyridinium-3-carbonyl adenylate
138330	pyridinium-3-carboxylate-5-thiocarboxylate mononucleotide
137358	1-(5-O-phospho-beta-D-ribofuranosyl)-5-(sulfanylcarbonyl)pyridinium-3-carbonyl adenylate
137372	pyridinium-3,5-bisthiocarboxylate mononucleotide
137373	Ni(II)-pyridinium-3,5-bisthiocarboxylate mononucleotide
29979	L-histidine residue
138334	N(tele)-(N(7)-methylguanosine 5'-phospho)-L-histidine residue
138340	a (2R,3S)-2-alkyl-3-hydroxyalkanoate
138341	an (R)-2-alkyl-3-oxoalkanoate
138358	4-sulfanylbutanoate
138359	4,4'-disulfanyldibutanoate
35489	an organic disulfide
138370	N(6)-(5-glutamyl)-lysine residues
138371	a beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc derivative
138372	a beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-N-acetyl-beta-D-glucosaminyl derivative
58175	N-methyl-L-alanine
59080	N(4)-(alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-Asn residue
60627	N-{alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-Asn residue
52996	alpha-D-glucosyl-(1->3)-D-mannopyranose
138374	a 12-hydroxyjasmonyl-L-alpha-amino acid
5672	heptan-2-one
87362	pentyl acetate
80946	octan-3-one
87373	pentyl propanoate
89891	hexan-3-one
88764	ethyl butanoate
58533	S-methyl-5-thio-alpha-D-ribose 1-phosphate
89828	propyl propanoate
89484	heptan-4-one
89719	propyl butanoate
86055	ethyl hexanoate
