id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn58176			(1) cpd00006[0] + (1) cpd48906[0] <=> (1) cpd00005[0] + (1) cpd48499[0]	-1:cpd00006:0:"NADP";-1:cpd48906:0:"a (3R)-3-hydroxyhexadecanoyl-[acp domain within a fatty acid synthase]";1:cpd00005:0:"NADPH";2:cpd00067:0:"H+";1:cpd48499:0:"a 3-oxohexadecanoyl-[acp domain within a fatty acid synthase]"	0	(1) cpd00006[0] + (1) cpd48906[0] <=> (1) cpd00005[0] + (2) cpd00067[0] + (1) cpd48499[0]	(1) NADP[0] + (1) a (3R)-3-hydroxyhexadecanoyl-[acp domain within a fatty acid synthase][0] <=> (1) NADPH[0] + (2) H+[0] + (1) a 3-oxohexadecanoyl-[acp domain within a fatty acid synthase][0]	?	null	MetaCyc: Biosynthesis (); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-5994 (palmitate biosynthesis I (type I fatty acid synthase)); PWY-6113 (superpathway of mycolate biosynthesis); Palmitate-Biosynthesis (Palmitate Biosynthesis); Super-Pathways ()	MetaCyc: RXN66-640	null	cpd00005;cpd00006;cpd00067;cpd48499;cpd48906	OK	0	null	EQP|HB	Primary Database
rxn58177			(1) cpd48511[0] <=> (1) cpd00001[0] + (1) cpd48516[0]	-1:cpd48511:0:"a (3R)-3-hydroxy-4-methylpentanoyl-[acp]";1:cpd00001:0:"H2O";1:cpd48516:0:"a (2E)-4-methylpent-2-enoyl-[acp]"	0	(1) cpd48511[0] <=> (1) cpd00001[0] + (1) cpd48516[0]	(1) a (3R)-3-hydroxy-4-methylpentanoyl-[acp][0] <=> (1) H2O[0] + (1) a (2E)-4-methylpent-2-enoyl-[acp][0]	?	null	MetaCyc: Biosynthesis (); Branched-Fatty-Acids-Biosynthesis (); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-8175 (even iso-branched-chain fatty acid biosynthesis)	MetaCyc: RXN-21677	null	cpd00001;cpd48511;cpd48516	OK	0	null	EQP	Primary Database
rxn58178			(1) cpd00010[0] + (1) cpd00143[0] + (2) cpd27757[0] <=> (1) cpd00011[0] + (1) cpd00452[0] + (2) cpd28082[0]	-1:cpd00010:0:"CoA";-1:cpd00143:0:"Phenylpyruvate";-2:cpd27757:0:"Oxidized-ferredoxins";1:cpd00011:0:"CO2";1:cpd00067:0:"H+";1:cpd00452:0:"Phenylacetyl-CoA";2:cpd28082:0:"Reduced-ferredoxins"	0	(1) cpd00010[0] + (1) cpd00143[0] + (2) cpd27757[0] <=> (1) cpd00011[0] + (1) cpd00067[0] + (1) cpd00452[0] + (2) cpd28082[0]	(1) CoA[0] + (1) Phenylpyruvate[0] + (2) Oxidized-ferredoxins[0] <=> (1) CO2[0] + (1) H+[0] + (1) Phenylacetyl-CoA[0] + (2) Reduced-ferredoxins[0]	?	null	null	MetaCyc: RXN-23387	null	cpd00010;cpd00011;cpd00067;cpd00143;cpd00452;cpd27757;cpd28082	OK	0	null	EQP	Primary Database
rxn58179			(1) cpd48478[0] <=> (1) cpd00001[0] + (1) cpd48440[0]	-1:cpd48478:0:"a (3R)-3-hydroxyoctanoyl-[acp domain within a fatty acid synthase]";1:cpd00001:0:"H2O";1:cpd48440:0:"a (2E)-oct-2-enoyl-[acp domain within a fatty acid synthase]"	0	(1) cpd48478[0] <=> (1) cpd00001[0] + (1) cpd48440[0]	(1) a (3R)-3-hydroxyoctanoyl-[acp domain within a fatty acid synthase][0] <=> (1) H2O[0] + (1) a (2E)-oct-2-enoyl-[acp domain within a fatty acid synthase][0]	?	null	MetaCyc: Biosynthesis (); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-5994 (palmitate biosynthesis I (type I fatty acid synthase)); PWY-6113 (superpathway of mycolate biosynthesis); Palmitate-Biosynthesis (Palmitate Biosynthesis); Super-Pathways ()	MetaCyc: RXN66-624	null	cpd00001;cpd48440;cpd48478	OK	0	null	EQP	Primary Database
rxn58180			(1) cpd00006[0] + (1) cpd48464[0] <=> (1) cpd00005[0] + (1) cpd48408[0]	-1:cpd00006:0:"NADP";-1:cpd48464:0:"a (3R)-3-hydroxy-11-methyldodecanoyl-[acp]";1:cpd00005:0:"NADPH";2:cpd00067:0:"H+";1:cpd48408:0:"a 11-methyl-3-oxododecanoyl-[acp]"	0	(1) cpd00006[0] + (1) cpd48464[0] <=> (1) cpd00005[0] + (2) cpd00067[0] + (1) cpd48408[0]	(1) NADP[0] + (1) a (3R)-3-hydroxy-11-methyldodecanoyl-[acp][0] <=> (1) NADPH[0] + (2) H+[0] + (1) a 11-methyl-3-oxododecanoyl-[acp][0]	?	null	MetaCyc: Biosynthesis (); Branched-Fatty-Acids-Biosynthesis (); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-8174 (odd iso-branched-chain fatty acid biosynthesis)	MetaCyc: RXN-21660	null	cpd00005;cpd00006;cpd00067;cpd48408;cpd48464	OK	0	null	EQP|HB	Primary Database
rxn58181			(1) cpd00003[0] + (1) cpd46841[0] <=> (1) cpd00004[0] + (1) cpd41568[0]	-1:cpd00003:0:"NAD";-1:cpd46841:0:"3-oxochol-4-en-24-oate";1:cpd00004:0:"NADH";2:cpd00067:0:"H+";1:cpd41568:0:"3-oxochola-4,6-dien-24-oate"	0	(1) cpd00003[0] + (1) cpd46841[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd41568[0]	(1) NAD[0] + (1) 3-oxochol-4-en-24-oate[0] <=> (1) NADH[0] + (2) H+[0] + (1) 3-oxochola-4,6-dien-24-oate[0]	=	null	MetaCyc: Bile-Acids-Degradation (Bile Acid Degradation); CARBOXYLATES-DEG (Carboxylate Degradation); Degradation (Degradation/Utilization/Assimilation); Fatty-Acid-and-Lipid-Degradation (Fatty Acid and Lipid Degradation); PWY-7754 (bile acid 7alpha-dehydroxylation); PWY-8134 (bile acid 7beta-dehydroxylation); Steroids-Degradation (Steroid Degradation)	MetaCyc: RXN-21340	null	cpd00003;cpd00004;cpd00067;cpd41568;cpd46841	OK	0	null	EQC|HB	Primary Database
rxn58182			(1) cpd35494[0] + (1) cpd48951[0] <=> (1) cpd00018[0] + (1) cpd48795[0]	-1:cpd35494:0:"(L-alanyl)adenylate";-1:cpd48951:0:"a [SulM alanyl-carrier protein domain]";1:cpd00018:0:"AMP";1:cpd48795:0:"an L-alanyl-[SulM alanyl-carrier protein domain]"	0	(1) cpd35494[0] + (1) cpd48951[0] <=> (1) cpd00018[0] + (1) cpd48795[0]	(1) (L-alanyl)adenylate[0] + (1) a [SulM alanyl-carrier protein domain][0] <=> (1) AMP[0] + (1) an L-alanyl-[SulM alanyl-carrier protein domain][0]	?	null	MetaCyc: Antibiotic-Biosynthesis (Antibiotic Biosynthesis); Biosynthesis (); PWY-8381 (sulfazecin biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Toxin-Biosynthesis ()	MetaCyc: RXN-23290	null	cpd00018;cpd35494;cpd48795;cpd48951	OK	0	null	EQP|HB	Primary Database
rxn58183			(1) cpd30770[0] + (1) cpd33105[0] <=> (1) cpd00014[0] + (1) cpd47213[0]	-1:cpd30770:0:"UDP-D-galactopyranose";-1:cpd33105:0:"beta-D-Gal-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol";1:cpd00014:0:"UDP";1:cpd00067:0:"H+";1:cpd47213:0:"alpha-D-Gal-(1->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol"	0	(1) cpd30770[0] + (1) cpd33105[0] <=> (1) cpd00014[0] + (1) cpd00067[0] + (1) cpd47213[0]	(1) UDP-D-galactopyranose[0] + (1) beta-D-Gal-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol[0] <=> (1) UDP[0] + (1) H+[0] + (1) alpha-D-Gal-(1->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol[0]	=	null	null	MetaCyc: RXN-21942	null	cpd00014;cpd00067;cpd30770;cpd33105;cpd47213	OK	0	null	HB|EQP	Primary Database
rxn58184			(1) cpd00006[0] + (1) cpd48427[0] <=> (1) cpd00005[0] + (1) cpd48424[0]	-1:cpd00006:0:"NADP";-1:cpd48427:0:"a (14S)-14-methylhexadecanoyl-[acp]";1:cpd00005:0:"NADPH";2:cpd00067:0:"H+";1:cpd48424:0:"a (2E,14S)-14-methylhexadec-2-enoyl-[acp]"	0	(1) cpd00006[0] + (1) cpd48427[0] <=> (1) cpd00005[0] + (2) cpd00067[0] + (1) cpd48424[0]	(1) NADP[0] + (1) a (14S)-14-methylhexadecanoyl-[acp][0] <=> (1) NADPH[0] + (2) H+[0] + (1) a (2E,14S)-14-methylhexadec-2-enoyl-[acp][0]	?	null	MetaCyc: Biosynthesis (); Branched-Fatty-Acids-Biosynthesis (); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-8173 (anteiso-branched-chain fatty acid biosynthesis)	MetaCyc: RXN-21644	null	cpd00005;cpd00006;cpd00067;cpd48424;cpd48427	OK	0	null	EQP|HB	Primary Database
rxn58185			(1) cpd45637[0] + (1) cpd48940[0] <=> (1) cpd00018[0] + (1) cpd48723[0]	-1:cpd45637:0:"(2<i>S</i>)-4-propylidenepyrrolidine-2-carboxy-adenylate";-1:cpd48940:0:"a holo SibD non-ribosomal peptide synthase";1:cpd00018:0:"AMP";1:cpd48723:0:"(2S)-4-propylidenepyrrolidine-2-carboxy-[SibD non-ribosomal peptide synthase]"	0	(1) cpd45637[0] + (1) cpd48940[0] <=> (1) cpd00018[0] + (1) cpd48723[0]	(1) (2<i>S</i>)-4-propylidenepyrrolidine-2-carboxy-adenylate[0] + (1) a holo SibD non-ribosomal peptide synthase[0] <=> (1) AMP[0] + (1) (2S)-4-propylidenepyrrolidine-2-carboxy-[SibD non-ribosomal peptide synthase][0]	?	null	MetaCyc: Antibiotic-Biosynthesis (Antibiotic Biosynthesis); Biosynthesis (); PWY-8379 (sibiromycin biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Toxin-Biosynthesis ()	MetaCyc: RXN-23234	null	cpd00018;cpd45637;cpd48723;cpd48940	OK	0	null	EQP|HB	Primary Database
rxn58186			(1) cpd12458[0] + (1) cpd48240[0] <=> (1) cpd11493[0] + (1) cpd46624[0]	-1:cpd00067:0:"H+";-1:cpd12458:0:"Stearoyl-[acyl-carrier protein]";-1:cpd48240:0:"alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA (H. pylori)";1:cpd11493:0:"ACP";1:cpd46624:0:"alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-(octadecanoyl)-lipid IVA (H. pylori)"	0	(1) cpd00067[0] + (1) cpd12458[0] + (1) cpd48240[0] <=> (1) cpd11493[0] + (1) cpd46624[0]	(1) H+[0] + (1) Stearoyl-[acyl-carrier protein][0] + (1) alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA (H. pylori)[0] <=> (1) ACP[0] + (1) alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-(octadecanoyl)-lipid IVA (H. pylori)[0]	?	null	MetaCyc: Biosynthesis (); Cell-Structure-Biosynthesis (Cell Structure Biosynthesis); Kdo-lipid-A-Biosynthesis (); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); Lipopolysaccharide-Biosynthesis (Lipopolysaccharide Biosynthesis); PWY2DNV-2 ((Kdo)2-lipid A biosynthesis (H. pylori))	MetaCyc: RXN2DNV-6	null	cpd00067;cpd11493;cpd12458;cpd46624;cpd48240	CI:-1	0	null	EQP|HB	Primary Database
rxn58187			(1) cpd48462[0] <=> (1) cpd00001[0] + (1) cpd48403[0]	-1:cpd48462:0:"a (3R,10S)-3-hydroxy-10-methyldodecanoyl-[acp]";1:cpd00001:0:"H2O";1:cpd48403:0:"a (2E,10S)-10-methyldodec-2-enoyl-[acp]"	0	(1) cpd48462[0] <=> (1) cpd00001[0] + (1) cpd48403[0]	(1) a (3R,10S)-3-hydroxy-10-methyldodecanoyl-[acp][0] <=> (1) H2O[0] + (1) a (2E,10S)-10-methyldodec-2-enoyl-[acp][0]	?	null	MetaCyc: Biosynthesis (); Branched-Fatty-Acids-Biosynthesis (); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-8173 (anteiso-branched-chain fatty acid biosynthesis)	MetaCyc: RXN-21627	null	cpd00001;cpd48403;cpd48462	OK	0	null	EQP	Primary Database
rxn58188			(1) cpd00001[0] + (1) cpd00225[0] + (2) cpd27757[0] <=> (1) cpd00153[0] + (2) cpd28082[0]	-1:cpd00001:0:"H2O";-1:cpd00225:0:"Benzaldehyde";-2:cpd27757:0:"Oxidized-ferredoxins";3:cpd00067:0:"H+";1:cpd00153:0:"Benzoate";2:cpd28082:0:"Reduced-ferredoxins"	0	(1) cpd00001[0] + (1) cpd00225[0] + (2) cpd27757[0] <=> (3) cpd00067[0] + (1) cpd00153[0] + (2) cpd28082[0]	(1) H2O[0] + (1) Benzaldehyde[0] + (2) Oxidized-ferredoxins[0] <=> (3) H+[0] + (1) Benzoate[0] + (2) Reduced-ferredoxins[0]	?	null	null	MetaCyc: RXN-23193	null	cpd00001;cpd00067;cpd00153;cpd00225;cpd27757;cpd28082	OK	0	null	EQP	Primary Database
rxn58189			(1) cpd00992[0] + (2) cpd26786[0] <=> (1) cpd00229[0] + (2) cpd26787[0]	-1:cpd00992:0:"1,2-Ethanediol";-2:cpd26786:0:"Cytochromes-C550-Ox";2:cpd00067:0:"H+";1:cpd00229:0:"Glycolaldehyde";2:cpd26787:0:"Cytochromes-C550-Red"	0	(1) cpd00992[0] + (2) cpd26786[0] <=> (2) cpd00067[0] + (1) cpd00229[0] + (2) cpd26787[0]	(1) 1,2-Ethanediol[0] + (2) Cytochromes-C550-Ox[0] <=> (2) H+[0] + (1) Glycolaldehyde[0] + (2) Cytochromes-C550-Red[0]	?	null	null	MetaCyc: RXN1G01-41	null	cpd00067;cpd00229;cpd00992;cpd26786;cpd26787	OK	0	null	EQP	Primary Database
rxn58190			(1) cpd00001[0] + (1) cpd46863[0] <=> (1) cpd00239[0] + (1) cpd01048[0]	-1:cpd00001:0:"H2O";-1:cpd46863:0:"sulfanylarsonate";1:cpd00067:0:"H+";1:cpd00239:0:"H2S";1:cpd01048:0:"Arsenate"	0	(1) cpd00001[0] + (1) cpd46863[0] <= (1) cpd00067[0] + (1) cpd00239[0] + (1) cpd01048[0]	(1) H2O[0] + (1) sulfanylarsonate[0] <= (1) H+[0] + (1) H2S[0] + (1) Arsenate[0]	<	null	null	MetaCyc: RXN-22407	null	cpd00001;cpd00067;cpd00239;cpd01048;cpd46863	OK	0	null	HB|EQP	Primary Database
rxn58191			(1) cpd01882[0] + (1) cpd11492[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd48527[0]	-1:cpd00067:0:"H+";-1:cpd01882:0:"Isovaleryl-CoA";-1:cpd11492:0:"Malonyl-acyl-carrierprotein-";1:cpd00010:0:"CoA";1:cpd00011:0:"CO2";1:cpd48527:0:"a 5-methyl-3-oxohexanoyl-[acp]"	0	(1) cpd00067[0] + (1) cpd01882[0] + (1) cpd11492[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd48527[0]	(1) H+[0] + (1) Isovaleryl-CoA[0] + (1) Malonyl-acyl-carrierprotein-[0] <=> (1) CoA[0] + (1) CO2[0] + (1) a 5-methyl-3-oxohexanoyl-[acp][0]	?	null	MetaCyc: Biosynthesis (); Branched-Fatty-Acids-Biosynthesis (); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-8174 (odd iso-branched-chain fatty acid biosynthesis)	MetaCyc: RXN-21610	null	cpd00010;cpd00011;cpd00067;cpd01882;cpd11492;cpd48527	MI:C:3/H:3/N:1/O:1/R:1|CI:1	0	null	EQP	Primary Database
rxn58192			(1) cpd00519[0] + (1) cpd48942[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd48890[0]	-1:cpd00067:0:"H+";-1:cpd00519:0:"D-methylmalonyl-CoA";-1:cpd48942:0:"a holo [SpnA polyketide synthase]";1:cpd00010:0:"CoA";1:cpd00011:0:"CO2";1:cpd48890:0:"propanoyl-[SpnA polyketide synthase]"	0	(1) cpd00067[0] + (1) cpd00519[0] + (1) cpd48942[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd48890[0]	(1) H+[0] + (1) D-methylmalonyl-CoA[0] + (1) a holo [SpnA polyketide synthase][0] <=> (1) CoA[0] + (1) CO2[0] + (1) propanoyl-[SpnA polyketide synthase][0]	?	null	MetaCyc: Biosynthesis (); Insecticides-Biosynthesis (Insecticide Biosynthesis); PWY-7100 (spinosyn biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Toxin-Biosynthesis ()	MetaCyc: RXN-23103	null	cpd00010;cpd00011;cpd00067;cpd00519;cpd48890;cpd48942	OK	0	null	EQP	Primary Database
rxn58193			(1) cpd00007[0] + (2) cpd28082[0] + (1) cpd47113[0] <=> (1) cpd00001[0] + (2) cpd27757[0] + (1) cpd47670[0]	-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-2:cpd28082:0:"Reduced-ferredoxins";-1:cpd47113:0:"leinamycin E";1:cpd00001:0:"H2O";2:cpd27757:0:"Oxidized-ferredoxins";1:cpd47670:0:"leinamycin Z2"	0	(1) cpd00007[0] + (2) cpd00067[0] + (2) cpd28082[0] + (1) cpd47113[0] <=> (1) cpd00001[0] + (2) cpd27757[0] + (1) cpd47670[0]	(1) O2[0] + (2) H+[0] + (2) Reduced-ferredoxins[0] + (1) leinamycin E[0] <=> (1) H2O[0] + (2) Oxidized-ferredoxins[0] + (1) leinamycin Z2[0]	?	null	MetaCyc: Antibiotic-Biosynthesis (Antibiotic Biosynthesis); Biosynthesis (); POLYKETIDE-SYN (Polyketide Biosynthesis); PWY-8343 (leinamycin biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Toxin-Biosynthesis ()	MetaCyc: RXN-22917	null	cpd00001;cpd00007;cpd00067;cpd27757;cpd28082;cpd47113;cpd47670	OK	0	null	EQP	Primary Database
rxn58194			(1) cpd28300[0] + (2) cpd48707[1] <=> (1) cpd28301[0] + (2) cpd48708[1]	-1:cpd28300:0:"Ubiquinols";-2:cpd48707:1:"an oxidized cytochrome cm552";2:cpd00067:0:"H+";1:cpd28301:0:"Ubiquinones";2:cpd48708:1:"a reduced cytochrome cm552"	1	(1) cpd28300[0] + (2) cpd48707[1] <=> (2) cpd00067[0] + (1) cpd28301[0] + (2) cpd48708[1]	(1) Ubiquinols[0] + (2) an oxidized cytochrome cm552[1] <=> (2) H+[0] + (1) Ubiquinones[0] + (2) a reduced cytochrome cm552[1]	?	null	MetaCyc: Ammonia-oxidation (Ammonia Oxidation); CHEMOAUTOTROPHIC-ENERGY-METABOLISM (Chemoautotrophic Energy Metabolism); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); NITROGEN-DEG (Nitrogen Compound Metabolism); Noncarbon-Nutrients (Inorganic Nutrient Metabolism); PWY-7082 (ammonia oxidation IV (autotrophic ammonia oxidizers)); Super-Pathways ()	MetaCyc: RXN-21454	null	cpd00067;cpd28300;cpd28301;cpd48707;cpd48708	CPDFORMERROR	0	null	EQP	Primary Database
rxn58195			(1) cpd48452[0] + (1) cpd48698[0] <=> (1) cpd00001[0] + (1) cpd48605[0] + (1) cpd48611[0]	-1:cpd48452:0:"(2S,3S,5S,7S)-3,7-dihydroxy-2,5,8,8-tetramethylnonanoyl-[ACP domain within AprG PKS]";-1:cpd48698:0:"L-cysteinyl-[non-ribosomal peptide synthase AprH]";1:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd48605:0:"a holo ACP domain within [AprG PKS]";1:cpd48611:0:"aparatoxin intermediate-[non-ribosomal peptide synthase AprH]"	0	(1) cpd48452[0] + (1) cpd48698[0] <=> (1) cpd00001[0] + (1) cpd00067[0] + (1) cpd48605[0] + (1) cpd48611[0]	(1) (2S,3S,5S,7S)-3,7-dihydroxy-2,5,8,8-tetramethylnonanoyl-[ACP domain within AprG PKS][0] + (1) L-cysteinyl-[non-ribosomal peptide synthase AprH][0] <=> (1) H2O[0] + (1) H+[0] + (1) a holo ACP domain within [AprG PKS][0] + (1) aparatoxin intermediate-[non-ribosomal peptide synthase AprH][0]	?	null	MetaCyc: Biosynthesis (); PWY-8361 (apratoxin A biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Toxin-Biosynthesis ()	MetaCyc: RXN-23084	null	cpd00001;cpd00067;cpd48452;cpd48605;cpd48611;cpd48698	OK	0	null	EQP	Primary Database
rxn58196			(1) cpd00007[0] + (2) cpd28082[0] + (1) cpd46970[0] <=> (3) cpd00001[0] + (1) cpd00011[0] + (1) cpd10422[0] + (2) cpd27757[0]	-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-2:cpd28082:0:"Reduced-ferredoxins";-1:cpd46970:0:"Rif5 intermediate 3";3:cpd00001:0:"H2O";1:cpd00011:0:"CO2";1:cpd10422:0:"Demethyl-desacetyl-rifamycin S";2:cpd27757:0:"Oxidized-ferredoxins"	0	(1) cpd00007[0] + (2) cpd00067[0] + (2) cpd28082[0] + (1) cpd46970[0] <=> (3) cpd00001[0] + (1) cpd00011[0] + (1) cpd10422[0] + (2) cpd27757[0]	(1) O2[0] + (2) H+[0] + (2) Reduced-ferredoxins[0] + (1) Rif5 intermediate 3[0] <=> (3) H2O[0] + (1) CO2[0] + (1) Demethyl-desacetyl-rifamycin S[0] + (2) Oxidized-ferredoxins[0]	?	null	null	MetaCyc: RXN-20251	null	cpd00001;cpd00007;cpd00011;cpd00067;cpd10422;cpd27757;cpd28082;cpd46970	OK	0	null	HB|EQP	Primary Database
rxn58197			(1) cpd37411[0] <=> (1) cpd48097[0]	-1:cpd37411:0:"prostaglandin H3";1:cpd48097:0:"prostaglandin I<sub>3</sub>"	0	(1) cpd37411[0] => (1) cpd48097[0]	(1) prostaglandin H3[0] => (1) prostaglandin I<sub>3</sub>[0]	>	null	MetaCyc: Biosynthesis (); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-8399 (icosapentaenoate metabolites biosynthesis)	MetaCyc: RXN-23490	null	cpd37411;cpd48097	OK	0	null	EQC	Primary Database
rxn58198			(1) cpd00007[0] + (2) cpd28082[0] + (1) cpd48481[0] <=> (1) cpd00001[0] + (2) cpd27757[0] + (1) cpd48484[0]	-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-2:cpd28082:0:"Reduced-ferredoxins";-1:cpd48481:0:"3-methyl-2-hydroxybutanoyl-[PCP1 domain within HctF NRPS]";1:cpd00001:0:"H2O";2:cpd27757:0:"Oxidized-ferredoxins";1:cpd48484:0:"2,3-dihydroxy-3-methylbutanoyl-[PCP1 domain within HctF NRPS]"	0	(1) cpd00007[0] + (2) cpd00067[0] + (2) cpd28082[0] + (1) cpd48481[0] <=> (1) cpd00001[0] + (2) cpd27757[0] + (1) cpd48484[0]	(1) O2[0] + (2) H+[0] + (2) Reduced-ferredoxins[0] + (1) 3-methyl-2-hydroxybutanoyl-[PCP1 domain within HctF NRPS][0] <=> (1) H2O[0] + (2) Oxidized-ferredoxins[0] + (1) 2,3-dihydroxy-3-methylbutanoyl-[PCP1 domain within HctF NRPS][0]	?	null	MetaCyc: Biosynthesis (); PWY-8360 (hectochlorin biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Toxin-Biosynthesis ()	MetaCyc: RXN-23064	null	cpd00001;cpd00007;cpd00067;cpd27757;cpd28082;cpd48481;cpd48484	OK	0	null	EQP	Primary Database
rxn58199			(1) cpd11492[0] + (1) cpd22388[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd22073[0]	-1:cpd11492:0:"Malonyl-acyl-carrierprotein-";-1:cpd22388:0:"Arachidoyl-ACPs";1:cpd00011:0:"CO2";1:cpd11493:0:"ACP";1:cpd22073:0:"3-oxo-behenoyl-ACPs"	0	(1) cpd11492[0] + (1) cpd22388[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd22073[0]	(1) Malonyl-acyl-carrierprotein-[0] + (1) Arachidoyl-ACPs[0] <=> (1) CO2[0] + (1) ACP[0] + (1) 3-oxo-behenoyl-ACPs[0]	?	null	MetaCyc: Biosynthesis (); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-6113 (superpathway of mycolate biosynthesis); PWYG-321 (mycolate biosynthesis); Super-Pathways ()	MetaCyc: RXN1G-445	null	cpd00011;cpd11492;cpd11493;cpd22073;cpd22388	OK	0	null	HB|EQP	Primary Database
rxn58200			(1) cpd00006[0] + (1) cpd48644[0] + (1) cpd48700[0] <=> (1) cpd00001[0] + (1) cpd00005[0] + (1) cpd48643[0] + (1) cpd48668[0]	-1:cpd00006:0:"NADP";-1:cpd48644:0:"myristoyl-D-asparaginyl-butan-2-aminyl-malonyl-1-aminocyclopropane-1-carboxyl-acetyl-aminomethyl-1,3-thiazole-4-carboxy-glycyl-[ClbK polyketide synthase]";-1:cpd48700:0:"L-cysteinyl-[ClbK polyketide synthase]";1:cpd00001:0:"H2O";1:cpd00005:0:"NADPH";3:cpd00067:0:"H+";1:cpd48643:0:"myristoyl-D-asparaginyl-butan-2-aminyl-malonyl-1-aminocyclopropane-1-carboxyl-acetyl-aminomethyl-1,3-thiazole-4-carboxy-2-(aminomethyl)-1,3-thiazole-4-carboxyl-[ClbK polyketide synthase]";1:cpd48668:0:"a holo [ClbK polyketide synthase]"	0	(1) cpd00006[0] + (1) cpd48644[0] + (1) cpd48700[0] <=> (1) cpd00001[0] + (1) cpd00005[0] + (3) cpd00067[0] + (1) cpd48643[0] + (1) cpd48668[0]	(1) NADP[0] + (1) myristoyl-D-asparaginyl-butan-2-aminyl-malonyl-1-aminocyclopropane-1-carboxyl-acetyl-aminomethyl-1,3-thiazole-4-carboxy-glycyl-[ClbK polyketide synthase][0] + (1) L-cysteinyl-[ClbK polyketide synthase][0] <=> (1) H2O[0] + (1) NADPH[0] + (3) H+[0] + (1) myristoyl-D-asparaginyl-butan-2-aminyl-malonyl-1-aminocyclopropane-1-carboxyl-acetyl-aminomethyl-1,3-thiazole-4-carboxy-2-(aminomethyl)-1,3-thiazole-4-carboxyl-[ClbK polyketide synthase][0] + (1) a holo [ClbK polyketide synthase][0]	?	null	MetaCyc: Biosynthesis (); POLYKETIDE-SYN (Polyketide Biosynthesis); PWY-8117 (colibactin biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Toxin-Biosynthesis ()	MetaCyc: RXN-21128	null	cpd00001;cpd00005;cpd00006;cpd00067;cpd48643;cpd48644;cpd48668;cpd48700	OK	0	null	EQP|HB	Primary Database
