id	name	abbreviation	direction	thermoReversibility	status	defaultProtons	equation
rxn02730	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase	=	<	CI:-1	0	(2) cpd00067[c] + (1) cpd00532[c] + (1) cpd01468[c] <=> (1) cpd00001[c] + (1) cpd00007[c] + (1) cpd00287[c]
rxn02731	rxn02731	rxn02731	=	<	MI:O-1|CI:1|HI:-1	0	(1) cpd01468[c] <=> (1) cpd00287[c]
rxn02732	N-Acetylindoxyl:oxygen oxidoreductase	N-Acetylindoxyl:oxygen oxidoreductase	=	>	OK	0	(1) cpd00007[c] + (1) cpd01547[c] <=> (1) cpd00001[c] + (1) cpd01470[c]
rxn02733	Mg-protoporphyrin IX magnesium-lyase	MPML	=	=	CI:1	0	(1) cpd00001[c] + (1) cpd00002[c] + (1) cpd00254[c] + (1) cpd01476[c] <=> (1) cpd00008[c] + (1) cpd00009[c] + (3) cpd00067[c] + (1) cpd02216[c]
rxn02734	rxn02734	rxn02734	=	=	OK	0	(1) cpd00001[c] + (1) cpd01480[c] <=> (1) cpd03552[c]
rxn02735	rxn02735	rxn02735	=	=	OK	0	(1) cpd00005[c] + (1) cpd00067[c] + (1) cpd02528[c] <=> (1) cpd00006[c] + (1) cpd01481[c]
rxn02736	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	=	>	MI:O3|HI:-2	0	(1) cpd01481[c] + (1) cpd02450[c] <=> (1) cpd00014[c] + (1) cpd02577[c]
rxn02737	UDPglucosamine 4-epimerase	UDPglucosamine 4-epimerase	=	=	OK	0	(1) cpd01482[c] <=> (1) cpd01623[c]
rxn02738	1,2-dihydrosantonin:NAD+ 1,2-oxidoreductase	1,2-dihydrosantonin:NAD+ 1,2-oxidoreductase	=	=	OK	0	(1) cpd00003[c] + (1) cpd01787[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd01488[c]
rxn02739	1,2-dihydrosantonin:NADP+ 1,2-oxidoreductase	1,2-dihydrosantonin:NADP+ 1,2-oxidoreductase	=	=	OK	0	(1) cpd00006[c] + (1) cpd01787[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd01488[c]
rxn02740	(E)-Glutaconate CoA-transferase	(E)-Glutaconate CoA-transferase	=	=	OK	0	(1) cpd00022[c] + (1) cpd01492[c] <=> (1) cpd00029[c] + (1) cpd01599[c]
rxn02741	1-Methyladenosine ribohydrolase	1-Methyladenosine ribohydrolase	=	=	OK	0	(1) cpd00001[c] + (1) cpd01637[c] <=> (1) cpd00105[c] + (1) cpd01493[c]
rxn02742	10-Hydroxydecanoate:NAD+ 10-oxidoreductase	10-Hydroxydecanoate:NAD+ 10-oxidoreductase	=	=	OK	0	(1) cpd00003[c] + (1) cpd01788[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd01494[c]
rxn02743	rxn02743	rxn02743	=	>	OK	0	(1) cpd00001[c] + (1) cpd00067[c] + (1) cpd01496[c] <=> (1) cpd00013[c] + (1) cpd02183[c]
rxn02744	2-Aminomuconate semialdehyde:NAD+ 6-oxidoreductase	AM6SAD	=	>	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd02385[c] <=> (1) cpd00004[c] + (3) cpd00067[c] + (1) cpd01496[c]
rxn02745	Benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)	Benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)	=	>	OK	0	(1) cpd00007[c] + (1) cpd01822[c] <=> (2) cpd00067[c] + (1) cpd01498[c]
rxn02746	rxn02746	rxn02746	=	<	OK	0	(1) cpd01498[c] <=> (1) cpd02307[c]
rxn02747	4-Carboxymethylenebut-2-en-4-olide lactonohydrolase	4-Carboxymethylenebut-2-en-4-olide lactonohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd02705[c] <=> (1) cpd00067[c] + (1) cpd01498[c]
rxn02748	(3S)-3-Methyl-2-oxopentanoate carboxy-lyase	3MOPDC	=	>	OK	0	(1) cpd00067[c] + (1) cpd00508[c] <=> (1) cpd00011[c] + (1) cpd01499[c]
rxn02749	(R)-2-Methylmalate hydro-lyase	(R)-2-Methylmalate hydro-lyase	=	=	OK	0	(1) cpd01700[c] <=> (1) cpd00001[c] + (1) cpd01502[c]
rxn02750	rxn02750	rxn02750	=	=	OK	0	(1) cpd00001[c] + (1) cpd01502[c] <=> (1) cpd03592[c]
rxn02751	rxn02751	rxn02751	=	=	OK	0	(1) cpd00001[c] + (1) cpd01502[c] <=> (1) cpd03593[c]
rxn02752	N1-Acetylspermidine:oxygen oxidoreductase (deaminating)	POLYAO2	=	>	OK	0	(1) cpd00001[c] + (1) cpd00007[c] + (1) cpd01680[c] <=> (1) cpd00025[c] + (1) cpd00470[c] + (1) cpd01504[c]
rxn02753	3-nitropropanoate:NADP+ oxidoreductase	3-nitropropanoate:NADP+ oxidoreductase	=	<	OK	0	(1) cpd00006[c] + (1) cpd01655[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd01506[c]
rxn02754	Acetyl-CoA:D-amino-acid N-acetyltransferase	Acetyl-CoA:D-amino-acid N-acetyltransferase	=	>	OK	0	(1) cpd00022[c] + (1) cpd01526[c] <=> (1) cpd00010[c] + (1) cpd00067[c] + (1) cpd03338[c]
rxn02755	Glycyrrhizinate glucuronosylhydrolase	Glycyrrhizinate glucuronosylhydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd01538[c] <=> (1) cpd01537[c] + (1) cpd02668[c]
rxn02756	2-methyleneglutarate carboxy-methylenemethylmutase	2-methyleneglutarate carboxy-methylenemethylmutase	=	=	OK	0	(1) cpd01876[c] <=> (1) cpd01545[c]
rxn02757	rxn02757	rxn02757	=	<	MI:C-2/O-1|HI:2	0	(1) cpd01547[c] <=> (1) cpd03369[c]
rxn02758	Sinapyl alcohol:NADP+ oxidoreductase	Sinapyl alcohol:NADP+ oxidoreductase	=	=	OK	0	(1) cpd00005[c] + (1) cpd00067[c] + (1) cpd03333[c] <=> (1) cpd00006[c] + (1) cpd01554[c]
rxn02760	Sucrose 6-phosphate fructohydrolase	FFSD	=	=	OK	0	(1) cpd00001[c] + (1) cpd01693[c] <=> (1) cpd00079[c] + (1) cpd00082[c]
rxn02761	(S)(+)-Allantoin racemase	(S)(+)-Allantoin racemase	=	=	OK	0	(1) cpd01092[c] <=> (1) cpd01567[c]
rxn02762	2',3'-Cyclic CMP 3'-nucleotidohydrolase	23CN2P3	=	>	OK	0	(1) cpd00001[c] + (1) cpd01571[c] <=> (1) cpd03454[c]
rxn02763	3-methyloxindole:NADP+ oxidoreductase	3-methyloxindole:NADP+ oxidoreductase	=	<	OK	0	(1) cpd00006[c] + (1) cpd01580[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd01805[c]
rxn02764	4-Chlorobenzoate:CoA ligase	4-Chlorobenzoate:CoA ligase	=	>	OK	0	(1) cpd00002[c] + (1) cpd00010[c] + (1) cpd00067[c] + (1) cpd01582[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd03822[c]
rxn02765	S-Adenosyl-L-methionine:6-hydroxymellein 6-O-methyltransferase	S-Adenosyl-L-methionine:6-hydroxymellein 6-O-methyltransferase	=	=	OK	0	(1) cpd00017[c] + (1) cpd01589[c] <=> (1) cpd00019[c] + (1) cpd00067[c] + (1) cpd01591[c]
rxn02766	beta-Alanyl-L-arginine hydrolase	beta-Alanyl-L-arginine hydrolase	=	=	OK	0	(1) cpd00001[c] + (1) cpd03167[c] <=> (1) cpd00051[c] + (1) cpd00085[c]
rxn02767	Formylkynurenine hydrolase	Formylkynurenine hydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd01749[c] <=> (1) cpd00035[c] + (1) cpd00067[c] + (1) cpd03364[c]
rxn02768	rxn02768	rxn02768	=	=	OK	0	(1) cpd00001[c] + (1) cpd01599[c] <=> (1) cpd01957[c]
rxn02769	ATP:hypotaurocyamine N-phosphotransferase	ATP:hypotaurocyamine N-phosphotransferase	=	=	MI:O1	0	(1) cpd00002[c] + (1) cpd01602[c] <=> (1) cpd00008[c] + (1) cpd00067[c] + (1) cpd02015[c]
rxn02770	L-Rhamnofuranose:NAD+ 1-oxidoreductase	L-Rhamnofuranose:NAD+ 1-oxidoreductase	=	=	OK	0	(1) cpd00003[c] + (1) cpd01607[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd01916[c]
rxn02771	rxn02771	rxn02771	=	>	OK	0	(1) cpd00017[c] + (1) cpd01610[c] <=> (1) cpd00019[c] + (1) cpd00067[c] + (1) cpd03707[c]
rxn02772	Perillyl-alcohol:NAD+ oxidoreductase	Perillyl-alcohol:NAD+ oxidoreductase	=	=	OK	0	(1) cpd00003[c] + (1) cpd01614[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd01686[c]
rxn02773	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase	=	=	OK	0	(1) cpd00044[c] + (1) cpd01615[c] <=> (1) cpd00045[c] + (1) cpd01692[c]
rxn02774	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	SHCHD2	=	=	OK	0	(1) cpd00003[c] + (1) cpd01620[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd03426[c]
rxn02775	S-Adenosyl-L-methionine:precorrin-4 C20-methyltransferase	PC20M	=	=	OK	0	(1) cpd00017[c] + (1) cpd00067[c] + (1) cpd01620[c] <=> (1) cpd00019[c] + (1) cpd03420[c]
rxn02776	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	=	=	CI:-4	0	(2) cpd00017[c] + (2) cpd00067[c] + (1) cpd01624[c] <=> (2) cpd00019[c] + (1) cpd03426[c]
rxn02777	rxn02777	rxn02777	=	=	MI:N2/O-3|CI:2|HI:-7	0	(1) cpd00244[c] + (1) cpd01620[c] <=> (1) cpd03425[c]
rxn02778	L-3,5,3'-Triiodothyronine:2-oxoglutarate aminotransferase	L-3,5,3'-Triiodothyronine:2-oxoglutarate aminotransferase	=	=	OK	0	(1) cpd00024[c] + (1) cpd01621[c] <=> (1) cpd00023[c] + (1) cpd02391[c]
rxn02779	Iodide:hydrogen-peroxide oxidoreductase	Iodide:hydrogen-peroxide oxidoreductase	=	>	OK	0	(1) cpd00025[c] + (1) cpd00779[c] + (1) cpd01654[c] <=> (2) cpd00001[c] + (1) cpd01495[c] + (1) cpd01621[c]
rxn02780	rxn02780	rxn02780	=	<	OK	0	(1) cpd00001[c] + (1) cpd01625[c] <=> (1) cpd03356[c]
rxn02781	rxn02781	rxn02781	=	<	MI:C1|HI:-2	0	(1) cpd01625[c] <=> (1) cpd03461[c]
rxn02782	2,5-Dihydro-5-oxofuran-2-acetate lyase (decyclizing)	CATB	=	=	OK	0	(1) cpd02536[c] <=> (1) cpd00067[c] + (1) cpd01630[c]
rxn02783	(3R)-beta-Leucine:NAD+ oxidoreductase(deaminating)	(3R)-beta-Leucine:NAD+ oxidoreductase(deaminating)	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd01634[c] <=> (1) cpd00004[c] + (1) cpd00013[c] + (1) cpd00067[c] + (1) cpd02192[c]
rxn02784	2'-hydroxy-2,3-dihydrodaidzein:NADP+ 2-oxidoreductase	2'-hydroxy-2,3-dihydrodaidzein:NADP+ 2-oxidoreductase	=	=	OK	0	(1) cpd00006[c] + (1) cpd02238[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd01638[c]
rxn02785	2-Butyne-1,4-diol:NAD+ 1-oxidoreductase	2-Butyne-1,4-diol:NAD+ 1-oxidoreductase	=	=	OK	0	(1) cpd00003[c] + (1) cpd01640[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd01724[c]
rxn02786	2-hydroxybiphenyl,NADH:oxygen oxidoreductase (3-hydroxylating)	2-hydroxybiphenyl,NADH:oxygen oxidoreductase (3-hydroxylating)	=	>	OK	0	(1) cpd00004[c] + (1) cpd00007[c] + (1) cpd00067[c] + (1) cpd01642[c] <=> (1) cpd00001[c] + (1) cpd00003[c] + (1) cpd01661[c]
rxn02787	Sinapoyl-CoA:2-hydroxymalonate O-(hydroxycinnamoyl)transferase	Sinapoyl-CoA:2-hydroxymalonate O-(hydroxycinnamoyl)transferase	=	>	OK	0	(1) cpd00326[c] + (1) cpd01539[c] <=> (1) cpd00010[c] + (1) cpd01780[c]
rxn02788	4-oxalocrotonate tautomerase	4OT	=	>	OK	0	(1) cpd01644[c] <=> (1) cpd02183[c]
rxn02789	2-Isopropylmalate hydro-lyase	IPPMIb	=	=	OK	0	(1) cpd01646[c] <=> (1) cpd00001[c] + (1) cpd01710[c]
rxn02790	3-(ADP)-2-phosphoglycerate phosphohydrolase	3-(ADP)-2-phosphoglycerate phosphohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd02306[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd01650[c]
rxn02791	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	=	=	OK	0	(1) cpd00023[c] + (1) cpd01651[c] <=> (1) cpd00001[c] + (1) cpd03407[c]
rxn02792	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	=	>	OK	0	(1) cpd00023[c] + (1) cpd00067[c] + (1) cpd01651[c] <=> (1) cpd00001[c] + (1) cpd00011[c] + (1) cpd03646[c]
rxn02793	rxn02793	rxn02793	=	<	CI:-4	0	(5) cpd00067[c] + (1) cpd01651[c] <=> (1) cpd02095[c]
rxn02794	Chenodeoxycholate:CoA ligase (AMP-forming)	Chenodeoxycholate:CoA ligase (AMP-forming)	=	>	OK	0	(1) cpd00002[c] + (1) cpd00010[c] + (1) cpd00067[c] + (1) cpd01663[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd03164[c]
rxn02795	Glycochenodeoxycholate amidohydrolase	Glycochenodeoxycholate amidohydrolase	=	=	OK	0	(1) cpd00001[c] + (1) cpd03247[c] <=> (1) cpd00033[c] + (1) cpd01663[c]
rxn02796	chenodeoxycholoyltaurine amidohydrolase	chenodeoxycholoyltaurine amidohydrolase	=	=	OK	0	(1) cpd00001[c] + (1) cpd03246[c] <=> (1) cpd00210[c] + (1) cpd01663[c]
rxn02797	lithocholate:FAD oxidoreductase (7alpha-dehydroxylating)	lithocholate:FAD oxidoreductase (7alpha-dehydroxylating)	=	=	OK	0	(1) cpd00982[c] + (1) cpd01663[c] <=> (1) cpd00001[c] + (1) cpd00015[c] + (1) cpd02475[c]
rxn02798	Estrone 3-sulfate sulfohydrolase	Estrone 3-sulfate sulfohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd01669[c] <=> (1) cpd00048[c] + (1) cpd00067[c] + (1) cpd00362[c]
rxn02799	Pentachlorophenol,NADPH:oxygen oxidoreductase (hydroxylating,	dechloronating)	=	=	MI:O-1|CI:-1|HI:3	0	(2) cpd00005[c] + (1) cpd00007[c] + (2) cpd00067[c] + (1) cpd01685[c] <=> (2) cpd00006[c] + (1) cpd00099[c] + (1) cpd02174[c]
rxn02800	pyrimidodiazepine:glutathione-disulfide oxidoreductase	(ring-opening, cyclizing)	=	>	MI:O1|HI:-2	0	(1) cpd00111[c] + (1) cpd01690[c] <=> (2) cpd00042[c] + (1) cpd02315[c]
rxn02801	3'-Phosphoadenylylsulfate:taurolithocholate sulfotransferase	3'-Phosphoadenylylsulfate:taurolithocholate sulfotransferase	=	=	OK	0	(1) cpd00044[c] + (1) cpd01694[c] <=> (1) cpd00045[c] + (1) cpd02286[c]
rxn02802	trans-Tetradec-2-enoyl-CoA reductase	trans-Tetradec-2-enoyl-CoA reductase	=	<	OK	0	(1) cpd00006[c] + (1) cpd01695[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd03127[c]
rxn02803	Tetradecanoyl-CoA:(acceptor) 2,3-oxidoreductase	ACOAD6f	=	<	OK	0	(1) cpd00015[c] + (1) cpd01695[c] <=> (1) cpd00982[c] + (1) cpd03127[c]
rxn02804	myristoyl-CoA:acetylCoA C-myristoyltransferase	ACACT7r	=	=	OK	0	(1) cpd00022[c] + (1) cpd01695[c] <=> (1) cpd00010[c] + (1) cpd03114[c]
rxn02805	(E,E)-Piperoyl-CoA:piperidine N-piperoyltransferase	(E,E)-Piperoyl-CoA:piperidine N-piperoyltransferase	=	=	OK	0	(1) cpd01204[c] + (1) cpd01699[c] <=> (1) cpd00010[c] + (1) cpd02417[c]
rxn02806	rxn02806	rxn02806	=	<	CI:-2	0	(1) cpd00011[c] + (2) cpd00067[c] + (1) cpd01700[c] <=> (1) cpd00001[c] + (1) cpd02570[c]
rxn02807	2,4-dichlorophenol,NADPH:oxygen oxidoreductase(6-hydroxylating)	2,4-dichlorophenol,NADPH:oxygen oxidoreductase(6-hydroxylating)	=	>	OK	0	(1) cpd00005[c] + (1) cpd00007[c] + (1) cpd00067[c] + (1) cpd01706[c] <=> (1) cpd00001[c] + (1) cpd00006[c] + (1) cpd01878[c]
rxn02808	anthranilyl-CoA,NADH:oxygen oxidoreductase (de-aromatizing)	anthranilyl-CoA,NADH:oxygen oxidoreductase (de-aromatizing)	=	>	OK	0	(2) cpd00004[c] + (1) cpd00007[c] + (2) cpd00067[c] + (1) cpd01518[c] <=> (1) cpd00001[c] + (2) cpd00003[c] + (1) cpd03076[c]
rxn02809	anthranilyl-CoA,NADH:oxygen oxidoreductase (de-aromatizing)	anthranilyl-CoA,NADH:oxygen oxidoreductase (de-aromatizing)	=	>	OK	0	(2) cpd00005[c] + (1) cpd00007[c] + (2) cpd00067[c] + (1) cpd01518[c] <=> (1) cpd00001[c] + (2) cpd00006[c] + (1) cpd03076[c]
rxn02810	(E)-Glutaconate CoA-transferase	(E)-Glutaconate CoA-transferase	=	=	OK	0	(1) cpd00022[c] + (1) cpd01709[c] <=> (1) cpd00029[c] + (1) cpd01957[c]
rxn02811	3-Isopropylmalate hydro-lyase	IPPMIa	=	=	OK	0	(1) cpd02693[c] <=> (1) cpd00001[c] + (1) cpd01710[c]
rxn02812	ATP:branched-chain-fatty-acid 1-phosphotransferase	ATP:branched-chain-fatty-acid 1-phosphotransferase	=	=	OK	0	(1) cpd00002[c] + (1) cpd00067[c] + (1) cpd01711[c] <=> (1) cpd00008[c] + (1) cpd02353[c]
rxn02813	3-Chloro-L-alanine chloride-lyase (adding thioglycolate)	3-Chloro-L-alanine chloride-lyase (adding thioglycolate)	=	<	MI:Cl-1|CI:1	0	(1) cpd01415[c] + (1) cpd01714[c] <=> (1) cpd00067[c] + (1) cpd02336[c]
rxn02814	4-Coumaryl alcohol:NADP+ oxidoreductase	4-Coumaryl alcohol:NADP+ oxidoreductase	=	=	OK	0	(1) cpd00005[c] + (1) cpd00067[c] + (1) cpd03332[c] <=> (1) cpd00006[c] + (1) cpd01722[c]
rxn02815	UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase	UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase	=	=	OK	0	(1) cpd00026[c] + (1) cpd01722[c] <=> (1) cpd00014[c] + (1) cpd03483[c]
rxn02816	4-Hydroxycinnamyl alcohol 4-D-glucoside beta-D-glucosidase	4-Hydroxycinnamyl alcohol 4-D-glucoside beta-D-glucosidase	=	>	OK	0	(1) cpd00001[c] + (1) cpd03483[c] <=> (1) cpd00027[c] + (1) cpd01722[c]
rxn02817	Oxoarginine decarboxylase	OARGDC	=	<	OK	0	(1) cpd00011[c] + (1) cpd01723[c] <=> (1) cpd00067[c] + (1) cpd03528[c]
rxn02818	Benzyl-thiocyanate isomerase	Benzyl-thiocyanate isomerase	=	=	OK	0	(1) cpd01731[c] <=> (1) cpd01989[c]
rxn02819	S-Adenosyl-L-methionine:16-methoxy-2,3-dihydro-3-hydroxytabersonine	N-methyltransferase	=	=	OK	0	(1) cpd00017[c] + (1) cpd02787[c] <=> (1) cpd00019[c] + (1) cpd00067[c] + (1) cpd01736[c]
rxn02820	rxn02820	rxn02820	=	=	OK	0	(1) cpd00043[c] + (1) cpd01743[c] <=> (1) cpd00014[c] + (1) cpd03652[c]
rxn02821	Acylneuraminyl hydrolase	Acylneuraminyl hydrolase	=	<	OK	0	(1) cpd00232[c] + (1) cpd01743[c] <=> (1) cpd00001[c] + (1) cpd03653[c]
rxn02822	Digalactosylceramide galactohydrolase	Digalactosylceramide galactohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd03652[c] <=> (1) cpd01112[c] + (1) cpd01743[c]
rxn02823	Indole-3-acetamide hydro-lyase	Indole-3-acetamide hydro-lyase	=	>	OK	0	(1) cpd01747[c] <=> (1) cpd00001[c] + (1) cpd01881[c]
rxn02824	Fatty-acyl-CoA:mucus-glycoprotein fatty-acyltransferase	Fatty-acyl-CoA:mucus-glycoprotein fatty-acyltransferase	=	>	OK	0	(1) cpd00134[c] + (1) cpd01752[c] <=> (1) cpd00010[c] + (1) cpd02165[c]
rxn02825	Acetyl-CoA:N-hydroxyarylamine O-acetyltransferase	Acetyl-CoA:N-hydroxyarylamine O-acetyltransferase	=	>	OK	0	(1) cpd00022[c] + (1) cpd01763[c] <=> (1) cpd00010[c] + (1) cpd01753[c]
rxn02826	N-Acetylputrescine:oxygen	APRTO2	=	>	OK	0	(1) cpd00001[c] + (1) cpd00007[c] + (1) cpd01758[c] <=> (1) cpd00013[c] + (1) cpd00025[c] + (1) cpd03529[c]
rxn02827	rxn02827	rxn02827	=	=	OK	0	(1) cpd01762[c] <=> (1) cpd00001[c] + (1) cpd00067[c] + (1) cpd03703[c]
rxn02828	Amine:oxygen oxidoreductase (deaminating) (copper-containing)	primary-amine oxidase	=	>	OK	0	(1) cpd00007[c] + (1) cpd01766[c] <=> (1) cpd00013[c] + (1) cpd00025[c] + (1) cpd03688[c]
rxn02829	6-Acetamido-2-oxohexanoate:2-oxoglutarata aminotransferase	6-Acetamido-2-oxohexanoate:2-oxoglutarata aminotransferase	=	=	OK	0	(1) cpd00024[c] + (1) cpd02399[c] <=> (1) cpd00023[c] + (1) cpd02313[c]
rxn02830	N6-Acetyl-L-lysine:2-oxoglutarate aminotransferase	N6-Acetyl-L-lysine:2-oxoglutarate aminotransferase	=	=	OK	0	(1) cpd00024[c] + (1) cpd01770[c] <=> (1) cpd00023[c] + (1) cpd03291[c]
rxn02831	O-Succinylbenzoate:CoA ligase (AMP-forming)	SUCBZL	=	>	OK	0	(1) cpd00002[c] + (1) cpd00010[c] + (1) cpd00067[c] + (1) cpd01772[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd02021[c]
rxn02832	O-succinylbenzoate-CoA synthase	SUCBZS	=	<	OK	0	(1) cpd00001[c] + (1) cpd01772[c] <=> (1) cpd03451[c]
rxn02833	S-Adenosyl-L-methionine:phenylethanolamine N-methyltransferase	S-Adenosyl-L-methionine:phenylethanolamine N-methyltransferase	=	>	OK	0	(1) cpd00017[c] + (1) cpd01774[c] <=> (1) cpd00019[c] + (1) cpd00067[c] + (1) cpd02328[c]
rxn02834	Phosphoribosyl-ATP pyrophosphohydrolase	PRATPP	=	>	OK	0	(1) cpd00001[c] + (1) cpd01775[c] <=> (1) cpd00012[c] + (1) cpd01777[c]
rxn02835	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase	PRAMPC	=	=	OK	0	(1) cpd00001[c] + (1) cpd01777[c] <=> (1) cpd02979[c]
rxn02836	2-Isopentenyl-diphosphate:AMP delta2-isopentenyltransferase	2-Isopentenyl-diphosphate:AMP delta2-isopentenyltransferase	=	>	OK	0	(1) cpd00018[c] + (1) cpd00202[c] <=> (1) cpd00012[c] + (1) cpd02870[c]
rxn02837	alpha-Pinene-oxide lyase (decyclizing)	alpha-Pinene-oxide lyase (decyclizing)	=	=	OK	0	(1) cpd01783[c] <=> (1) cpd02708[c]
rxn02838	rxn02838	rxn02838	=	<	CI:2	0	(1) cpd00001[c] + (1) cpd01789[c] <=> (1) cpd00007[c] + (2) cpd00067[c] + (1) cpd03369[c]
rxn02839	NADH:N-hydroxy-2-acetamidofluorene N-oxidoreductase	NADH:N-hydroxy-2-acetamidofluorene N-oxidoreductase	=	<	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd01791[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd02455[c]
rxn02840	NADPH:N-hydroxy-2-acetamidofluorene N-oxidoreductase	NADPH:N-hydroxy-2-acetamidofluorene N-oxidoreductase	=	<	OK	0	(1) cpd00001[c] + (1) cpd00006[c] + (1) cpd01791[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd02455[c]
rxn02841	rxn02841	rxn02841	=	>	OK	0	(1) cpd00007[c] + (1) cpd01792[c] <=> (1) cpd00025[c] + (1) cpd03860[c]
rxn02842	2-deoxy-D-gluconate 3-dehydrogenase	2DGLCNDH	=	=	OK	0	(1) cpd00003[c] + (1) cpd01795[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd02441[c]
rxn02843	Malonyl-CoA:3,4-dichloroaniline N-malonyltransferase	Malonyl-CoA:3,4-dichloroaniline N-malonyltransferase	=	>	OK	0	(1) cpd00070[c] + (1) cpd01801[c] <=> (1) cpd00010[c] + (1) cpd02583[c]
rxn02844	rxn02844	rxn02844	=	=	OK	0	(1) cpd00023[c] + (1) cpd01807[c] <=> (1) cpd00024[c] + (1) cpd03378[c]
rxn02845	3-phosphonopyruvate carboxy-lyase	3-phosphonopyruvate carboxy-lyase	=	>	OK	0	(1) cpd00067[c] + (1) cpd01807[c] <=> (1) cpd00011[c] + (1) cpd02024[c]
rxn02846	rxn02846	rxn02846	=	<	MI:O-1/N1|CI:1|HI:-4	0	(1) cpd01807[c] <=> (1) cpd03378[c]
rxn02847	4-Acetamidobutyryl-CoA amidohydrolase	4-Acetamidobutyryl-CoA amidohydrolase	=	=	OK	0	(1) cpd00001[c] + (1) cpd02133[c] <=> (1) cpd00029[c] + (1) cpd01810[c]
rxn02848	Acetyl-CoA:5-hydroxypentanoate CoA-transferase	Acetyl-CoA:5-hydroxypentanoate CoA-transferase	=	=	OK	0	(1) cpd00022[c] + (1) cpd01813[c] <=> (1) cpd00029[c] + (1) cpd02072[c]
rxn02849	L-Glutaminyl-peptide gamma-gluramyltransferase (cyclizing)	L-Glutaminyl-peptide gamma-gluramyltransferase (cyclizing)	=	>	OK	0	(1) cpd00067[c] + (1) cpd01913[c] <=> (1) cpd00013[c] + (1) cpd01814[c]
rxn02850	(+/-)-trans-acenaphthene-1,2-diol:NADP+ oxidoreductase	(+/-)-trans-acenaphthene-1,2-diol:NADP+ oxidoreductase	=	=	OK	0	(2) cpd00006[c] + (1) cpd02564[c] <=> (2) cpd00005[c] + (2) cpd00067[c] + (1) cpd01816[c]
rxn02851	anhydrotetracycline,NADPH:oxygen oxidoreductase (6-hydroxylating)	anhydrotetracycline,NADPH:oxygen oxidoreductase (6-hydroxylating)	=	>	OK	0	(1) cpd00005[c] + (1) cpd00007[c] + (1) cpd00067[c] + (1) cpd01820[c] <=> (1) cpd00001[c] + (1) cpd00006[c] + (1) cpd02048[c]
