id	name	source	features	aliases
ftr03392	SSU ribosomal protein S23e (S12p)	ModelSEED	null	msfr.3392
ftr03393	SSU ribosomal protein S24e	ModelSEED	null	msfr.3393
ftr03394	SSU ribosomal protein S25e	ModelSEED	null	msfr.3394
ftr03395	SSU ribosomal protein S26e	ModelSEED	null	msfr.3395
ftr03396	SSU ribosomal protein S27e	ModelSEED	null	msfr.3396
ftr03397	SSU ribosomal protein S27Ae	ModelSEED	null	msfr.3397
ftr03398	SSU ribosomal protein S28e	ModelSEED	null	msfr.3398
ftr03399	SSU ribosomal protein S29e (S14p)	ModelSEED	null	msfr.3399
ftr03400	SSU ribosomal protein S30e	ModelSEED	null	msfr.3400
ftr03401	SSU ribosomal protein SAe (S2p)	ModelSEED	null	msfr.3401
ftr03402	Lipoprotein releasing system transmembrane protein LolC	ModelSEED	null	msfr.3402
ftr03403	Lipoprotein releasing system ATP-binding protein LolD	ModelSEED	null	msfr.3403
ftr03404	Lipoprotein releasing system transmembrane protein LolE	ModelSEED	null	msfr.3404
ftr03405	Outer membrane lipoprotein carrier protein LolA	ModelSEED	null	msfr.3405
ftr03406	Spore coat protein A	ModelSEED	null	msfr.3406;Spore coat protein CotA
ftr03407	Spore coat protein B	ModelSEED	null	msfr.3407;Spore coat protein CotB
ftr03408	Spore coat protein C	ModelSEED	null	msfr.3408;Spore coat protein CotC
ftr03409	Inner spore coat protein D	ModelSEED	null	msfr.3409;Inner spore coat protein CotD
ftr03410	Outer spore coat protein E	ModelSEED	null	msfr.3410;Outer spore coat protein CotE
ftr03411	Spore coat protein F	ModelSEED	null	msfr.3411
ftr03412	Spore coat protein G	ModelSEED	null	msfr.3412;Spore coat protein CotG
ftr03413	Inner spore coat protein H	ModelSEED	null	msfr.3413;Inner spore coat protein CotH
ftr03415	Polypeptide composition of the spore coat protein CotJC	ModelSEED	null	msfr.3415;Spore coat protein CotJC
ftr03416	Small, acid-soluble spore protein O	ModelSEED	null	msfr.3416
ftr03417	Small, acid-soluble spore protein P	ModelSEED	null	msfr.3417
ftr03418	Spore coat protein M	ModelSEED	null	msfr.3418
ftr03419	Spore coat protein S	ModelSEED	null	msfr.3419
ftr03420	Spore coat protein T precursor	ModelSEED	null	msfr.3420;Spore coat protein CitT
ftr03421	Spore coat protein V	ModelSEED	null	msfr.3421;Spore coat protein CotV
ftr03422	Spore coat protein W	ModelSEED	null	msfr.3422;Spore coat protein CotW
ftr03423	Spore coat protein X	ModelSEED	null	msfr.3423;Spore coat protein CotX
ftr03424	Spore coat protein Y	ModelSEED	null	msfr.3424
ftr03425	Spore coat protein Z	ModelSEED	null	msfr.3425
ftr03426	Stage IV sporulation protein A	ModelSEED	null	msfr.3426
ftr03427	Stage VI sporulation protein D	ModelSEED	null	msfr.3427
ftr03428	Manganese superoxide dismutase (EC 1.15.1.1)	ModelSEED	null	msfr.3428;Superoxide dismutase [Mn] (EC 1.15.1.1)
ftr03429	Polypeptide composition of the spore coat protein CotJB	ModelSEED	null	msfr.3429
ftr03430	Major transcriptional regulator of spore coat formation GerE	ModelSEED	null	msfr.3430
ftr03431	RelB protein (antitoxin to RelE)	ModelSEED	null	msfr.3431
ftr03432	RelE antibacterial toxin protein	ModelSEED	null	msfr.3432
ftr03433	RelF inactive antibacterial toxin protein	ModelSEED	null	msfr.3433
ftr03435	Phage hyaluronidase	ModelSEED	null	msfr.3435
ftr03436	Phage-associated cell wall hydrolase	ModelSEED	null	msfr.3436
ftr03437	Holin	ModelSEED	null	msfr.3437
ftr03439	_Toximoron (Superantigen)	ModelSEED	null	msfr.3439
ftr03440	_Toximoron (Other)	ModelSEED	null	msfr.3440
ftr03441	Paratox	ModelSEED	null	msfr.3441
ftr03442	Dihydropteridine reductase (EC 1.5.1.34)	ModelSEED	null	msfr.3442
ftr03443	UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]	ModelSEED	null	msfr.3443
ftr03444	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	ModelSEED	null	msfr.3444
ftr03445	Aldo-keto reductase family 1 member B10 (EC 1.1.1.-)	ModelSEED	null	msfr.3445
ftr03446	Aldo-keto reductase family 1, member C3 (EC 1.1.1.-)	ModelSEED	null	msfr.3446
ftr03447	Sporulation killing factor A SkfA	ModelSEED	null	msfr.3447
ftr03448	Antimicrobial protein SkfB	ModelSEED	null	msfr.3448
ftr03449	Antimicrobial protein SkfC	ModelSEED	null	msfr.3449
ftr03450	Amino terminal CAAX family protease SkfD	ModelSEED	null	msfr.3450
ftr03451	ABC transporter SkfE	ModelSEED	null	msfr.3451
ftr03452	ABC transporter ATP-binding protein SkfF	ModelSEED	null	msfr.3452
ftr03453	Protein SkfG	ModelSEED	null	msfr.3453
ftr03454	Protein SkfH	ModelSEED	null	msfr.3454
ftr03455	Cephalosporin hydroxylase	ModelSEED	null	msfr.3455
ftr03456	Lipid A export ATP-binding/permease protein msbA	ModelSEED	null	msfr.3456
ftr03457	Mitochondrial processing peptidase-like protein (EC 3.4.24.64)	ModelSEED	null	msfr.3457
ftr03458	Phosphocarrier protein kinase/phosphorylase, nitrogen regulation associated	ModelSEED	null	msfr.3458
ftr03459	Protein of unknown function DUF81	ModelSEED	null	msfr.3459;Uncharacterized DUF81 integral membrane protein
ftr03460	Pole remodelling regulatory diguanylate cyclase	ModelSEED	null	msfr.3460
ftr03461	Putative permease PerM (= YfgO)	ModelSEED	null	msfr.3461
ftr03462	Putative permease often clustered with de novo purine synthesis	ModelSEED	null	msfr.3462
ftr03463	molybdopterin biosynthesis mog protein	ModelSEED	null	msfr.3463 
ftr03464	Proton/glutamate symport protein	ModelSEED	null	msfr.3464;Proton/glutamate symporter
ftr03465	Proton/aspartate symport protein	ModelSEED	null	msfr.3465;Proton/aspartate symporter
ftr03466	Sodium/glutamate symport protein	ModelSEED	null	msfr.3466;Sodium/glutamate symporter
ftr03467	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	ModelSEED	null	msfr.3467
ftr03468	Putative heat shock protein YegD	ModelSEED	null	msfr.3468;Uncharacterized chaperone protein YegD
ftr03469	[FeFe]-hydrogenase maturation protein HydF	ModelSEED	null	msfr.3469
ftr03470	Peptidyl-tRNA hydrolase, archaeal type (EC 3.1.1.29)	ModelSEED	null	msfr.3470
ftr03471	corresponds to STY4528 from Accession AL513382: Salmonella typhi CT18	ModelSEED	null	msfr.3471
ftr03473	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	ModelSEED	null	msfr.3473
ftr03474	corresponds to STY4526 from Accession AL513382: Salmonella typhi CT18	ModelSEED	null	msfr.3474
ftr03475	Sporulation initiation inhibitor protein Soj	ModelSEED	null	msfr.3475
ftr03476	Chromosome (plasmid) partitioning protein ParA	ModelSEED	null	msfr.3476
ftr03477	DNA topoisomerase III (EC 5.99.1.2)	ModelSEED	null	msfr.3477
ftr03478	Integrase regulator R	ModelSEED	null	msfr.3478
ftr03479	Phage-related protein	ModelSEED	null	msfr.3479
ftr03480	Replicative DNA helicase (EC 3.6.1.-)	ModelSEED	null	msfr.3480;Replicative DNA helicase (DnaB) (EC 3.6.4.12)
ftr03481	DNA topoisomerase I (EC 5.99.1.2)	ModelSEED	null	msfr.3481
ftr03482	Carbon monoxide oxidation accessory protein CoxE	ModelSEED	null	msfr.3482
ftr03483	Carbon monoxide oxidation accessory protein CoxD	ModelSEED	null	msfr.3483
ftr03484	Aerobic carbon monoxide dehydrogenase molybdenum cofactor insertion protein CoxF	ModelSEED	null	msfr.3484
ftr03485	Carbon monoxide oxidation accessory protein CoxG	ModelSEED	null	msfr.3485
ftr03487	Nucleoside-diphosphate-sugar epimerases	ModelSEED	null	msfr.3487
ftr03488	CDP-6-deoxy-delta-3,4-glucoseen reductase-like	ModelSEED	null	msfr.3488
ftr03489	Glycosyltransferase	ModelSEED	null	msfr.3489
ftr03490	Undecaprenyl-diphosphatase (EC 3.6.1.27)	ModelSEED	null	msfr.3490
ftr03491	Murein endopeptidase	ModelSEED	null	msfr.3491
ftr03492	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	ModelSEED	null	msfr.3492
ftr03493	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	ModelSEED	null	msfr.3493
ftr03494	Integrase	ModelSEED	null	msfr.3494
ftr03495	Phage integrase	ModelSEED	null	msfr.3495
ftr03496	Site-specific recombinase	ModelSEED	null	msfr.3496
ftr03497	Hypothetical protein DUF194, DegV family	ModelSEED	null	msfr.3497;DegV family protein
ftr03498	Lipase/Acylhydrolase with GDSL-like motif	ModelSEED	null	msfr.3498
ftr03499	YfaA	ModelSEED	null	msfr.3499
ftr03500	DegV family protein in cluster with TrmH family tRNA/rRNA methyltransferase YacO	ModelSEED	null	msfr.3500
ftr03501	Ribosomal-protein-S5p-alanine acetyltransferase	ModelSEED	null	msfr.3501;Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)
ftr03502	Ribosomal protein S6 glutaminyl transferase	ModelSEED	null	msfr.3502;Ribosomal protein S6--L-glutamate ligase
ftr03503	hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase	ModelSEED	null	msfr.3503
ftr03504	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	ModelSEED	null	msfr.3504;Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)
ftr03505	Ribosomal-protein-L7p-serine acetyltransferase	ModelSEED	null	msfr.3505
ftr03506	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	ModelSEED	null	msfr.3506;Ribosomal protein L11 methyltransferase
ftr03507	16S rRNA processing protein RimM	ModelSEED	null	msfr.3507
ftr03508	Similar to ribosomal large subunit pseudouridine synthase A	ModelSEED	null	msfr.3508
ftr03509	Similar to ribosomal large subunit pseudouridine synthase A, group 2	ModelSEED	null	msfr.3509
ftr03510	Similar to ribosomal large subunit pseudouridine synthase D, CAC1266-type	ModelSEED	null	msfr.3510
ftr03511	Similar to ribosomal large subunit pseudouridine synthase D, TTE1780-type	ModelSEED	null	msfr.3511
ftr03512	Ribonuclease M5 (EC 3.1.26.8)	ModelSEED	null	msfr.3512
ftr03513	Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	ModelSEED	null	msfr.3513;Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.8)
ftr03514	Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	ModelSEED	null	msfr.3514;Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.8)
ftr03515	Na(+)-translocating NADH-quinone reductase subunit C (EC 1.6.5.-)	ModelSEED	null	msfr.3515;Na(+)-translocating NADH-quinone reductase subunit C (EC 1.6.5.8)
ftr03516	Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	ModelSEED	null	msfr.3516;Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.8)
ftr03517	Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	ModelSEED	null	msfr.3517;Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.8)
ftr03518	Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.-)	ModelSEED	null	msfr.3518;Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.8)
ftr03519	Electron transport complex protein RnfA	ModelSEED	null	msfr.3519
ftr03520	Electron transport complex protein RnfD	ModelSEED	null	msfr.3520
ftr03521	Electron transport complex protein RnfE	ModelSEED	null	msfr.3521
ftr03522	Electron transport complex protein RnfG	ModelSEED	null	msfr.3522
ftr03523	Thiamin biosynthesis lipoprotein ApbE	ModelSEED	null	msfr.3523;FAD:protein FMN transferase (EC 2.7.1.180)
ftr03524	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	ModelSEED	null	msfr.3524
ftr03525	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	ModelSEED	null	msfr.3525
ftr03528	Trans-2,cis-3-Decenoyl-ACP isomerase	ModelSEED	null	msfr.3528
ftr03530	Delta-6 fatty acid desaturase (EC 1.14.19.3)	ModelSEED	null	msfr.3530
ftr03531	Delta-5 fatty acid desaturase (EC 1.14.19.3)	ModelSEED	null	msfr.3531
ftr03532	Unsaturated fatty acid biosythesis repressor FabR, TetR family	ModelSEED	null	msfr.3532
ftr03533	Transcriptional regulator, TetR (AcrR) family [USSDB4A]	ModelSEED	null	msfr.3533
ftr03536	Mo/Fe-nitrogenase-specific transcriptional regulator NifA	ModelSEED	null	msfr.3536
ftr03539	NifX-associated protein	ModelSEED	null	msfr.3539
ftr03540	Nitrogenase stabilizing/protective protein NifW	ModelSEED	null	msfr.3540
ftr03541	NifZ protein	ModelSEED	null	msfr.3541
ftr03542	Nitrogenase (molybdenum-iron) alpha chain (EC 1.18.6.1)	ModelSEED	null	msfr.3542
ftr03543	Nitrogenase (molybdenum-iron) beta chain (EC 1.18.6.1)	ModelSEED	null	msfr.3543
ftr03546	Nitrogenase (vanadium-iron) alpha chain (EC 1.18.6.1)	ModelSEED	null	msfr.3546
ftr03547	Nitrogenase (vanadium-iron) delta chain (EC 1.18.6.1)	ModelSEED	null	msfr.3547
ftr03548	Nitrogenase (vanadium-iron) beta chain (EC 1.18.6.1)	ModelSEED	null	msfr.3548
ftr03549	Nitrogenase vanadium-cofactor synthesis protein VnfE	ModelSEED	null	msfr.3549
ftr03550	Nitrogenase vanadium-cofactor synthesis protein VnfN	ModelSEED	null	msfr.3550
ftr03551	Nitrogenase (iron-iron) alpha chain (EC 1.18.6.1)	ModelSEED	null	msfr.3551
ftr03552	Nitrogenase (iron-iron) delta chain (EC 1.18.6.1)	ModelSEED	null	msfr.3552
ftr03553	Nitrogenase (iron-iron) beta chain (EC 1.18.6.1)	ModelSEED	null	msfr.3553
ftr03555	Nitrogenase (iron-iron) transcriptional regulator	ModelSEED	null	msfr.3555
ftr03556	Sucrose-6-phosphate hydrolase (EC 3.2.1.B3)	ModelSEED	null	msfr.3556;Sucrose-6-phosphate hydrolase (EC 3.2.1.26)
ftr03557	Sucrose operon repressor ScrR, LacI family	ModelSEED	null	msfr.3557
ftr03558	Sucrose specific transcriptional regulator CscR, LacI family	ModelSEED	null	msfr.3558
ftr03559	PTS system, sucrose-specific IIA component (EC 2.7.1.69)	ModelSEED	null	msfr.3559;PTS system, sucrose-specific IIA component
ftr03560	Family 13 glycosyl hydrolase, row 724	ModelSEED	null	msfr.3560
ftr03561	Sucrose permease, major facilitator superfamily	ModelSEED	null	msfr.3561
ftr03562	Sucrose transporter ScrT, MFS family	ModelSEED	null	msfr.3562
ftr03563	Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)	ModelSEED	null	msfr.3563
ftr03564	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)	ModelSEED	null	msfr.3564
ftr03565	Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)	ModelSEED	null	msfr.3565
ftr03566	Regulator of polyketide synthase expression	ModelSEED	null	msfr.3566
ftr03567	hypothetical protein SC6C5.04c	ModelSEED	null	msfr.3567
ftr03568	Guanine deaminase (EC 3.5.4.3)	ModelSEED	null	msfr.3568
ftr03569	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	ModelSEED	null	msfr.3569
ftr03571	O-succinylbenzoate synthase (EC 4.2.1.113)	ModelSEED	null	msfr.3571
ftr03572	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	ModelSEED	null	msfr.3572
ftr03573	Naphthoate synthase (EC 4.1.3.36)	ModelSEED	null	msfr.3573
ftr03574	1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.74)	ModelSEED	null	msfr.3574;1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)
ftr03576	2-heptaprenyl-1,4-naphthoquinone methyltransferase (EC 2.1.1.163)	ModelSEED	null	msfr.3576;Demethylmenaquinone methyltransferase (EC 2.1.1.163)
ftr03577	Acriflavin resistance protein	ModelSEED	null	msfr.3577
ftr03578	HlyD family secretion protein	ModelSEED	null	msfr.3578
ftr03579	TetR family transcriptional regulator probably coupled to RND multidrug efflux transporter	ModelSEED	null	msfr.3579
ftr03580	FmhB protein of FemAB family involved in peptidoglycan interpeptide biosynthesis	ModelSEED	null	msfr.3580
ftr03581	Potential AcrEF/EnvCD operon repressor	ModelSEED	null	msfr.3581;Probable acrEF/envCD operon repressor EnvR
ftr03582	Potential AcrAB operon repressor	ModelSEED	null	msfr.3582
ftr03583	Primosomal replication protein N prime prime	ModelSEED	null	msfr.3583
ftr03584	Adenine phosphoribosyltransferase (EC 2.4.2.7)	ModelSEED	null	msfr.3584
ftr03585	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	ModelSEED	null	msfr.3585
ftr03586	Efflux transporter, RND family, MFP subunit, AcrA/E family	ModelSEED	null	msfr.3586
ftr03587	Outer membrane protein, RND efflux system precursor	ModelSEED	null	msfr.3587
ftr03588	ABC-type protease exporter, membrane fusion protein (MFP) family component PrtE/AprE	ModelSEED	null	msfr.3588
ftr03589	L-lactate dehydrogenase (EC 1.1.1.27)	ModelSEED	null	msfr.3589
ftr03590	D-lactate dehydrogenase (EC 1.1.1.28)	ModelSEED	null	msfr.3590
ftr03591	Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing	ModelSEED	null	msfr.3591
ftr03592	Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE	ModelSEED	null	msfr.3592
ftr03593	Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	ModelSEED	null	msfr.3593
ftr03594	Predicted L-lactate dehydrogenase, hypothetical protein subunit YkgG	ModelSEED	null	msfr.3594
ftr03595	Predicted L-lactate dehydrogenase, hypothetical protein subunit SO1518	ModelSEED	null	msfr.3595
ftr03596	Lactate-responsive regulator LldR in Enterobacteria, GntR family	ModelSEED	null	msfr.3596
ftr03597	Lactate-responsive regulator LldR in Firmicutes, GntR family	ModelSEED	null	msfr.3597;Lactate-responsive regulator LutR, GntR family
ftr03598	Predicted Lactate-responsive regulator, LysR family	ModelSEED	null	msfr.3598
ftr03599	Predicted Lactate-responsive regulator, IclR family	ModelSEED	null	msfr.3599
ftr03600	Lactate-responsive regulator LldR in Actinobacteria, GntR family	ModelSEED	null	msfr.3600
ftr03601	Lactate-responsive regulator LldR in Betaproteobacteria, LysR family	ModelSEED	null	msfr.3601
ftr03602	Predicted lactate-responsive transcriptional regulator of ykgEFG LDH gene cluster, LysR-type	ModelSEED	null	msfr.3602
ftr03603	Transport ATP-binding protein CydCD	ModelSEED	null	msfr.3603
ftr03604	putative Cytochrome bd2, subunit I	ModelSEED	null	msfr.3604;Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
ftr03605	putative Cytochrome bd2, subunit II	ModelSEED	null	msfr.3605;Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)
ftr03607	Methionine gamma-lyase (EC 4.4.1.11)	ModelSEED	null	msfr.3607
ftr03608	S-adenosylmethionine synthetase (EC 2.5.1.6)	ModelSEED	null	msfr.3608
ftr03609	S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	ModelSEED	null	msfr.3609
ftr03611	Adenosylhomocysteinase (EC 3.3.1.1)	ModelSEED	null	msfr.3611
ftr03612	Cystathionine beta-synthase (EC 4.2.1.22)	ModelSEED	null	msfr.3612
ftr03613	Cystathionine gamma-lyase (EC 4.4.1.1)	ModelSEED	null	msfr.3613
ftr03614	2-Oxobutyrate oxidase, putative	ModelSEED	null	msfr.3614
ftr03615	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	ModelSEED	null	msfr.3615;Pyruvate-flavodoxin oxidoreductase
ftr03616	2-Oxobutyrate dehydrogenase E1 (EC:1.2.4.1)	ModelSEED	null	msfr.3616
ftr03617	selenocysteine-containing	ModelSEED	null	msfr.3617
ftr03618	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	ModelSEED	null	msfr.3618
ftr03619	L-seryl-tRNA(Sec) kinase	ModelSEED	null	msfr.3619;L-seryl-tRNA(Sec) kinase (EC 2.7.1.164)
ftr03620	O-phosphoseryl-tRNA(Sec) selenium transferase	ModelSEED	null	msfr.3620;O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2)
ftr03621	Selenocysteine-specific translation elongation factor	ModelSEED	null	msfr.3621
ftr03622	Hypothetical protein Cj1505c	ModelSEED	null	msfr.3622
ftr03623	L-seryl-tRNA(Sec) selenium transferase-related protein	ModelSEED	null	msfr.3623
ftr03625	L-seryl-tRNA(Sec) selenium transferase, probably playing another role	ModelSEED	null	msfr.3625
ftr03627	Phytochrome-like protein	ModelSEED	null	msfr.3627
ftr03628	1-phosphofructokinase (EC 2.7.1.56)	ModelSEED	null	msfr.3628
ftr03629	Fructose ABC transporter, ATP-binding component FrcA	ModelSEED	null	msfr.3629
ftr03630	Fructose ABC transporter, substrate-binding component FrcB	ModelSEED	null	msfr.3630
ftr03631	Fructose ABC transporter, permease component FrcC	ModelSEED	null	msfr.3631
ftr03633	Transcriptional regulator FrcR for fructose utilization, ROK family	ModelSEED	null	msfr.3633
ftr03634	Transcriptional repressor of the fructose operon, DeoR family	ModelSEED	null	msfr.3634
ftr03635	Fructose repressor FruR, LacI family	ModelSEED	null	msfr.3635
ftr03636	Hypothetical protein yhfU	ModelSEED	null	msfr.3636
ftr03637	Phosphotriesterase homology protein	ModelSEED	null	msfr.3637
ftr03638	Protein containing an Alanine Racemase Domain	ModelSEED	null	msfr.3638;Uncharacterized alanine racemase domain-containing protein YhfX
ftr03639	Phosphopentomutase (EC 5.4.2.7)	ModelSEED	null	msfr.3639
ftr03640	Protein frlC	ModelSEED	null	msfr.3640
ftr03641	Protein containing PTS-regulatory domain	ModelSEED	null	msfr.3641;PTS-regulatory domain-containing protein YhfY
ftr03642	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	ModelSEED	null	msfr.3642
ftr03643	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	ModelSEED	null	msfr.3643
ftr03644	Phenylacetate-coenzyme A ligase (EC 6.2.1.30)	ModelSEED	null	msfr.3644
ftr03645	Amino acid-binding ACT	ModelSEED	null	msfr.3645
ftr03646	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	ModelSEED	null	msfr.3646
ftr03647	Indolepyruvate oxidoreductase subunit IorB II (EC 1.2.7.8)	ModelSEED	null	msfr.3647
ftr03648	ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase	ModelSEED	null	msfr.3648
ftr03650	Indolepyruvate oxidoreductase subunit IorA-like (EC 1.2.7.8)	ModelSEED	null	msfr.3650
ftr03651	Uridine kinase (EC 2.7.1.48) [C1]	ModelSEED	null	msfr.3651;Uridine kinase (EC 2.7.1.48)
ftr03652	peptidase, U32 family small subunit [C1]	ModelSEED	null	msfr.3652
ftr03653	peptidase, U32 family large subunit [C1]	ModelSEED	null	msfr.3653
ftr03654	O-methyltransferase family protein [C1]	ModelSEED	null	msfr.3654
ftr03655	Transcription elongation factor GreA	ModelSEED	null	msfr.3655
ftr03656	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	ModelSEED	null	msfr.3656
ftr03657	Hypothetical protein perhaps functionally coupled to transcription elongation factor GreA	ModelSEED	null	msfr.3657
ftr03659	AsmA protein	ModelSEED	null	msfr.3659
ftr03660	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	ModelSEED	null	msfr.3660
ftr03661	Methylene tetrahydromethanopterin dehydrogenase (EC 1.5.99.9)	ModelSEED	null	msfr.3661
ftr03662	N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27)	ModelSEED	null	msfr.3662
ftr03663	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	ModelSEED	null	msfr.3663
ftr03664	Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)	ModelSEED	null	msfr.3664
ftr03665	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	ModelSEED	null	msfr.3665
ftr03666	5-Formyltetrahydrofolate cycloligase paralog implicated in thiamin metabolism	ModelSEED	null	msfr.3666
ftr03667	F420-dependent methylenetetrahydromethanopterin dehydrogenase (EC 1.5.99.9)	ModelSEED	null	msfr.3667
ftr03669	Recombination protein RecR	ModelSEED	null	msfr.3669
ftr03670	Putative C1 regulatory protein	ModelSEED	null	msfr.3670
ftr03671	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	ModelSEED	null	msfr.3671
ftr03673	Energy conserving hydrogenase Ehb protein A	ModelSEED	null	msfr.3673
ftr03674	Energy conserving hydrogenase Ehb protein B	ModelSEED	null	msfr.3674
ftr03675	Energy conserving hydrogenase Ehb protein C	ModelSEED	null	msfr.3675
ftr03676	Energy conserving hydrogenase Ehb protein D	ModelSEED	null	msfr.3676
ftr03677	Energy conserving hydrogenase Ehb transmembrane protein E	ModelSEED	null	msfr.3677
ftr03678	Energy conserving hydrogenase Ehb anchor subunit F	ModelSEED	null	msfr.3678
ftr03679	Energy conserving hydrogenase Ehb protein G	ModelSEED	null	msfr.3679
ftr03680	Energy conserving hydrogenase Ehb protein H	ModelSEED	null	msfr.3680
ftr03681	Energy conserving hydrogenase Ehb protein I	ModelSEED	null	msfr.3681
ftr03682	Energy conserving hydrogenase Ehb protein J	ModelSEED	null	msfr.3682
ftr03683	Energy conserving hydrogenase Ehb polyferredoxin (protein K)	ModelSEED	null	msfr.3683
ftr03684	Energy conserving hydrogenase Ehb ferredoxin-containing protein L	ModelSEED	null	msfr.3684
ftr03685	Energy conserving hydrogenase Ehb small subunit (protein M)	ModelSEED	null	msfr.3685
ftr03686	Energy conserving hydrogenase Ehb large subunit (protein N)	ModelSEED	null	msfr.3686
ftr03687	Energy conserving hydrogenase Ehb integral membrane protein O	ModelSEED	null	msfr.3687
ftr03688	Energy conserving hydrogenase Ehb protein P	ModelSEED	null	msfr.3688
ftr03689	Energy conserving hydrogenase Ehb protein Q	ModelSEED	null	msfr.3689
ftr03690	Energy conserving hydrogenase Eha-associated regulator	ModelSEED	null	msfr.3690
ftr03691	Energy conserving hydrogenase Eha transmembrane protein A	ModelSEED	null	msfr.3691
ftr03692	Energy conserving hydrogenase Eha transmembrane protein B	ModelSEED	null	msfr.3692
ftr03693	Energy conserving hydrogenase Eha transmembrane protein C	ModelSEED	null	msfr.3693
ftr03694	Energy conserving hydrogenase Eha transmembrane protein D	ModelSEED	null	msfr.3694
ftr03695	Energy conserving hydrogenase Eha transmembrane protein E	ModelSEED	null	msfr.3695
ftr03696	Energy conserving hydrogenase Eha transmembrane protein F	ModelSEED	null	msfr.3696
ftr03697	Energy conserving hydrogenase Eha transmembrane protein G	ModelSEED	null	msfr.3697
ftr03698	Energy conserving hydrogenase Eha proton-sodium antiporter homolog protein H	ModelSEED	null	msfr.3698
ftr03699	Energy conserving hydrogenase Eha transmembrane protein I	ModelSEED	null	msfr.3699
ftr03700	Energy conserving hydrogenase Eha transmembrane protein I2	ModelSEED	null	msfr.3700
ftr03701	Energy conserving hydrogenase Eha transmembrane protein I3	ModelSEED	null	msfr.3701
ftr03702	Energy conserving hydrogenase Eha transmembrane protein J	ModelSEED	null	msfr.3702
ftr03703	Energy conserving hydrogenase Eha transmembrane protein K	ModelSEED	null	msfr.3703
ftr03704	Energy conserving hydrogenase Eha transmembrane protein K2	ModelSEED	null	msfr.3704
ftr03705	Energy conserving hydrogenase Eha transmembrane protein K3	ModelSEED	null	msfr.3705
