id	names	equation	enzymes
R02082	(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)	C00418[0] + C00010[0] + (2) C00006[0] <=> C00356[0] + (2) C00005[0] + (2) C00080[0]	1.1.1.34
R02083	(S)-3-Hydroxy-3-methylglutaryl-CoA hydrolase	C00356[0] + C00001[0] <=> C00010[0] + C03761[0]	3.1.2.5
R02084	succinyl-CoA:3-hydroxy-3-methylglutarate CoA-transferase	C00091[0] + C03761[0] <=> C00042[0] + C00356[0]	2.8.3.13
R02085	(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming)	C00356[0] <=> C03231[0] + C00001[0]	4.2.1.18
R02087	N-Acetyl-D-glucosamine 6-phosphate 2-epimerase	C00357[0] <=> C04257[0]	5.1.3.9
R02088	2'-Deoxyadenosine 5'-monophosphate phosphohydrolase	C00360[0] + C00001[0] <=> C00559[0] + C00009[0]	3.1.3.5
R02089	ATP:deoxyadenosine 5'-phosphotransferase	C00002[0] + C00559[0] <=> C00008[0] + C00360[0]	2.7.1.76
R02090	ATP:dGMP phosphotransferase	C00002[0] + C00362[0] <=> C00008[0] + C00361[0]	2.7.4.8|2.7.4.12
R02091	dGTP:cytidine 5'-phosphotransferase	C00286[0] + C00475[0] <=> C00361[0] + C00055[0]	2.7.1.48
R02092	dTDP phosphohydrolase	C00363[0] + C00001[0] <=> C00364[0] + C00009[0]	3.6.1.5
R02093	ATP:dTDP phosphotransferase	C00002[0] + C00363[0] <=> C00008[0] + C00459[0]	2.7.4.6
R02094	ATP:dTMP phosphotransferase	C00002[0] + C00364[0] <=> C00008[0] + C00363[0]	2.7.4.9|2.7.4.12
R02095	dTTP nucleotidohydrolase	C00459[0] + C00001[0] <=> C00363[0] + C00009[0]	3.6.1.5|3.6.1.39
R02096	dTTP:cytidine 5'-phosphotransferase	C00459[0] + C00475[0] <=> C00363[0] + C00055[0]	2.7.1.48
R02097	dTTP:uridine 5'-phosphotransferase	C00459[0] + C00299[0] <=> C00363[0] + C00105[0]	2.7.1.48
R02098	ATP:dUMP phosphotransferase	C00002[0] + C00365[0] <=> C00008[0] + C01346[0]	2.7.4.4|2.7.4.9
R02099	ATP:deoxyuridine 5'-phosphotransferase	C00002[0] + C00526[0] <=> C00008[0] + C00365[0]	2.7.1.21
R02100	dUTP nucleotidohydrolase	C00460[0] + C00001[0] <=> C00365[0] + C00013[0]	3.6.1.19|3.6.1.23
R02101	5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase	C00365[0] + C00143[0] <=> C00415[0] + C00364[0]	2.1.1.45
R02102	2'-Deoxyuridine 5'-monophosphate phosphohydrolase	C00365[0] + C00001[0] <=> C00526[0] + C00009[0]	3.1.3.5
R02103	xanthine:NAD+ oxidoreductase	C00385[0] + C00003[0] + C00001[0] <=> C00366[0] + C00004[0] + C00080[0]	1.17.1.4
R02106	urate:oxygen oxidoreductase	C00366[0] + C00007[0] + C00001[0] <=> C11821[0] + C00027[0]	1.7.3.3
R02107	Xanthine:oxygen oxidoreductase	C00385[0] + C00001[0] + C00007[0] <=> C00366[0] + C00027[0]	1.17.3.2
R02108	1,4-alpha-D-Glucan glucanohydrolase	C00369[0] + C00001[0] <=> C00721[0] + C00369[0]	3.2.1.1
R02109	Dextrin 6-alpha-D-glucanohydrolase	C00369[0] + C00001[0] <=> C00718[0] + C00267[0]	3.2.1.33
R02110	1,4-alpha-D-Glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase	C00718[0] <=> C00369[0]	2.4.1.18
R02111	1,4-alpha-D-Glucan:orthophosphate alpha-D-glucosyltransferase	C00369[0] + C00009[0] <=> C00718[0] + C00103[0]	2.4.1.1
R02112	1,4-alpha-D-Glucan maltohydrolase	C00369[0] <=> C01935[0] + C00208[0]	3.2.1.2
R02113	UDPglucose:sterol 3-O-beta-D-glucosyltransferase	C00029[0] + C00370[0] <=> C00015[0] + C03641[0]	2.4.1.173
R02114	Phosphatidylcholine:sterol O-acyltransferase	C00157[0] + C00370[0] <=> C04230[0] + C01958[0]	2.3.1.43
R02115	Steryl-ester acylhydrolase	C01958[0] + C00001[0] <=> C00370[0] + C00162[0]	3.1.1.13
R02116		C00370[0] <=> C01054[0]	
R02118	UDPglucose:zeatin O-beta-D-glucosyltransferase	C00029[0] + C00371[0] <=> C00015[0] + C03423[0]	2.4.1.203
R02119	UDP-D-xylose:zeatin O-beta-D-xylosyltransferase	C00190[0] + C00371[0] <=> C00015[0] + C03300[0]	2.4.2.40
R02120	Sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase	C00089[0] + C00372[0] <=> C00095[0] + C00372[0]	2.4.1.5|2.4.1.125
R02121	1,4-alpha-D-Glucan:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase	C00372[0] + C00718[0] <=> C00372[0] + C00718[0]	2.4.1.2
R02122	3'-phosphoadenylyl-sulfate:[heparan sulfate]-glucosamine N-sulfotransferase	C00053[0] + C17141[0] <=> C00054[0] + C17142[0]	2.8.2.8
R02123	retinal:NAD+ oxidoreductase	C00376[0] + C00003[0] + C00001[0] <=> C00777[0] + C00004[0] + C00080[0]	1.2.1.36
R02124	retinol:NAD+ oxidoreductase	C00473[0] + C00003[0] <=> C00376[0] + C00004[0] + C00080[0]	1.1.1.1|1.1.1.105
R02125	retinal:oxygen oxidoreductase	C00376[0] + C00007[0] + C00001[0] <=> C00777[0] + C00027[0]	1.2.3.1
R02126	all-trans-Retinal 11-cis-trans-isomerase	C00376[0] <=> C02110[0]	
R02127		C00376[0] <=> C05916[0]	
R02128		C00376[0] <=> C05917[0] + C00205[0]	
R02129		C00376[0] <=> C05918[0]	
R02130	Steroid,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)	C00377[0] + C00030[0] + C00007[0] <=> C02506[0] + C00028[0] + C00001[0]	1.14.99.10
R02131	Steroid,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)	C00377[0] + C00030[0] + C00007[0] <=> C03336[0] + C00028[0] + C00001[0]	1.14.99.9
R02132	Thiamin:oxygen 5-oxidoreductase	C00378[0] + (2) C00007[0] + C00001[0] <=> C02892[0] + (2) C00027[0]	1.1.3.23
R02133	Thiamin hydrolase	C00378[0] + C00001[0] <=> C01279[0] + C04294[0] + C00080[0]	3.5.99.2
R02134	ATP:thiamine phosphotransferase	C00002[0] + C00378[0] <=> C00008[0] + C01081[0]	2.7.1.89
R02135	thiamin monophosphate phosphohydrolase	C00378[0] + C00009[0] <=> C01081[0] + C00001[0]	3.1.3.-
R02136	ATP:xylitol 5-phosphotransferase	C00002[0] + C00379[0] <=> C00008[0] + C02895[0]	2.7.1.122
R02137	Cytidine ribohydrolase	C00475[0] + C00001[0] <=> C00380[0] + C00121[0]	3.2.2.8
R02138	Palmitoyl-CoA:dolichol O-palmitoyltransferase	C00154[0] + C00381[0] <=> C00010[0] + C02536[0]	2.3.1.123
R02139	Barbiturate amidohydrolase	C00813[0] + C00001[0] <=> C15607[0]	3.5.2.1
R02141		C00385[0] + C00001[0] <=> C05515[0]	3.5.2.-
R02142	XMP:pyrophosphate phosphoribosyltransferase	C00655[0] + C00013[0] <=> C00385[0] + C00119[0]	2.4.2.8|2.4.2.22
R02143	Xanthosine ribohydrolase	C01762[0] + C00001[0] <=> C00385[0] + C00121[0]	3.2.2.1
R02144	S-Adenosyl-L-methionine:carnosine N-methyltransferase	C00019[0] + C00386[0] <=> C00021[0] + C01262[0]	2.1.1.22
R02145	Guanosine aminohydrolase	C00387[0] + C00001[0] <=> C01762[0] + C00014[0]	3.5.4.15
R02147	guanosine:phosphate alpha-D-ribosyltransferase	C00387[0] + C00009[0] <=> C00242[0] + C00620[0]	2.4.2.1|2.4.2.15
R02148	Guanosine 3'-phosphate phosphohydrolase	C06193[0] + C00001[0] <=> C00387[0] + C00009[0]	3.1.3.6
R02150	1H-Imidazole-4-ethanamine:oxygen oxidoreductase (deaminating) (copper-containing)	C00388[0] + C00007[0] + C00001[0] <=> C05130[0] + C00014[0] + C00027[0]	1.4.3.22
R02152		C00388[0] + C00024[0] <=> C05135[0] + C00010[0]	2.3.1.-
R02155	S-Adenosyl-L-methionine:histamine N-tele-methyltransferase	C00019[0] + C00388[0] <=> C00021[0] + C05127[0]	2.1.1.8
R02156	quercetin:oxygen 2,3-oxidoreductase (decyclizing)	C00389[0] + C00007[0] <=> C04524[0] + C00237[0]	1.13.11.24
R02157	S-Adenosyl-L-methionine:3,5,7,3',4'-pentahydroxyfavone 3-O-methyltransferase	C00019[0] + C00389[0] <=> C00021[0] + C04443[0]	2.1.1.76
R02158	UDPglucose:flavonol 3-O-D-glucosyltransferase	C00029[0] + C00389[0] <=> C00015[0] + C05623[0]	2.4.1.91
R02159	3'-Phosphoadenylylsulfate:quercetin 3-sulfotransferase	C00053[0] + C00389[0] <=> C00054[0] + C00616[0]	2.8.2.25
R02160	dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase	C01617[0] + C00026[0] + C00007[0] <=> C00389[0] + C00042[0] + C00011[0] + C00001[0]	1.14.11.23
R02161	Ubiquinol:ferricytochrome-c oxidoreductase	C00390[0] + (2) C00125[0] <=> C00399[0] + (2) C00126[0] + (2) C00080[0]	1.10.2.2
R02163	NADH:ubiquinone oxidoreductase	C00390[0] + C00003[0] <=> C00399[0] + C00004[0] + C00080[0]	1.6.5.3|1.6.5.8|1.6.5.9
R02164	succinate:quinone oxidoreductase	C15602[0] + C00042[0] <=> C15603[0] + C00122[0]	1.3.5.1|1.3.5.4
R02165	Nitrite:(acceptor) oxidoreductase	C00390[0] + C00244[0] <=> C00399[0] + C00088[0] + C00001[0]	1.7.99.4
R02166	NADH:ubiquinone oxidoreductase	C00390[0] + C00028[0] <=> C00399[0] + C00030[0]	1.6.5.3
R02167	D-Mannitol-1-phosphate phosphohydrolase	C00644[0] + C00001[0] <=> C00392[0] + C00009[0]	3.1.3.22
R02168	GDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase	C00394[0] + C00092[0] <=> C00035[0] + C00689[0]	2.4.1.36
R02170	Penicillin amidohydrolase	C00395[0] + C00001[0] <=> C00060[0] + C02954[0]	3.5.1.11
R02171	Pyrimidine-5'-nucleotide phosphoribo(deoxyribo)hydrolase	C03536[0] + C00001[0] <=> C00396[0] + C00117[0] + C00080[0]	3.2.2.10
R02172	pyrimidine-nucleoside ribohydrolase	C03169[0] + C00001[0] <=> C00396[0] + C00121[0] + C00080[0]	3.2.2.8
R02173	Tryptamine:oxygen oxidoreductase(deaminating)	C00398[0] + C00001[0] + C00007[0] <=> C00637[0] + C00014[0] + C00027[0]	1.4.3.4|1.4.3.22
R02174	S-Adenosyl-L-methionine:amine N-methyltransferase	C00019[0] + C00398[0] <=> C00021[0] + C06213[0]	2.1.1.49
R02175	S-adenosyl-L-methionine:2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase	C05805[0] + C00019[0] <=> C17568[0] + C00021[0]	2.1.1.114
R02177	(-)-menthol:NADP+ oxidoreductase	C00400[0] + C00006[0] <=> C00843[0] + C00005[0] + C00080[0]	1.1.1.207
R02178	(-)-menthol,NADPH:oxygen oxidoreductase (8-hydroxylating)	C00400[0] + C00007[0] + C00005[0] + C00080[0] <=> C02904[0] + C00006[0] + C00001[0]	1.14.13.46
R02179	UDPglucose:(-)-menthol O-beta-D-glucosyltransferase	C00029[0] + C00400[0] <=> C00015[0] + C03962[0]	2.4.1.127
R02180	3'-Phosphoadenylylsulfate:chondroitin 4'-sulfotransferase	C00053[0] + C00401[0] <=> C00054[0] + C00634[0]	2.8.2.5
R02181	3'-Phosphoadenylylsulfate:chondroitin 6'-sulfotransferase	C00053[0] + C00401[0] <=> C00054[0] + C00635[0]	2.8.2.17|2.8.2.33
R02182	N-Acyl-D-aspartate amidohydrolase	C06380[0] + C00001[0] <=> C00060[0] + C00402[0]	3.5.1.83
R02183	UDP-N-acetyl-D-galactosamine:polypeptide N-acetylgalactosaminyl transferase	C00203[0] + C00403[0] <=> C00015[0] + C04387[0]	2.4.1.41
R02184	ATP:polyphosphate phosphotransferase	C00002[0] + C00404[0] <=> C00008[0] + C00404[0]	2.7.4.1
R02185	Polyphosphate:D-glucose 6-phosphotransferase	C00404[0] + C00031[0] <=> C00404[0] + C00092[0]	2.7.1.63
R02186	Dolichyl-diphosphate:polyphosphate phosphotransferase	C00621[0] + C00404[0] <=> C00110[0] + C00404[0]	2.7.4.20
R02187	Polyphosphate:D-glucose 6-phosphotransferase	C00404[0] + C00221[0] <=> C00404[0] + C01172[0]	2.7.1.63
R02188	3-Phospho-D-glyceroyl-phosphate:polyphosphate phosphotransferase	C00236[0] + C00404[0] <=> C00197[0] + C00404[0]	2.7.4.17
R02189	Polyphosphate:D-glucose 6-phosphotransferase	C00404[0] + C00267[0] <=> C00404[0] + C00668[0]	2.7.1.63
R02190	N -Carbamoyl-D-amino acid amidohydrolase	C05226[0] + C00001[0] <=> C00405[0] + C00014[0] + C00011[0]	3.5.1.77
R02191	Acetyl-CoA:D-amino-acid N-acetyltransferase	C00024[0] + C00405[0] <=> C00010[0] + C03135[0]	2.3.1.36
R02192	N-acyl-D-amino acid amidohydrolase	C06378[0] + C00001[0] <=> C00060[0] + C00405[0]	3.5.1.81
R02193	Coniferyl aldehyde:NADP+ oxidoreductase (CoA-feruloylating)	C02666[0] + C00010[0] + C00006[0] <=> C00406[0] + C00005[0] + C00080[0]	1.2.1.44
R02194	Ferulate:CoA ligase (AMP-forming)	C00002[0] + C01494[0] + C00010[0] <=> C00020[0] + C00013[0] + C00406[0]	6.2.1.12
R02195	Feruloyl-CoA:quinate O-(hydroxycinnamoyl)transferase	C00406[0] + C00296[0] <=> C00010[0] + C02572[0]	2.3.1.99
R02196	L-Isoleucine:NAD+ oxidoreductase(deaminating)	C00407[0] + C00003[0] + C00001[0] <=> C00671[0] + C00014[0] + C00004[0] + C00080[0]	1.4.1.9
R02197	L-Isoleucine:oxygen oxidoreductase (deaminating)	C00407[0] + C00001[0] + C00007[0] <=> C00671[0] + C00014[0] + C00027[0]	1.4.3.2
R02199	L-Isoleucine:2-oxoglutarate aminotransferase	C00407[0] + C00026[0] <=> C00671[0] + C00025[0]	2.6.1.42
R02200	Valine:(S)-3-methyl-2-oxopentanoate aminotransferase	C00183[0] + C00671[0] <=> C00141[0] + C00407[0]	2.6.1.32
R02201	L-Pipecolate:NAD+ 2-oxidoreductase	C00408[0] + C00003[0] <=> C04092[0] + C00004[0] + C00080[0]	1.5.1.1|1.5.1.21
R02203	L-Pipecolate:NADP+ 2-oxidoreductase	C00408[0] + C00006[0] <=> C04092[0] + C00005[0] + C00080[0]	1.5.1.1|1.5.1.21
R02204	L-Pipecolate:oxygen 1,6-oxidoreductase	C00408[0] + C00007[0] <=> C00450[0] + C00027[0]	1.5.3.7
R02205	L-Pipecolate:(acceptor) 1,6-oxidoreductase	C00408[0] + C00016[0] <=> C01352[0] + C00450[0]	1.5.99.3
R02206	L-Pipecolate:(acceptor) 1,6-oxidoreductase	C00408[0] + C00028[0] <=> C00450[0] + C00030[0]	1.5.99.3
R02207	20alpha-Hydroxy-4-pregnen-3-one:NAD+ 20-oxidoreductase	C04042[0] + C00003[0] <=> C00410[0] + C00004[0] + C00080[0]	1.1.1.149
R02208	5alpha-pregnane-3,20-dione:NADP+ delta4-oxidoreductase	C03681[0] + C00006[0] <=> C00410[0] + C00005[0] + C00080[0]	1.3.1.22
R02209	20alpha-Hydroxy-4-pregnen-3-one:NADP+ 20-oxidoreductase	C04042[0] + C00006[0] <=> C00410[0] + C00005[0] + C00080[0]	1.1.1.149
R02210	Ketosteroid,NADPH:oxygen oxidoreductase (20-hydroxylating, ester-producing/20-hydroxylating, side-chain cleaving/17-hydroxylating, lactonizing)	C00410[0] + C00007[0] + C00005[0] + C00080[0] <=> C03027[0] + C00006[0] + C00001[0]	1.14.13.54
R02211	Progesterone,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)	C00410[0] + C00030[0] + C00007[0] <=> C01176[0] + C00028[0] + C00001[0]	1.14.99.9
R02212	Progesterone,hydrogen-donor:oxygen oxidoreductase (hydroxylating)	C00410[0] + C00030[0] + C00007[0] <=> C03027[0] + C00028[0] + C00001[0]	1.14.99.4
R02213	Progesterone,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)	C00410[0] + C00030[0] + C00007[0] <=> C03205[0] + C00028[0] + C00001[0]	1.14.99.10
R02214	Progesterone,hydrogen-donor:oxygen oxidoreductase (11alpha-hydroxylating)	C00410[0] + C00030[0] + C00007[0] <=> C03747[0] + C00028[0] + C00001[0]	1.14.99.14
R02215	5beta-Pregnane-3,20-dione:(acceptor) delta4-oxidoreductase	C05479[0] + C00028[0] <=> C00410[0] + C00030[0]	1.3.99.6
R02216	Pregnenolone:NAD+ 3-oxidoreductase	C01953[0] + C00003[0] <=> C00410[0] + C00004[0] + C00080[0]	1.1.1.145|5.3.3.1
R02218	progesterone,reduced ferredoxin:oxygen oxidoreductase (11-hydroxylating)	C00410[0] + C00138[0] + C00007[0] <=> C05498[0] + C00139[0] + C00001[0]	1.14.15.4
R02219	3-Oxo-5beta-steroid:NADP+ delta4-oxidoreductase|3-Oxo-5beta-steroid: (acceptor) delta4-oxidoreductase	C00410[0] + C00005[0] + C00080[0] <=> C05479[0] + C00006[0]	1.3.1.3|1.3.99.6
R02220	sinapoyl aldehyde:NADP+ oxidoreductase (CoA-sinapoylating)	C05610[0] + C00010[0] + C00006[0] <=> C00411[0] + C00005[0] + C00080[0]	1.2.1.44
R02221	Sinapate:CoA ligase (AMP-forming)	C00002[0] + C00482[0] + C00010[0] <=> C00020[0] + C00013[0] + C00411[0]	6.2.1.12
R02222	steroyl-CoA,hydrogen-donor:oxygen oxidoreductase	C00412[0] + (2) C00999[0] + C00007[0] + (2) C00080[0] <=> C00510[0] + (2) C00996[0] + (2) C00001[0]	1.14.19.1
R02223	Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)	C00412[0] + C00083[0] + (2) C00004[0] + (2) C00080[0] <=> C02041[0] + C00011[0] + (2) C00003[0] + C00010[0] + C00001[0]	2.3.1.119
R02224	Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)	C00412[0] + C00083[0] + (2) C00005[0] + (2) C00080[0] <=> C02041[0] + C00011[0] + (2) C00006[0] + C00010[0] + C00001[0]	2.3.1.119
R02225	ATP:streptomycin 6-phosphotransferase	C00002[0] + C00413[0] <=> C00008[0] + C01138[0]	2.7.1.72
R02226	ATP:streptomycin 3''-adenylyltransferase	C00002[0] + C00413[0] <=> C00013[0] + C03462[0]	2.7.7.47
R02227	ATP:streptomycin 3''-phosphotransferase	C00002[0] + C00413[0] <=> C00008[0] + C03731[0]	2.7.1.87
R02228	Streptomycin-6-phosphate phosphohydrolase	C01138[0] + C00001[0] <=> C00413[0] + C00009[0]	3.1.3.39
R02229	cyclohexanol:NAD+ oxidoreductase	C00414[0] + C00004[0] + C00080[0] <=> C00854[0] + C00003[0]	1.1.1.90|1.1.1.245
R02231	Cyclohexanone,NADPH:oxygen oxidoreductase (6-hydroxylating 1,2-lactonizing)	C00414[0] + C00007[0] + C00005[0] + C00080[0] <=> C01880[0] + C00006[0] + C00001[0]	1.14.13.22
R02232	(1-Hydroxycyclohexan-1-yl)acetyl-CoA cyclohexanone-lyase	C04316[0] <=> C00024[0] + C00414[0]	4.1.3.35
R02233	Cyclohexylamine:oxygen oxidoreductase (deaminating)	C00571[0] + C00007[0] + C00001[0] <=> C00414[0] + C00027[0] + C00014[0]	1.4.3.12
R02234	Cyclohexanone:(acceptor) 2-oxidoreductase	C00414[0] + C00028[0] <=> C02395[0] + C00030[0]	1.3.99.14
R02235	dihydrofolate:NAD+ oxidoreductase	C00415[0] + C00003[0] <=> C00504[0] + C00004[0] + C00080[0]	1.5.1.3
R02236	dihydrofolate:NADP+ oxidoreductase	C00415[0] + C00006[0] <=> C00504[0] + C00005[0] + C00080[0]	1.5.1.3
R02237	7,8-dihydropteroate:L-glutamate ligase (ADP-forming)	C00002[0] + C00921[0] + C00025[0] <=> C00008[0] + C00009[0] + C00415[0]	6.3.2.12|6.3.2.17
R02238	Formate:dihydrofolate ligase (ADP-forming)	C00002[0] + C00058[0] + C00415[0] <=> C00008[0] + C00009[0] + C03204[0]	6.3.4.17
R02239	1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase	C00416[0] + C00001[0] <=> C00641[0] + C00009[0]	3.1.3.4|3.1.3.81
R02240	ATP:1,2-diacylglycerol 3-phosphotransferase	C00002[0] + C00641[0] <=> C00008[0] + C00416[0]	2.7.1.107
R02241	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase	C00416[0] + C00010[0] <=> C00681[0] + C00040[0]	2.3.1.51
R02242	Acyl-CoA:2-acyl-sn-glycerol-3-phosphate O-acyltransferase	C00040[0] + C03974[0] <=> C00010[0] + C00416[0]	2.3.1.52
R02243	cis-Aconitate carboxy-lyase	C00417[0] <=> C00490[0] + C00011[0]	4.1.1.6
R02244	trans-Aconitate delta2-delta3-isomerase	C02341[0] <=> C00417[0]	5.3.3.7
R02245	ATP:(R)-mevalonate 5-phosphotransferase	C00002[0] + C00418[0] <=> C00008[0] + C01107[0]	2.7.1.36
R02246	(R)-Mevalonate:NAD+ oxidoreductase	C00418[0] + C00003[0] <=> C00772[0] + C00004[0] + C00080[0]	1.1.1.32
R02247	(R)-Mevalonate:NADP+ oxidoreductase	C00418[0] + C00006[0] <=> C00772[0] + C00005[0] + C00080[0]	1.1.1.33
R02248	Polynucleotide 3'-phosphohydrolase	C03463[0] + C00001[0] <=> C00419[0] + C00009[0]	3.1.3.32
R02249	5'-Phosphopolynucleotide 5'-phosphohydrolase	C03475[0] + C00001[0] <=> C00419[0] + C00009[0]	3.1.3.33
R02250	triacylglycerol acylhydrolase	C00422[0] + C00001[0] <=> C00641[0] + C00162[0]	3.1.1.3
R02251	acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase	C00422[0] + C00010[0] <=> C00641[0] + C00040[0]	2.3.1.20
R02252	phenylpropanoate:NAD+ delta2-oxidoreductase	C05629[0] + C00003[0] <=> C00423[0] + C00004[0] + C00080[0]	1.3.1.31
R02253	trans-cinnamate,NADPH:oxygen oxidoreductase (4-hydroxylating)	C00423[0] + C00007[0] + C00005[0] + C00080[0] <=> C00811[0] + C00006[0] + C00001[0]	1.14.13.11
R02254	trans-Cinnamate,NADPH:oxygen oxidoreductase (2-hydroxylating)	C00423[0] + C00007[0] + C00005[0] + C00080[0] <=> C01772[0] + C00006[0] + C00001[0]	1.14.13.14
R02255	trans-Cinnamate:CoA ligase (AMP-forming)	C00002[0] + C00423[0] + C00010[0] <=> C00020[0] + C00013[0] + C00540[0]	6.2.1.12
R02256	UDPglucose:trans-cinnamate beta-D-glucosyltransferase	C00029[0] + C00423[0] <=> C00015[0] + C04164[0]	2.4.1.177
R02257	Propane-1,2-diol:NAD+ oxidoreductase	C00583[0] + C00003[0] <=> C00424[0] + C00004[0] + C00080[0]	1.1.1.77
R02258	(S)-Propane-1,2-diol:NAD+ oxidoreductase	C02917[0] + C00003[0] <=> C00424[0] + C00004[0] + C00080[0]	1.1.1.77
R02259	Propane-1,2-diol:NADP+ oxidoreductase	C00583[0] + C00006[0] <=> C00424[0] + C00005[0] + C00080[0]	1.1.1.55
R02260	(S)-lactaldehyde:NADP+ oxidoreductase	C00424[0] + C00006[0] <=> C00546[0] + C00005[0] + C00080[0]	1.1.1.283|1.2.1.49
R02261	2-dehydro-3-deoxy-L-rhamnonate (S)-lactaldehyde lyase (pyruvate-forming)	C03979[0] <=> C00424[0] + C00022[0]	4.1.2.53
R02262	L-Fuculose-1-phosphate lactaldehyde-lyase	C01099[0] <=> C00111[0] + C00424[0]	4.1.2.17
R02263	L-Rhamnulose-1-phosphate lactaldehyde-lyase	C01131[0] <=> C00111[0] + C00424[0]	4.1.2.19
R02264		C00427[0] + C00030[0] <=> C00639[0] + C00028[0]	
R02265	(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13- dienoate E-isomerase	C00427[0] <=> C00584[0]	5.3.99.3
R02266	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate D-isomerase	C00427[0] <=> C00696[0]	5.3.99.2
R02267	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate 6-isomerase	C00427[0] <=> C01312[0]	5.3.99.4
R02268	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-thromboxane-A2-isomerase	C00427[0] <=> C02198[0]	5.3.99.5
R02269	5,6-Dihydrouracil amidohydrolase	C00429[0] + C00001[0] <=> C02642[0]	3.5.2.2
R02271	5-Aminolevulinate:pyruvate aminotransferase	C00430[0] + C00022[0] <=> C02800[0] + C00041[0]	2.6.1.43
R02272	(S)-4-Amino-5-oxopentanoate 4,5-aminomutase	C00430[0] <=> C03741[0]	5.4.3.8
R02273	5-Aminopentanamide amidohydrolase	C00990[0] + C00001[0] <=> C00431[0] + C00014[0]	3.5.1.30
R02274	5-Aminopentanoate:2-oxoglutarate aminotransferase	C00431[0] + C00026[0] <=> C03273[0] + C00025[0]	2.6.1.48
R02276	5-Acetamidopentanoate amidohydrolase	C03087[0] + C00001[0] <=> C00033[0] + C00431[0]	3.5.1.63
R02277	Secondary-alcohol:oxygen oxidoreductase	C01612[0] + C00007[0] <=> C01450[0] + C00027[0]	1.1.3.18
R02278	2-Dehydro-3-deoxy-L-arabinonate hydro-lyase	C00684[0] <=> C00433[0] + C00001[0]	4.2.1.43
R02279	5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating)	C00679[0] <=> C00433[0] + C00001[0] + C00011[0]	4.2.1.41
R02280	1-Pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing)	C04282[0] + C00001[0] <=> C00433[0] + C00014[0]	3.5.4.22
R02281	Alkane,reduced-rubredoxin:oxygen 1-oxidoreductase	C01371[0] + C00340[0] + C00007[0] <=> C00435[0] + C00226[0] + C00001[0]	1.14.15.3
R02282	N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase	C00437[0] + C00025[0] <=> C00077[0] + C00624[0]	2.3.1.35
R02283	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase	C00437[0] + C00026[0] <=> C01250[0] + C00025[0]	2.6.1.11
R02284	L-5-Carboxymethylhydantoin amidohydrolase	C03703[0] + C00001[0] <=> C00438[0]	3.5.2.4
R02285	N-Formimino-L-glutamate formiminohydrolase	C00439[0] + C00001[0] <=> C00025[0] + C00488[0]	3.5.3.8
R02286	N-Formimino-L-glutamate iminohydrolase	C00439[0] + C00001[0] <=> C01045[0] + C00014[0]	3.5.3.13
R02287	5-Formiminotetrahydrofolate:L-glutamate N-formiminotransferase	C00664[0] + C00025[0] <=> C00101[0] + C00439[0]	2.1.2.5
R02288	4-imidazolone-5-propanoate amidohydrolase	C03680[0] + C00001[0] <=> C00439[0]	3.5.2.7
R02289	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein methyltransferase	C00440[0] + C06021[0] + C00080[0] <=> C06020[0] + C00101[0]	2.1.1.258
R02291	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)	C00441[0] + C00009[0] + C00006[0] <=> C03082[0] + C00005[0] + C00080[0]	1.2.1.11
R02293	L-2,4-Diaminobutanoate:pyruvate aminotransferase	C03283[0] + C00022[0] <=> C00441[0] + C00041[0]	2.6.1.46
