ID	name	formula	charge
cpd28411	a cis,cis-delta17,35-3-oxo-C54:2-[acp]	C68H126N3O10PR2S	0
cpd28412	a cis,cis-delta17,35-C54:2-[acp]	C68H128N3O9PR2S	0
cpd28413	a cis,cis-delta19,31-3-hydroxyC50:2-[acp]	C64H120N3O10PR2S	0
cpd28414	a cis,cis-delta19,31-3-oxo-C50:2-[acp]	C64H118N3O10PR2S	0
cpd28415	a cis,cis-delta19,31-C50:2-[acp]	C64H120N3O9PR2S	0
cpd28416	a cis,cis-delta19,37-3-hydroxy-C56:2-[acp]	C70H132N3O10PR2S	0
cpd28417	a cis,cis-delta19,37-3-oxo-C56:2-[acp]	C70H130N3O10PR2S	0
cpd28418	a cis,cis-delta19-37-C56:2-[acp]	C70H132N3O9PR2S	0
cpd28419	a cis,cis-delta21,39-3-hydroxyC58:2-[acp]	C72H136N3O10PR2S	0
cpd28420	a cis,cis-delta21,39-3-oxo-C58:2-[acp]	C72H134N3O10PR2S	0
cpd28421	a cis,cis-delta21,39-C58:2-[acp]	C72H136N3O9PR2S	0
cpd28422	a cis,cis-delta3,15-C34:2-[acp]	C48H88N3O9PR2S	0
cpd28423	a cis,cis-delta3,21-C40:2-[acp]	C54H100N3O9PR2S	0
cpd28424	a cis,cis-delta5,17-3-hydroxyC36:2[acp]	C50H92N3O10PR2S	0
cpd28425	a cis,cis-delta5,17-3-oxo-C36:2-[acp]	C50H90N3O10PR2S	0
cpd28426	a cis,cis-delta5,17-C36:2-[acp]	C50H92N3O9PR2S	0
cpd28427	a cis,cis-delta5,23-3-hydroxyC42:2-[acp]	C56H104N3O10PR2S	0
cpd28428	a cis,cis-delta5,23-3-oxo-C42:2-[acp]	C56H102N3O10PR2S	0
cpd28429	a cis,cis-delta5,23-C42:2-[acp]	C56H104N3O9PR2S	0
cpd28430	a cis,cis-delta7,19-3-hydroxyC38:2-[acp]	C52H96N3O10PR2S	0
cpd28431	a cis,cis-delta7,19-3-oxo-C38:2-[acp]	C52H94N3O10PR2S	0
cpd28432	a cis,cis-delta7,19-C38:2-[acp]	C52H96N3O9PR2S	0
cpd28433	a cis,cis-delta7,25-3-hydroxyC44:2-[acp]	C58H108N3O10PR2S	0
cpd28434	a cis,cis-delta7,25-3-oxo-C44:2-[acp]	C58H106N3O10PR2S	0
cpd28435	a cis,cis-delta7,25-C44:2-[acp]	C58H108N3O9PR2S	0
cpd28436	a cis,cis-delta9,21-3-hydroxyC40:2-[acp]	C54H100N3O10PR2S	0
cpd28437	a cis,cis-delta9,21-3-oxo-C40:2-[acp]	C54H98N3O10PR2S	0
cpd28438	a cis,cis-delta9,21-C40:2-[acp]	C54H100N3O9PR2S	0
cpd28439	a cis,cis-delta9,27-3-hydroxyC46:2-[acp]	C60H112N3O10PR2S	0
cpd28440	a cis,cis-delta9,27-3-oxo-C46:2-[acp]	C60H110N3O10PR2S	0
cpd28441	a cis,cis-delta9,27-C46:2-[acp]	C60H112N3O9PR2S	0
cpd28442	a cis-delta11-3-hydroxyC30:1-[acp]	C44H82N3O10PR2S	0
cpd28443	a cis-delta11-3-oxo-C30:1-[acp]	C44H80N3O10PR2S	0
cpd28444	a cis-delta11-C30:1-[acp]	C44H82N3O9PR2S	0
cpd28445	a cis-delta13-3-hydroxyC32:1-[acp]	C46H86N3O10PR2S	0
cpd28446	a cis-delta13-3-oxo-C32:1-[acp]	C46H84N3O10PR2S	0
cpd28447	a cis-delta13-C32:1-[acp]	C46H86N3O9PR2S	0
cpd28448	a cis-delta15-3-hydroxyC34:1-[acp]	C48H90N3O10PR2S	0
cpd28449	a cis-delta15-3-oxo-C34:1-[acp]	C48H88N3O10PR2S	0
cpd28450	a cis-delta15-C34:1-[acp]	C48H90N3O9PR2S	0
cpd28451	a cis-delta17-3-hydroxyC36:1-[acp]	C50H94N3O10PR2S	0
cpd28452	a cis-delta17-3-oxo-C36:1-[acp]	C50H92N3O10PR2S	0
cpd28453	a cis-delta17-C36:1-[acp]	C50H94N3O9PR2S	0
cpd28454	a cis-delta19-3-hydroxyC38:1-[acp]	C52H98N3O10PR2S	0
cpd28455	a cis-delta19-3-oxo-C38:1-[acp]	C52H96N3O10PR2S	0
cpd28456	a cis-delta19-C38:1-[acp]	C52H98N3O9PR2S	0
cpd28457	a cis-delta21-3-hydroxyC40:1-[acp]	C54H102N3O10PR2S	0
cpd28458	a cis-delta21-3-oxo-C40:1-[acp]	C54H100N3O10PR2S	0
cpd28459	a cis-docos-3-enoyl-[acp]	C36H66N3O9PR2S	0
cpd28460	a cis-delta5-3-hydroxyC24:1-[acp]	C38H70N3O10PR2S	0
cpd28461	a cis-delta5-3-oxo-C24:1-[acp]	C38H68N3O10PR2S	0
cpd28462	a cis-delta5-C24:1-[acp]	C38H70N3O9PR2S	0
cpd28463	a cis-delta7-3-hydroxyC26:1-[acp]	C40H74N3O10PR2S	0
cpd28464	a cis-delta7-3-oxo-C26:1-[acp]	C40H72N3O10PR2S	0
cpd28465	a cis-delta7-C26:1-[acp]	C40H74N3O9PR2S	0
cpd28466	a cis-delta9-3-hydroxyC28:1-[acp]	C42H78N3O10PR2S	0
cpd28467	a cis-delta9-3-oxo-C28:1-[acp]	C42H76N3O10PR2S	0
cpd28468	a cis-delta9-C28:1-[acp]	C42H78N3O9PR2S	0
cpd28473	a cis-vaccen-2-enoyl-[acp]	C29H52N2O8PRS	-2
cpd28484	dihomo gamma linolenoyl-2-enoyl [acp]	C34H56N3O9PR2S	0
cpd28485	a dihomo gamma linolenoyl [acp]	C34H58N3O9PR2S	0
cpd28494	a gamma linolenoyl [acp]	C32H54N3O9PR2S	0
cpd28509	eicosatrienoyl-2-enoyl [acp]	null	0
cpd28510	a linolenoyl [acp]	null	0
cpd28603	a trans-methoxy-C60-meroacyl-[acp]	C74H142N3O10PR2S	0
cpd28605	a trans-keto-C61-meroacyl-[acp]	C74H140N3O10PR2S	0
cpd28607	a trans-delta18-37-hydroxy-38-methyl-C58:1-[acp]	C72H138N3O10PR2S	0
cpd28608	a trans-delta2-cis-delta11-C30:2-[acp]	C44H80N3O9PR2S	0
cpd28609	a trans-delta2-cis-delta13-C32:2-[acp]	C46H84N3O9PR2S	0
cpd28610	a trans-delta2-cis-delta15-C34:2-[acp]	C48H88N3O9PR2S	0
cpd28611	a trans-delta2-cis-delta17-C36:2-[acp]	C50H92N3O9PR2S	0
cpd28612	a trans-delta2-cis-delta19-C38:2-[acp]	C52H96N3O9PR2S	0
cpd28613	a trans-delta2-cis-delta21-C40:2-[acp]	C54H100N3O9PR2S	0
cpd28614	a trans-delta2-cis-delta5-C24:2-[acp]	C38H68N3O9PR2S	0
cpd28615	a trans-delta2-cis-delta7-C26:2-[acp]	C40H72N3O9PR2S	0
cpd28616	a trans-delta2-cis-delta9-C28:2-[acp]	C42H76N3O9PR2S	0
cpd28617	a trans-delta2-cis,cis-delta11,23-C42:3-[acp]	C56H102N3O9PR2S	0
cpd28618	a trans-delta2-cis,cis-delta11,29-C48:3-[acp]	C62H114N3O9PR2S	0
cpd28619	a trans-delta2-cis,cis-delta13,25-C44:3-[acp]	C58H106N3O9PR2S	0
cpd28620	a trans-delta2-cis,cis-delta13,31-C50:3-[acp]	C64H118N3O9PR2S	0
cpd28621	a trans-delta2-cis,cis-delta15,27-C46:3-[acp]	C60H110N3O9PR2S	0
cpd28622	a trans-delta2-cis,cis-delta15,33-C52:3-[acp]	C66H122N3O9PR2S	0
cpd28623	a trans-delta2-cis,cis-delta17,29-C48:3-[acp]	C62H114N3O9PR2S	0
cpd28624	a trans-delta2-cis,cis-delta17,35-C54:3-[acp]	C68H126N3O9PR2S	0
cpd28625	a trans-delta2-cis,cis-delta19,31-C50:3-[acp]	C64H118N3O9PR2S	0
cpd28626	a trans-delta2-cis,cis-delta19,37-C56:3-[acp]	C70H130N3O9PR2S	0
cpd28627	a trans-delta2-cis,cis-delta21,39-C58:3-[acp]	C72H134N3O9PR2S	0
cpd28628	a trans-delta2-cis,cis-5,17-C36:3-[acp]	C50H90N3O9PR2S	0
cpd28629	a trans-delta2-cis,cis-delta5,23-C42:3-[acp]	C56H102N3O9PR2S	0
cpd28630	a trans-delta2-cis-cis-delta7-19-C38:3-[acp]	C52H94N3O9PR2S	0
cpd28631	a trans-delta2-cis,cis-delta7,25-C44:3-[acp]	C58H106N3O9PR2S	0
cpd28632	a trans-delta2-cis,cis-9,21-C40:3-[acp]	C54H98N3O9PR2S	0
cpd28633	a trans-delta2-cis,cis-delta9,27-C46:3-[acp]	C60H110N3O9PR2S	0
cpd28634	a trans-delta20-39-hydroxy-40-methyl-C60:1-[acp]	C74H142N3O10PR2S	0
cpd28635	a trans-eicos-2-enoyl-[acp]	C34H62N3O9PR2S	0
cpd28636	a trans-docos-2-enoyl-[acp]	C36H66N3O9PR2S	0
cpd28637	a trans-tetracos-2-enoyl-[acp]	C38H70N3O9PR2S	0
cpd28663	3-OHMYRISTOYL-ACP	null	0
cpd28684	ACETOACETYL-S-ACP	null	0
cpd28696	All-ACPs	null	0
cpd28705	BETA-HYDROXY-CIS-DELTA5-DODECENOYL-ACP	null	0
cpd28706	BETA-HYDROXYDECANOYL-ACP	null	0
cpd28707	BETA-KETO-CIS-DELTA5-DODECENOYL-ACP	null	0
cpd28719	CIS-DELTA3-DECENOYL-ACP	null	0
cpd28720	CIS-DELTA5-DODECENOYL-ACP	null	0
cpd28828	S-ACP 6-(3'-hydroxy-2'-(3''-oxobutanoyl)phenyl)-3,5-dioxohexanethioate	null	0
cpd29211	Dodecanoyl-ACP	null	0
cpd29320	LAUROYL-ACP	null	0
cpd29324	LIPOYL-ACP	null	0
cpd29399	MYRISTOYL-ACP	null	0
cpd29428	OCTANOYL-ACP	null	0
cpd29598	TRANS-D2-DECENOYL-ACP	null	0
cpd29599	TRANS-DELTA3-CIS-DELTA5-DODECENOYL-ACP	null	0
cpd29626	(Z)-3-oxooctadec-13-enoyl-ACP	null	0
cpd29627	(Z)-hexadec-11-enoyl-ACP	null	0
cpd29672	apoprotein [acyl carrier protein]	HOR	0
cpd29680	cis-octadec-11-enoyl-[acyl-carrier protein]	C29H53N2O8PRS	-1
cpd29720	Octadecatetraenoyl-ACP (n-C18:4ACP)	null	0
cpd30416	cis-octadec-9-enoyl-[acyl-carrier protein] ((9Z)-n-C18:1)	null	0
cpd31062	3-Ketoglutaryl-[acp] methyl ester	C6H7O4RS	0
cpd31063	3-Hydroxyglutaryl-[acp] methyl ester	C6H9O4RS	0
cpd31064	Enoylglutaryl-[acp] methyl ester	C6H7O3RS	0
cpd31065	Glutaryl-[acp] methyl ester	C6H9O3RS	0
cpd31066	3-Ketopimeloyl-[acp] methyl ester	C8H11O4RS	0
cpd31067	3-Hydroxypimeloyl-[acp] methyl ester	C8H13O4RS	0
cpd31068	Enoylpimeloyl-[acp] methyl ester	C8H11O3RS	0
cpd31304	[CysO sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine	C7H13N3O4RS	1
cpd31353	n-7 Unsaturated acyl-[acyl-carrier protein]	C12H21ORS	0
cpd31369	(3S)-3-Amino-3-(3-chloro-4-hydroxyphenyl)propanoyl-[peptidyl-carrier protein SgcC2]	C9H10ClNO2RS	1
cpd32923	[pks-acp]-group	null	10000000
cpd33596	[aryl-carrier protein] group	null	10000000
cpd33638	9-hydroxy-3,5,7,11,13,15,17,19-octaoxohenicosanoyl-[acp]	C35H50N3O18PR2S	0
cpd34149	[peptidyl-carrier protein] group	null	10000000
cpd35439	3,5,7,9,11,13,15,17,19-nonaoxohenicosanoyl-[acp]	C35H48N3O18PR2S	0
cpd36090	(5R,7S,8R,10E,12R,13S)-5,7,13-trihydroxy-8,12-dimethyl-3-oxotetradec-10-enoyl-[acp]	C30H52N3O13PR2S	0
cpd36093	Deoxypseudomonic-Acid-B-ACP	C40H68N3O16PR2S	0
cpd36098	3-Hydroxypropanoyl-ACP	C17H30N3O10PR2S	0
cpd36102	a cis-delta19-37-methoxy-38-methyl-C57:1-[acp]	C72H138N3O10PR2S	0
cpd36127	L-arginyl-arginyl-carrier-proteins	C20H40N7O9PR2S	2
cpd36137	Propanoyl-ACP	C17H30N3O9PR2S	0
cpd36159	QXC-ACP	C23H30N5O9PR2S	0
cpd36173	VL-Diunsaturated-3-Oxo-Acyl-ACPs	C17H27N3O10PR3S	0
cpd36181	Hydroxymalonyl-ACP	C17H27N2O12PR2S	-1
cpd36197	7-methyl-3-oxooctanoyl-ACP	C23H40N3O10PR2S	0
cpd36202	Cis-D3-cis-D5-tetradeca-dienoyl-ACPs	C25H47N2O8PRS	-2
cpd36259	3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs	C29H50N2O9PRS	-2
cpd36262	Trans-Delta2-meromycolyl-ACP-46-and-up	C60H113N3O9PR3S	0
cpd36273	Trans-Delta2-meromycolyl-ACP	C17H27N3O9PR3S	0
cpd36281	a trans-delta20-39-oxo-40-methyl-C60:1-[acp]	C74H140N3O10PR2S	0
cpd36293	2E-11Z-icosa-2-11-dienoyl-ACPs	C31H55N2O8PRS	-2
cpd36310	Glycyl-glycyl-carrier-proteins	C16H30N4O9PR2S	1
cpd36315	Peptidyl-Carrier-Protein-L-proline	C19H34N4O9PR2S	1
cpd36345	4Z-9Z-Octadec-4-9-dienoyl-acp	C29H48N2O8PRS	-2
cpd36357	7Z-hexadec-7-enoyl-ACPs	C27H48N2O8PRS	-2
cpd36358	7-Oxoheptanoyl-ACPs	C21H36N3O10PR2S	0
cpd36408	DHB-Arginyl-Arginyl-Carrier-Proteins	C27H43N7O12PR2S	1
cpd36423	Meromycolyl-ACP	C17H29N3O9PR3S	0
cpd36436	3R-5Z-3-hydroxy-tetradec-5-enoyl-ACPs	C25H49N2O9PRS	-2
cpd36471	VL-Monounsaturated-acyl-ACPs	C16H27N3O9PR3S	0
cpd36493	3Z-dodec-3-enoyl-ACPs	C23H39N2O8PRS	-2
cpd36497	3-hydroxyquinaldyl-ACP	C24H30N4O10PR2S	-1
cpd36517	3-OH-Meromycolyl-ACP-46-and-up	C60H115N3O10PR3S	0
cpd36561	5-hexynoyl-ACPs	C20H32N3O9PR2S	0
cpd36564	Medium-Chain-Acyl-ACPs	C20H35N3O9PR3S	0
cpd36577	Trp-Tryptophanyl-Carrier-Proteins	C25H37N5O9PR2S	1
cpd36585	a-3-oxo-8-methyl-decanoyl-acp	C25H44N3O10PR2S	0
cpd36635	Malonyl-acp-methyl-ester	C18H30N3O11PR2S	0
cpd36671	7-8-Dihydroxyacyl-acyl-carrier-proteins	C27H49N3O11PR3S	0
cpd36686	5-hexenoyl-ACPs	C20H34N3O9PR2S	0
cpd36712	2E-5Z-tetradeca-2-5-dienoyl-ACPs	C25H47N2O8PRS	-2
cpd36735	11Z-icos-11-enoyl-ACPs	C31H55N2O8PRS	-2
cpd36770	7-Hydroxyacyl-acyl-carrier-proteins	C27H49N3O10PR3S	0
cpd36774	8-methyl-3-oxononanoyl-ACP	C24H42N3O10PR2S	0
cpd36790	7Z-3-oxo-hexadec-7-enoyl-ACPs	C27H46N2O9PRS	-2
cpd36817	3R-11Z-3-hydroxy-icos-11-enoyl-ACPs	C31H55N2O9PRS	-2
cpd36856	a cis-delta21-39-oxo-40-methyl-C59:1-[acp]	C73H138N3O10PR2S	0
cpd36873	9-Hydroxynonanoyl-ACP	C23H42N3O10PR2S	0
cpd36884	Trans-Delta2-meromycolyl-ACP-24-to-45	C38H69N3O9PR3S	0
cpd36894	DHB-threonyl-Threonyl-Carrier-Proteins	C25H37N4O13PR2S	0
cpd36935	3,5,7,9,11,13,15,17,19-nonaoxoicosanoyl-[PKS-acp]	C34H46N3O18PR2S	0
cpd36936	5Z-3-oxo-tetradec-5-enoyl-ACPs	C25H50N2O9PRS	-2
cpd36942	2-hydroxy-3-oxopropanoyl-ACP	C17H28N2O11PR2S	0
cpd36952	DHB-cysteinyl-Cysteinyl-Carrier-Proteins	C24H35N4O12PR2S2	0
cpd36971	4Z-9Z-Hexadec-4-9-dienoyl-acp	C27H46N2O8PRS	-2
cpd36975	(3S,4R,6E,8R,9S)-3,9-dihydroxy-4,8-dimethyldec-6-enoyl-[acp]	C26H46N3O11PR2S	0
cpd36982	Trans-D2-cis-D7-tetradecenoyl-ACPs	C25H42N2O8PRS	-2
cpd36986	L-glutamyl-glutamyl-carrier-proteins	C19H33N4O11PR2S	0
cpd37015	9Z-3-oxo-octadec-9-enoyl-ACPs	C29H49N2O9PRS	-2
cpd37029	2E-9Z-octadeca-2-9-dienoyl-ACPs	C29H48N2O8PRS	-2
cpd37040	5Z-tetradec-5-enoyl-ACPs	C25H49N2O8PRS	-2
cpd37075	pyruvate-dehydrogenase-E2-lipoyl-carrier	C7H16N2OR2	2
cpd37096	L-alanyl-alanyl-carrier-protein	C17H32N4O9PR2S	1
cpd37098	AcPIM5	C42H65O39PR3	-1
cpd37100	Seryl-Seryl-Carrier-Proteins	C17H32N4O10PR2S	1
cpd37137	AcPIM6	C48H75O44PR3	-1
cpd37177	D-Glyceryl-ACP	C17H30N2O11PR2S	0
cpd37203	3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs	C27H48N2O9PRS	-2
cpd37206	2E-7Z-hexadeca-2-7-dienoyl-ACPs	C27H46N2O8PRS	-2
cpd37226	3-OH-Meromycolyl-ACP-24-to-45	C38H71N3O10PR3S	-2
cpd37248	Pseudomonic-Acid-B-ACP	C40H68N3O17PR2S	0
cpd37264	a trans-delta18-37-methoxy-20,38-dimethyl-C58:1-[acp]	C73H140N3O10PR2S	-2
cpd37266	11Z-3-oxo-icos-11-enoyl-ACPs	C31H54N2O9PRS	-2
cpd37268	L-Threonyl-Threonyl-Carrier-Proteins	C18H34N4O10PR2S	1
